TimeElapsed (s),MessageSentCount,MessageSentThroughput (KB/s),MessageReceivedCount,PublishLatencyMinValue (ms),PublishLatencyValueAtPercentile50 (ms),PublishLatencyValueAtPercentile75 (ms),PublishLatencyValueAtPercentile95 (ms),PublishLatencyValueAtPercentile99 (ms),EndToEndLatencyMinValue (ms),EndToEndLatencyValueAtPercentile50 (ms),EndToEndLatencyValueAtPercentile75 (ms),EndToEndLatencyValueAtPercentile95 (ms),EndToEndLatencyValueAtPercentile99 (ms)
85,11393,11393,10931,4528,5355,5559,6935,7003,4724,5703,6303,7559,7739
86,11322,11322,11313,4512,5363,5635,6895,6903,4536,5611,6155,7519,7735
87,10716,10716,11421,4452,5327,5575,6863,6883,4612,5575,6155,7399,7659
88,11386,11386,10853,4568,5335,5583,6883,6891,4596,5583,6163,7355,7567
89,10489,10489,10671,4532,5347,5543,6695,6795,4496,5571,6207,7223,7415
90,12177,12177,11580,4632,5359,5583,6667,6843,4728,5695,6187,7207,7351
91,10786,10786,11433,4552,5219,5503,6679,6835,4460,5495,6071,7487,7655
92,11249,11249,10827,4512,5279,5579,6835,6887,4568,5651,6355,7419,7611
93,10712,10712,11415,4516,5375,5603,6847,6895,4456,5623,6219,7371,7555
94,11023,11023,10935,4608,5391,5643,6571,6603,4656,5687,6355,7183,7379
95,10868,10868,10454,4684,5395,5691,6591,6643,4632,5803,6311,6975,7151
96,11321,11321,11732,4668,5419,5907,6459,6511,4816,5859,6447,6999,7147
97,10663,10663,11008,4680,5551,5927,6463,6643,4828,5823,6319,6875,7027
98,11131,11131,10384,4676,5643,5943,6519,6715,4692,5767,6327,6811,6987
99,10706,10706,11010,4484,5607,5999,6575,6719,4520,6131,6551,6995,7155
100,10832,10832,10864,4672,5623,5995,6427,6611,4840,5879,6387,6955,7079
101,11149,11149,10966,4588,5663,6027,6579,6743,4632,5791,6323,7035,7299
102,10670,10670,10582,4556,5607,5827,6879,6883,4652,5775,6363,7435,7663
103,10983,10983,11067,4584,5439,5987,6927,7099,4596,5651,6291,7539,7731
104,10469,10469,10980,4616,5575,5979,7083,7179,4640,5815,6579,7507,7783
105,12052,12052,11241,4628,5603,5919,7011,7079,4676,5859,6531,7591,7799
106,9292,9292,9579,4756,5539,5751,7099,7239,4892,5647,6271,7543,7827
107,11618,11618,11379,4648,5423,5683,7183,7347,4696,5791,6303,7623,7771
108,10494,10494,10566,4732,5411,5615,7311,7339,4920,5711,6187,7667,7859
109,12104,12104,12178,4632,5399,5631,7295,7423,4840,5759,6267,7715,7911
110,11524,11524,11829,4624,5291,5687,7215,7251,4768,5679,6315,7767,8107
111,11709,11709,11048,4552,5335,5615,7027,7111,4628,5655,6215,7459,7659
112,11024,11024,11346,4596,5459,5679,6891,7063,4696,5759,6299,7347,7559
113,11278,11278,11270,4460,5395,5639,6867,7023,4500,5675,6315,7395,7599
114,11252,11252,11292,4564,5367,5807,6811,6835,4664,5555,6159,7307,7503
115,11089,11089,11343,4624,5555,5887,6843,6855,4744,5803,6467,7339,7531
116,9900,9900,9520,4648,5499,5899,6743,6899,4680,5747,6475,7275,7527
117,9639,9640,8957,4628,5607,6179,6915,7107,5036,6079,6783,7403,7667
118,10554,10553,11253,4860,5739,6355,7171,7179,5008,6127,6839,7811,7995
119,11646,11646,11322,4796,5715,6371,7179,7319,5056,6227,6839,7511,7679
120,11251,11251,11570,4796,5731,6303,7195,7363,4788,6143,6859,7771,7975
121,11043,11043,11410,4772,5819,6267,7179,7351,4804,6043,6739,7895,8119
122,10879,10879,10746,4640,5811,6243,7147,7315,4772,6083,6835,7731,8059
123,10648,10648,11391,4712,5675,6103,7071,7195,35,5991,6567,7639,7775
124,10668,10668,9485,191,5543,5851,7043,7163,39,5743,6311,7447,7655
125,8683,8683,8574,951,5711,6235,7043,7111,1201,6279,6895,7799,7815
126,8967,8967,8734,1845,5919,6355,7327,7459,2124,6355,6815,7719,7971
127,8670,8670,8996,2628,6115,6495,7559,7643,3056,6443,6903,7871,8187
128,8763,8763,9046,3622,6355,6831,7807,7927,4208,6651,7423,8123,8335
129,9249,9249,9068,4504,6531,6883,7967,8107,5136,6779,7351,8719,8927
130,8578,8578,8500,5084,6435,7055,8183,8343,5276,6807,7467,8631,8871
131,8776,8776,8755,5676,6859,7319,8535,8735,5964,7327,7879,9079,9295
132,8597,8597,8276,5788,6903,7131,8767,8895,6164,7327,7771,9247,9487
133,8526,8526,8954,6012,6927,7167,9015,9023,6152,7255,7719,9447,9679
134,8958,8958,8876,5976,6915,7155,8991,9207,6044,7399,7879,9343,9559
135,9018,9018,9095,5980,6915,7563,8959,8967,6200,7363,8095,9463,9711
136,9280,9280,9001,6008,6871,7123,8927,8951,6300,7243,7691,9383,9599
137,8527,8527,8717,5972,7047,7347,8943,8951,6224,7399,8019,9063,9295
138,8518,8518,8785,5956,6931,7363,8951,9167,6628,7343,7727,9455,9679
139,8682,8682,8483,6160,6879,7147,8975,9207,6484,7235,7643,9383,9607
140,8991,8991,8953,6396,7071,7287,9007,9223,6424,7471,7859,9303,9319
141,8985,8985,9013,6392,7075,7291,8951,9167,6752,7583,7967,9431,9655
142,8934,8934,8927,6392,7043,7299,9095,9119,6440,7435,7831,9335,9551
143,8757,8757,8497,6312,6927,7283,8935,9135,6600,7423,7807,9247,9463
144,8346,8346,8615,6436,7091,7367,9151,9183,6564,7503,7847,9663,9879
145,8878,8878,8800,6192,7091,7359,8999,9191,6676,7471,7859,9599,9831
146,8376,8376,8567,6416,7143,7483,9215,9231,6608,7567,8131,9303,9511
147,8514,8514,9015,6496,7155,7375,9279,9383,6536,7515,8003,9831,9887
148,10414,10414,10107,6356,7107,7351,9071,9167,6588,7619,8147,9479,9511
149,10368,10368,10021,6316,7027,7347,8751,8767,6660,7539,7995,9327,9527
150,10356,10356,10351,6100,6851,7695,8407,8671,6284,7215,7751,8735,9167
151,10059,10059,10038,6180,6723,7047,7899,7907,6272,7147,7607,8399,8591
152,10457,10457,10229,5776,6675,6971,7731,7731,5916,7143,7483,8175,8231
153,9739,9739,10189,5712,6355,6771,7399,7623,5960,6815,7107,7687,8239
154,10157,10157,10254,5776,6431,6643,6819,6867,6160,6787,7055,7331,7363
155,10218,10218,10054,5840,6447,6627,6699,6887,6208,6859,7111,7435,7599
156,10199,10199,10301,5788,6395,6579,6851,6871,5872,6755,7007,7411,7607
157,10148,10148,9532,5792,6215,6611,7083,7103,5612,6723,7215,7655,7863
158,10580,10580,10373,5616,6191,6467,7259,7431,5440,6603,7067,7883,8059
159,9165,9165,10080,5568,6215,6579,7463,7487,5668,6671,7307,8083,8287
160,10283,10283,10011,5480,6203,6587,7499,7511,5504,6651,7115,7739,7935
161,10069,10069,10096,5712,6139,6507,7827,7879,5700,6755,7167,8319,8535
162,9878,9878,10175,5524,6167,6499,7831,8035,5724,6691,7159,8343,8575
163,10405,10405,10032,5552,6187,6555,8207,8223,5564,6635,7067,8623,8815
164,10618,10618,10213,5560,6203,6547,8199,8247,5380,6591,7111,8671,8863
165,9777,9777,10203,5384,6195,6415,8011,8071,5228,6679,7127,8271,8463
166,11193,11193,10789,5348,6167,6407,8035,8051,5460,6631,7307,8503,8687
167,9518,9518,10064,4944,6195,6419,8023,8215,5256,6667,7199,8503,8743
168,9941,9941,9992,5076,6247,6607,8019,8223,5096,6695,7179,8567,8783
169,10235,10235,10254,4988,6195,6611,8063,8091,5160,6747,7307,8399,8615
170,10332,10332,9650,5004,6227,6475,7907,7951,4848,6771,7155,8439,8663
171,9158,9158,9865,5212,6383,6491,8111,8303,5036,6919,7367,8711,8935
172,9916,9916,10057,5236,6399,6647,8087,8239,5688,6795,7259,8519,8719
173,10782,10782,10416,5388,6379,6611,8067,8255,5504,6767,7171,8527,8735
174,10078,10078,10210,5572,6215,6591,8071,8223,5488,6671,7239,8751,8967
175,10680,10680,10745,5392,6235,6435,8067,8255,5548,6639,7111,8559,8783
176,10183,10183,10130,5712,6151,6523,7911,8031,5712,6603,7231,8375,8583
177,9327,9327,9311,5556,6175,6535,7991,8015,5444,6751,7427,8415,8615
178,8614,8614,8676,5696,6363,6715,7783,7967,5660,6815,7471,8127,8407
179,10404,10404,10437,5812,6407,6755,7767,7775,5920,6967,7495,8075,8287
180,10994,10994,10400,5972,6543,6767,7339,7543,6060,6903,7291,7887,8103
181,10613,10613,10558,5900,6431,6531,7415,7555,6144,6899,7287,7867,8071
182,10292,10292,10314,5652,6471,6687,7475,7651,5860,6931,7279,7707,7907
183,9601,9601,10066,5840,6471,6691,7511,7683,6036,6979,7371,8059,8279
184,10289,10289,10404,5244,6295,6643,7723,7743,5500,6899,7363,8123,8335
185,9097,9097,9465,5272,6239,6451,7523,7639,5336,6663,7171,7815,8043
186,10647,10647,10927,5260,6327,6667,7735,7939,5172,6703,7227,7995,8043
187,9557,9557,9837,5192,6479,6695,7983,8023,5212,6755,7287,8287,8503
188,10969,10969,9770,5124,6539,6739,7955,8107,5332,6871,7451,8367,8615
189,10011,10011,9803,5308,6531,6735,8139,8175,5420,6971,7475,8647,8839
190,9994,9994,9918,5304,6523,6711,7959,8003,5432,7047,7647,8471,8671
191,9722,9722,10056,5500,6539,6759,7983,8015,5484,6851,7387,8303,8519
192,9729,9729,9739,5692,6547,6767,8031,8231,5976,6951,7471,8583,8783
193,9960,9960,9991,5580,6443,6747,8063,8207,5592,6747,7243,8639,8831
194,10123,10123,9948,5644,6407,6619,8043,8215,5852,6911,7323,8863,8879
195,10495,10495,10388,5644,6427,6667,8051,8147,5688,7003,7531,8479,8703
196,9824,9824,10345,5412,6615,6843,7891,7923,5260,7151,7719,8519,8719
197,10270,10270,10421,5572,6427,6647,8047,8075,5672,6831,7347,8311,8511
198,9978,9979,9910,5556,6395,6627,8043,8059,5528,6843,7359,8303,8503
199,10435,10434,10421,5556,6395,6763,8031,8055,5548,6887,7387,8343,8559
200,10474,10474,10234,5536,6339,6703,7771,7951,5524,6839,7379,8375,8583
201,10290,10290,10258,5508,6351,6683,7967,8135,5580,6739,7271,8599,8807
202,10295,10295,9707,5516,6323,6559,7939,7979,5444,6751,7271,8407,8615
203,9374,9374,10245,5624,6563,6759,7847,8151,5504,6943,7475,8271,8463
204,10167,10167,10175,5768,6571,6803,7779,7971,5908,7023,7463,7939,8095
205,10219,10219,10111,5904,6411,6779,7611,7767,6064,6855,7275,7931,8095
206,10270,10270,10260,6000,6587,7203,7431,7455,6172,7039,7347,7955,7991
207,10179,10179,9929,6000,6619,6823,7395,7431,6116,7187,7555,7843,8187
208,10065,10065,10053,5960,6611,6807,7211,7375,6156,7155,7427,7823,8019
209,10562,10562,10806,5912,6583,6779,7195,7215,6324,7011,7271,7615,7819
210,10634,10634,10485,5740,6515,6727,7155,7299,5764,6875,7247,7639,7835
211,10370,10370,10346,5868,6495,6731,7227,7311,5944,6859,7259,7627,7787
212,9957,9957,9722,5864,6459,6703,7291,7311,6108,6887,7215,7623,7647
213,10054,10054,10320,5864,6411,6679,7303,7331,5856,6851,7191,7695,7891
214,9600,9600,9685,5696,6443,6911,7531,7675,6024,6883,7331,7831,8123
215,11077,11077,10403,5632,6447,6647,7627,7803,5640,6991,7391,8043,8263
216,10272,10272,10168,5664,6447,6799,7811,7859,5852,7079,7515,8071,8271
217,8830,8830,10210,5868,6479,6731,7687,7875,5868,7027,7403,8295,8495
218,10825,10825,10193,5468,6623,6883,7703,7875,5512,7119,7583,8343,8535
219,10186,10186,10564,5272,6499,6895,7779,7931,5528,7051,7655,8367,8567
220,10482,10482,9959,5148,6687,6903,7963,7983,5376,7187,7711,8439,8631
221,10235,10235,10075,5356,6515,6811,8135,8191,5204,7047,7527,8471,8663
222,10007,10007,10072,5372,6619,6831,7963,8147,5212,7119,7691,8263,8471
223,9824,9824,10137,5440,6675,6935,8083,8151,5260,7147,7975,8567,8791
224,10321,10321,10243,5260,6679,6891,7935,8079,5408,7083,7615,8415,8583
225,10419,10419,10376,5400,6639,6851,8059,8091,5356,6871,7447,8391,8607
226,10071,10071,10358,5540,6563,6827,8011,8067,5732,6859,7459,8567,8783
227,10600,10600,9629,5364,6587,6831,7887,7899,5620,6919,7307,8447,8671
228,10400,10400,10439,5456,6611,6819,8019,8031,5460,6975,7551,8455,8679
229,9990,9990,10123,5556,6603,6959,7827,8043,5908,7123,7727,8455,8655
230,10013,10013,10530,5620,6527,6899,7623,7815,6120,6947,7343,8123,8287
231,10149,10149,10222,5968,6511,6919,7707,7723,6116,7027,7475,8099,8287
232,9889,9889,9993,5956,6603,6911,7527,7539,6244,7167,7583,8111,8311
233,10191,10191,9921,6168,6635,7159,7447,7567,6400,7099,7447,8159,8199
234,10368,10368,9793,6020,6759,6927,7207,7231,6256,7059,7331,7691,7875
235,9667,9667,10479,6200,6803,6967,7203,7259,6404,7211,7463,7723,7891
236,10234,10234,10058,6096,6671,6835,7223,7427,6236,7211,7487,7767,7947
237,10137,10137,10117,6208,6755,6947,7383,7443,6444,7235,7531,7859,8023
238,8142,8142,8231,6068,6859,7063,7359,7423,6308,7211,7427,7975,8159
239,10524,10524,10658,6348,6891,7087,7451,7615,6472,7287,7587,8179,8375
240,9971,9971,9866,6348,6943,7139,7559,7611,6548,7283,7539,8011,8143
241,10615,10615,10087,6348,6971,7179,7399,7591,6608,7431,7663,8043,8079
242,10269,10269,10258,6288,6947,7071,7435,7563,6384,7339,7655,8047,8075
243,9547,9547,10152,6324,6959,7175,7559,7571,6620,7403,7667,7935,8067
244,10166,10166,10119,6348,6967,7155,7375,7803,6416,7495,7739,8091,8123
245,10184,10184,10000,5992,6843,7163,7399,7415,6488,7195,7451,7743,7775
246,9975,9975,10229,6136,6831,6999,7187,7371,6480,7247,7539,7931,7979
247,9619,9619,10147,6260,6879,7099,7479,7555,6296,7243,7463,7763,8255
248,9905,9905,9863,6072,6915,7003,7231,7275,6140,7219,7507,7771,7899
249,10517,10517,10043,6272,6867,7091,7507,7699,6460,7267,7599,8123,8335
250,10140,10140,10149,6228,6723,7107,7515,7539,6292,7247,7591,8003,8027
251,10202,10202,9679,6064,6699,7107,7735,7907,6184,7155,7487,8027,8215
252,9292,9292,9584,6088,6791,7115,7839,7975,6252,7311,7739,8495,8711
253,10044,10045,10256,5920,6883,7147,8183,8335,6056,7175,7795,8743,8951
254,9991,9990,10093,5912,6647,7115,8215,8415,5976,7095,7663,8807,9007
255,10459,10459,9943,5864,6695,7083,8327,8431,5996,7055,7627,8655,8847
256,9918,9918,10327,5908,6871,7083,8247,8279,5864,7163,7731,8903,9063
257,9335,9335,9668,5884,6955,7159,8271,8399,6016,7371,7843,8751,9031
258,10512,10512,9940,5668,6963,7175,8207,8383,5980,7455,7887,8815,9015
259,10280,10280,10238,5884,6899,7139,8223,8399,5800,7275,7915,8839,9199
260,10155,10155,9806,5852,6903,7131,8343,8367,5820,7263,7723,8663,8855
261,9562,9562,10348,5844,6867,7087,8143,8351,5836,7207,7891,8471,9047
262,10458,10458,10132,5844,6863,7099,8171,8351,5748,7343,7827,8735,8919
263,10207,10207,10390,5660,6863,7079,8119,8215,6144,7283,7827,8535,8743
264,10387,10387,10261,5856,6847,7231,7923,8083,5824,7187,7595,8335,8375
265,10422,10422,10268,5976,6819,7183,7655,7851,6036,7319,7635,8027,8175
266,10059,10059,9695,6220,6811,7039,7655,7835,6588,7391,7691,8047,8263
267,9745,9745,9919,6072,6851,7071,7663,7843,6268,7291,7583,8095,8175
268,9852,9852,10348,6012,6831,7063,7663,7715,6112,7227,7567,7951,8123
269,10567,10567,10329,6120,6795,7003,7583,7667,6272,7231,7583,7959,8011
270,10323,10323,10541,6092,6787,7015,7599,7775,6264,7123,7579,8167,8535
271,10789,10789,10814,5892,6711,6963,7795,7839,5908,7091,7579,8359,8559
272,10671,10671,10709,5456,6731,6947,7919,7947,5296,7015,7623,8535,8831
273,10601,10601,10464,5256,6515,7079,7975,8007,5336,7059,7655,8367,8575
274,10357,10357,10350,5104,6691,6915,8135,8311,5412,7075,7791,8583,8783
275,10648,10648,10500,5280,6691,7059,7887,8111,5812,7019,7631,8407,8607
276,10214,10214,10289,5492,6663,7063,7847,8047,5608,7287,7783,8375,8415
277,9551,9551,9636,5864,6751,7115,7567,7851,5844,7147,7475,7891,8279
278,10182,10182,9979,5976,6951,7155,7371,7539,6060,7235,7607,7971,8119
279,10270,10270,10276,6212,6811,7207,7579,7799,6320,7279,7643,8007,8151
280,10381,10381,10433,6180,6979,7235,7415,7579,6148,7315,7639,8011,8183
281,10081,10081,10285,6188,6807,7147,7419,7767,6304,7267,7587,7995,8183
282,10309,10309,10279,6168,6935,7183,7587,7783,6336,7379,7743,8043,8187
283,10254,10254,10030,5940,6847,7203,7595,7791,5828,7319,7679,8163,8375
284,10340,10340,10146,6096,6935,7167,7591,7623,6216,7315,7703,8163,8215
285,10570,10570,10735,6068,6919,7259,7563,7775,6152,7303,7671,8087,8199
286,10498,10498,10014,6072,6871,7059,7271,7459,6376,7295,7551,7851,8023
287,9896,9896,10387,6024,6903,7071,7251,7263,6420,7283,7527,7755,7879
288,10801,10801,10403,6104,6851,6923,7123,7151,6208,7139,7483,7743,7907
289,10415,10415,10508,6120,6875,7051,7099,7123,6396,7147,7483,7903,7931
290,10037,10037,9987,6072,6843,6907,7075,7251,6192,7159,7439,7707,7875
291,9622,9622,10241,6076,6875,7059,7135,7295,6276,7235,7559,7959,8083
292,10115,10115,9958,6096,6727,7099,7387,7399,5980,7151,7579,7891,8019
293,10045,10045,10158,5916,6939,7191,7795,7891,6144,7251,7695,8207,8415
294,10571,10571,9968,5916,6755,7139,7795,7999,5820,7131,7659,8231,8439
295,10400,10400,10507,5912,6771,7163,7991,8199,6000,7319,7831,8287,8487
296,10446,10446,10230,5800,6871,7135,8135,8319,6028,7147,7739,8455,8663
297,9691,9691,10031,5948,6975,7187,8199,8231,5852,7355,7915,8511,8711
298,9591,9591,9945,5896,6927,7175,8239,8439,6040,7335,7919,8703,8919
299,10053,10053,10130,6048,6787,7187,8279,8455,5940,7375,7803,8767,9159
300,10120,10120,10116,5932,6923,7131,8327,8383,6104,7259,7839,8727,8927
301,10516,10516,10473,6160,6935,7367,7951,8135,6368,7427,7859,8359,8559
302,10394,10394,9922,6208,6943,7359,7775,7947,6416,7415,7687,8163,8367
303,9511,9511,9655,6260,6999,7223,7771,7815,6536,7451,7855,8255,8431
304,10902,10902,10496,6364,6967,7175,7679,7819,6388,7459,7739,8123,8263
305,9814,9814,10446,6332,6979,7183,7743,7907,6268,7327,7767,8303,8495
306,10200,10200,10210,6176,6831,7191,7787,7971,5912,7239,7583,8111,8295
307,9491,9491,9961,5960,6991,7351,7771,7803,6088,7503,7851,8351,8559
308,9863,9863,9509,5980,7199,7547,7843,7915,6004,7407,7819,8215,8399
309,8940,8940,9937,6008,7159,7531,7923,8115,5840,7483,7903,8575,8767
310,10677,10677,9862,5676,7127,7519,8159,8327,5724,7687,8151,8759,8975
311,10608,10608,10039,5760,7155,7555,8367,8391,6164,7547,8059,8615,8799
312,10183,10183,9818,5956,7135,7555,8351,8399,6232,7527,8059,8815,9007
313,9444,9444,10219,6360,7183,7567,8367,8391,6496,7615,8171,8847,8887
314,10213,10213,10021,6340,7335,7579,8171,8247,6300,7603,8151,8703,8887
315,9934,9934,9952,6316,7039,7543,7995,8155,6148,7451,7983,8551,8727
316,10188,10188,10203,6172,7027,7455,7915,8099,6164,7303,7711,8115,8327
317,10162,10162,10323,6332,6991,7347,7651,7863,6488,7379,7719,8011,8115
318,10247,10247,10243,6344,6963,7323,7571,7779,6672,7535,7815,8151,8207
319,10472,10472,10389,6288,7115,7323,7547,7559,6472,7443,7783,8139,8191
320,10225,10225,10261,6248,7075,7139,7311,7491,6496,7283,7587,7831,8027
321,10819,10819,10684,6208,7059,7219,7319,7479,6320,7399,7667,8055,8263
322,10496,10496,9973,6156,6983,7251,7459,7523,6416,7423,7703,8199,8239
323,10005,10005,9966,6284,6923,7123,7467,7471,6564,7351,7651,8043,8231
324,10520,10520,10632,6280,7075,7103,7323,7499,6392,7443,7695,8043,8099
325,10461,10461,10282,6280,6951,7115,7283,7311,6384,7263,7507,7899,8047
326,9233,9233,10246,6316,6947,7135,7335,7375,6536,7327,7607,7947,8035
327,9982,9982,9217,6316,6967,7195,7551,7571,6172,7267,7627,8135,8343
328,10826,10826,11224,6316,6975,7199,7383,7539,6168,7315,7795,8199,8415
329,10324,10324,10502,5940,6955,7339,7599,7639,6004,7503,7875,8375,8399
330,10472,10472,10322,5772,6967,7335,7791,7987,6128,7403,7995,8591,8807
