TimeElapsed (s),MessageSentCount,MessageSentThroughput (KB/s),MessageReceivedCount,PublishLatencyMinValue (ms),PublishLatencyValueAtPercentile50 (ms),PublishLatencyValueAtPercentile75 (ms),PublishLatencyValueAtPercentile95 (ms),PublishLatencyValueAtPercentile99 (ms),EndToEndLatencyMinValue (ms),EndToEndLatencyValueAtPercentile50 (ms),EndToEndLatencyValueAtPercentile75 (ms),EndToEndLatencyValueAtPercentile95 (ms),EndToEndLatencyValueAtPercentile99 (ms)
959,9294,9294,9480,5964,7263,7631,8751,8943,6220,7435,8191,8807,9023
960,9163,9163,9270,6248,7319,7707,8975,9039,6368,7555,8087,9503,9727
961,9821,9821,9773,6224,7143,7679,8895,9063,6496,7491,8187,9607,9815
962,9694,9694,9833,6244,7103,7707,8831,8871,6320,7587,8147,9095,9223
963,10460,10460,10367,6348,7155,7699,8967,9047,6432,7431,8139,8991,9327
964,9707,9707,9615,6352,7399,7783,8679,8887,6308,7499,8295,9215,9431
965,9634,9634,9736,6320,7411,7855,8903,9119,6420,7515,8407,9487,9719
966,9281,9281,9387,6280,7207,7851,8967,9167,6420,7487,8199,9551,9775
967,9719,9719,9775,6072,7367,7867,8951,9175,6372,7503,8519,9215,9447
968,10436,10436,9964,6076,7163,7779,8927,9143,5932,7451,8135,9311,9543
969,10372,10372,10433,5932,7383,7795,9087,9135,6108,7663,8359,9439,9647
970,9804,9804,10343,6084,7343,7579,9007,9079,6076,7471,8179,9679,9895
971,9986,9986,9383,5880,7327,7575,9055,9095,6080,7447,8087,8991,9327
972,8867,8867,8927,6040,7339,7583,8831,9047,5944,7667,8503,9383,9607
973,9547,9547,9695,6100,7431,7687,9103,9127,6164,7627,8335,9543,9783
974,9045,9045,9174,6312,7451,7831,9127,9151,6144,7775,8535,9663,9863
975,9562,9562,9527,6264,7451,7851,9159,9207,6164,7659,8343,9759,9951
976,9752,9752,9708,6372,7367,7627,8911,8935,6552,7651,8391,9063,9383
977,9428,9428,9237,6440,7511,7859,8959,9175,6628,7875,8599,9447,9671
978,9355,9355,9497,6392,7483,7751,8959,9199,6540,7695,8215,9567,9791
979,9732,9732,9703,6448,7519,7787,9239,9287,6460,7775,8407,9679,9919
980,9378,9378,9468,6364,7523,7943,9063,9271,6336,7939,8623,9799,10031
981,9571,9571,9623,6372,7467,7707,9239,9271,6208,7751,8375,9271,9487
982,9566,9566,9659,6484,7503,7747,9263,9303,6496,7547,8135,9607,9847
983,9780,9780,9646,6492,7547,7787,9295,9319,6412,7675,8351,9743,9967
984,9443,9443,9561,6264,7555,7803,9111,9143,6280,7559,8223,9831,10071
985,9898,9898,9549,6244,7403,7835,9327,9527,6376,7595,8551,9511,9727
986,8878,8878,9247,6472,7595,7827,9343,9383,6300,7923,8551,9607,9831
987,8162,8162,8043,6440,7587,7951,9359,9479,6440,7791,8375,9903,10127
988,9179,9179,8991,6432,7587,8055,9335,9567,6920,8143,8743,9855,10063
989,9212,9212,9157,6496,7811,8255,9559,9583,6680,8003,8623,9951,10263
990,8447,8447,8520,6896,8011,8263,9431,9655,6740,8215,8791,9807,9871
991,9475,9475,9453,6912,7839,8247,9439,9623,6940,8175,8839,9799,10007
992,8925,8925,9033,7140,8019,8271,9591,9631,7164,8263,8823,9887,10095
993,10218,10218,10136,6884,7811,8051,9327,9575,6708,8367,8775,9503,9719
994,9261,9261,9610,6804,7887,8151,9335,9463,6888,8271,8791,9575,9775
995,9921,9921,9662,6708,7647,8047,9383,9423,6764,7923,8551,9807,9991
996,10382,10382,10310,6540,7447,7903,9159,9215,6744,7983,8711,9783,9967
997,10418,10418,10495,6392,7527,7815,8943,9143,6512,7851,8511,9375,9575
998,9971,9971,10086,6264,7355,7619,8959,9055,6592,7631,8207,9519,9743
999,9599,9599,9472,6128,7343,7595,8927,8975,6284,7511,8255,9015,9063
1000,9954,9954,9925,6332,7183,7583,8871,8911,6148,7523,8035,9119,9279
1001,9311,9311,9359,5988,7395,7647,8719,8879,6348,7867,8351,9031,9327
1002,10281,10281,9893,6240,7107,7643,8735,8927,6276,7551,7999,9247,9455
1003,9727,9727,10045,6352,7143,7543,8911,8967,6368,7387,7871,9327,9551
1004,9557,9557,9536,6472,7143,7551,8975,9015,6608,7567,8159,9423,9663
1005,8784,8784,8926,6544,7235,7663,9047,9271,6492,7675,8111,9271,9511
1006,9606,9606,9275,6444,7303,7779,9095,9135,6428,7635,8559,9431,9655
1007,8864,8864,9156,6664,7343,7811,9255,9319,6760,7639,8075,9591,9815
1008,9393,9393,9338,6720,7375,8031,9327,9511,6768,7783,8359,9703,9919
1009,9204,9204,9431,6728,7391,7807,9135,9191,7012,7887,8255,9831,10055
1010,9349,9349,9107,6740,7583,8055,9343,9367,6896,7975,8751,9463,9671
1011,9351,9351,9747,6932,7627,8063,9335,9391,6756,7931,8479,9615,9831
1012,9649,9649,9266,6936,7619,8079,9367,9431,6780,7907,8799,9711,9951
1013,9779,9779,9997,6884,7395,8079,9215,9423,6776,7919,8519,9855,10063
1014,9709,9709,9823,6872,7363,8039,9199,9407,6896,7799,8575,9471,9695
1015,9495,9495,9268,6880,7339,8011,9143,9335,6776,7835,8239,9615,9839
1016,10295,10295,10104,6676,7291,7955,9063,9111,6900,7771,8383,9103,9279
1017,9558,9558,9493,6400,7255,8127,9231,9263,6600,7679,8423,9775,10031
1018,9413,9413,9556,6424,7079,7975,9287,9303,6520,7519,8535,9455,9679
1019,9836,9836,9807,6428,7099,7987,9135,9327,6528,7567,8207,9839,10071
1020,9122,9122,9061,6648,7099,8247,9159,9359,6564,7471,8607,9511,9719
1021,9903,9903,9914,6724,7159,8035,9143,9367,6632,7659,8503,9439,9671
1022,9890,9890,10109,6504,7143,8223,9119,9303,6472,7547,8607,9727,9943
1023,9800,9800,9617,6676,7143,8055,8927,9111,6672,7671,8599,9095,9375
1024,9817,9817,9851,6516,7003,8255,9135,9327,6364,7623,8607,9495,9727
1025,9383,9383,9214,6480,7171,8159,9207,9415,6668,7659,8495,9599,9847
1026,9200,9200,9640,6496,7175,8303,8991,9207,6984,7915,8591,9303,9527
1027,10293,10293,10224,6424,7303,8039,9095,9119,6636,7787,8447,9823,10023
1028,9883,9883,9808,6128,7199,8131,9039,9335,6296,7599,8319,9231,9439
1029,9424,9424,9413,6332,7203,8055,9167,9223,6364,7815,8423,9503,9719
1030,9805,9805,9873,6524,7183,7851,8967,9151,6788,7743,8135,9591,9823
1031,9872,9872,10016,6720,7179,8055,9015,9183,6644,7547,8575,9271,9511
1032,10308,10308,9912,6596,7131,7883,8959,9135,6548,7627,8255,9359,9575
1033,9686,9686,9746,6644,7063,7827,9087,9183,6700,7567,8295,9455,9671
1034,9929,9929,9773,6476,7091,7835,9063,9151,6680,7599,8179,8975,9311
1035,9463,9463,9566,6472,7179,7991,8871,9047,6528,7743,8279,9375,9583
1036,9732,9732,9683,6284,7223,7855,8943,9071,6172,7719,8327,9263,9495
1037,10080,10080,10365,6328,6907,7879,8951,9151,6000,7387,8263,9647,9863
1038,9878,9878,9673,6128,7219,7895,8967,9015,6104,7639,8375,8959,9295
1039,9460,9460,9582,5956,7447,7899,8999,9207,6276,7719,8463,9375,9599
1040,10224,10224,9861,6152,7283,7867,9159,9215,6060,7663,8335,9495,9719
1041,10426,10426,10782,6140,7283,7667,8975,9183,6208,7527,8199,9751,9975
1042,10107,10107,9903,5764,7275,7867,8999,9207,5840,7587,8319,9263,9479
1043,8770,8770,8942,5864,7335,8003,9095,9279,6216,7767,8479,9823,10031
1044,9465,9465,9779,6028,7499,7975,9303,9327,5852,7459,8147,9927,10151
1045,10095,10095,9880,6052,7355,7987,9319,9543,6032,7591,8367,9543,9655
1046,10045,10045,9737,5632,7583,8039,9359,9559,5452,7695,8399,9743,9967
1047,8493,8493,8738,5684,7611,8239,9135,9335,6004,8171,8743,9423,9623
1048,8135,8135,8293,5952,7779,8327,9495,9527,6052,7999,8759,9703,9919
1049,9027,9027,9354,6216,7843,8279,9527,9751,6236,8027,8663,9839,10079
1050,10212,10212,9702,6220,7803,8479,9567,9615,6664,7919,8823,9751,9967
1051,9606,9606,10337,6248,7983,8287,9399,9599,6328,8039,8927,9831,10071
1052,11018,11018,9874,6360,7719,8155,9367,9527,6408,7871,8783,9487,9703
1053,9496,9496,9829,6360,7467,8171,9327,9487,6252,7711,8863,9783,10007
1054,9670,9670,10210,6064,7699,8367,9311,9511,6100,8059,8671,9727,9967
1055,9314,9314,8386,6212,7543,8367,9303,9511,6252,7635,8847,9719,10191
1056,10811,10811,11137,5904,6891,8139,9343,9551,5812,7535,8727,9855,10055
1057,9959,9959,10473,5844,7411,8279,9183,9559,6036,7427,8551,9927,10159
1058,10670,10670,10191,5688,7179,8103,9223,9399,5756,7359,8479,9391,9607
1059,10108,10108,10101,5632,7227,8255,9167,9183,5836,7423,8543,9695,9903
1060,9864,9864,9810,5560,7375,8295,9135,9167,5684,7723,8615,9575,9783
1061,9656,9656,9726,5416,7387,8319,9415,9463,5376,7643,8583,9671,9903
1062,10336,10336,10327,5476,7355,8135,9215,9415,5924,7531,8639,9775,10007
1063,9480,9480,9520,5920,7251,8279,9175,9423,6004,7559,8959,9663,9887
1064,9147,9147,9014,5760,7235,7999,9151,9359,6192,7483,8191,9543,9751
1065,8940,8940,9024,6216,7327,8223,8911,9111,6492,7755,8551,9647,9879
1066,10136,10136,10460,6312,7455,8187,9031,9247,6504,7831,8447,9335,9711
1067,9555,9555,9575,6380,7491,8139,9047,9111,6300,7783,8687,9399,9623
1068,9804,9804,9544,6360,7491,8147,9007,9207,6596,7991,8743,9463,9687
1069,10018,10018,9914,6336,7431,8111,9207,9239,6260,7795,8455,9551,9767
1070,10265,10265,10102,6144,7455,8047,8991,9199,6344,7867,8551,9671,9903
1071,9360,9360,9725,6112,7703,8111,8999,9199,6140,7735,8423,9319,9535
1072,10057,10057,9685,6012,7655,8099,9023,9239,5868,7891,8575,9439,9679
1073,10342,10342,10470,6168,7471,8107,8999,9263,6148,7655,8311,9559,9783
1074,8989,8989,9056,5964,7487,8119,9183,9247,6044,7683,8775,9903,10111
1075,9500,9500,9606,5876,7747,8199,9287,9487,6232,7927,8655,9567,9815
1076,9302,9302,9693,5828,7623,8255,9119,9311,5888,7675,8591,9703,9919
1077,10678,10678,10396,5816,6923,8215,9127,9359,5956,7683,8455,9799,10015
1078,9374,9374,9152,5976,7783,8271,9207,9399,5868,8091,8783,9943,9991
1079,9284,9284,9318,6012,7819,8263,9423,9591,6148,8231,8855,9639,10183
1080,9127,9127,9132,6044,7927,8399,9415,9623,6348,8075,8783,9911,10119
1081,9620,9620,9691,6380,7783,8163,9327,9551,6220,8063,8751,9359,9575
1082,8386,8386,7655,6296,7511,8123,9079,9279,6296,8183,8687,9631,9823
1083,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,7144,7144,0,155,616,840,1042,1132,0,0,0,0,0
1105,5395,5395,0,1137,1559,1880,2125,2135,0,0,0,0,0
1106,6308,6308,0,2126,2533,2987,3109,3127,0,0,0,0,0
1107,6391,6391,2047,3120,3577,3821,3971,3985,3996,4069,4115,4139,4143
1108,716,716,14194,4084,4175,4199,4287,4295,4176,4803,4983,5143,5163
1109,3528,3528,14987,5332,5827,5915,6007,6035,5164,5599,5751,6047,6135
1110,8038,8038,7581,5996,6543,6775,6915,7003,6164,6675,6907,7111,7163
1111,7304,7304,7397,6948,7435,7663,7983,7995,7164,7647,7911,8123,8155
1112,7133,7133,7545,7800,8271,8503,8727,8759,8164,8679,8935,9119,9151
1113,7873,7873,7660,8760,9231,9463,9663,9719,9168,9663,9919,10111,10151
1114,7365,7365,7517,9608,10151,10407,10687,10703,9904,10655,10871,11127,11159
1115,7536,7536,7632,9056,10943,11231,11479,11543,8856,11455,11775,12119,12151
1116,6923,6923,6792,9240,11175,11943,12567,12703,8920,11455,12527,13119,13151
1117,7370,7370,7186,7588,10943,11967,13079,13119,7496,11167,12111,13735,13991
1118,7093,7093,7215,7940,10975,11879,13871,13943,8080,11359,11935,14055,14127
1119,7474,7474,7402,7900,9311,11767,13759,14031,8288,9791,11023,14367,14671
1120,7155,7155,6644,7956,9463,10607,13215,13487,7732,9911,11159,14111,14143
1121,6732,6732,7247,8044,9607,10559,13383,13647,8216,10071,11023,12135,14399
1122,7585,7585,7553,8012,9759,10663,12151,12175,8152,10031,10887,12967,13103
1123,7057,7057,6915,8240,9639,10503,12111,12391,8164,10119,10823,12951,12983
1124,7171,7171,7398,8400,9863,10775,12343,12359,8608,10023,11103,12815,13047
1125,7524,7524,7470,8336,9775,10575,12479,12495,8044,10143,10735,12687,12967
1126,7485,7485,7582,8048,9679,10783,12527,12783,8044,9927,10919,12527,12767
1127,7271,7271,7354,7976,9487,10623,12559,12839,8136,9831,10903,12383,12663
1128,7424,7424,7410,7908,9583,10807,12303,12511,7776,10199,10927,13007,13055
1129,7218,7218,7134,7764,9575,10823,12463,12583,8072,9839,11207,12919,13279
1130,7303,7303,6815,7700,9583,10831,12559,12711,8304,9991,11591,12887,13199
1131,6679,6679,7056,7968,9503,10855,12591,12815,7748,9887,10711,12655,12959
1132,7625,7625,7461,7676,9663,10927,12639,12895,7868,9999,10951,12647,12903
1133,6969,6969,6998,7824,9535,10943,12295,12639,8172,10063,11255,13007,13039
1134,6646,6646,6954,8216,9591,10959,12663,12927,8200,10031,11415,13383,13815
1135,6865,6865,6187,8376,9687,11087,12415,12735,8616,10135,11287,12855,13151
1136,6819,6819,7439,8216,9871,10783,12455,12759,8216,10287,11119,13279,13463
1137,7676,7676,7512,8328,9823,11103,12583,12815,8408,10119,11063,13143,13559
1138,6985,6985,7222,8288,9743,11023,12447,12727,8416,10199,11071,12975,13311
1139,7016,7016,6865,8336,9943,11023,12727,12823,8128,10415,11359,12831,13207
1140,6812,6812,6704,8028,10039,11047,12735,12847,8352,10519,11559,12479,12767
1141,6925,6925,6874,8352,9919,10895,12871,12887,8536,10159,11183,12879,12959
1142,6760,6760,6805,8488,10007,11199,12919,12935,8744,10359,11007,13551,13799
1143,7760,7760,7539,8376,10231,11199,12567,12783,8080,10623,11271,12919,12983
1144,7142,7142,7675,8172,10119,10783,12495,12727,8296,10455,11311,13207,13471
1145,7665,7665,7295,8280,9863,10999,12487,12719,8432,10055,11159,13119,13303
1146,7135,7135,7495,8344,9799,10583,12295,12759,8200,10007,11079,12935,13167
1147,6800,6800,6746,8536,9903,10839,12543,12847,8560,10167,11287,13143,13207
1148,6977,6977,6833,8256,10223,10727,12295,12647,8664,10303,10975,12935,13311
1149,7677,7677,7470,8256,9951,10791,12487,12551,8208,10375,10991,12919,13151
1150,7237,7237,7379,7924,9839,10871,12367,12759,7992,10271,11551,12455,12727
1151,8049,8049,7923,7836,9663,10663,12503,12751,7904,9847,11359,12551,12759
1152,6513,6513,6771,7864,9551,10319,12439,12455,8164,10055,10975,12327,12359
1153,6943,6943,6549,8240,9711,10639,12463,12487,8328,10191,11295,12895,13159
1154,7004,7004,7446,8032,9855,10735,12479,12511,8528,10415,10871,12999,13175
1155,7029,7029,6965,8044,9759,10831,12407,12423,8160,9999,11383,12847,13087
1156,7056,7056,7072,8036,9855,10855,12527,12543,8164,10055,11119,12463,12927
1157,6515,6515,6702,8188,9863,10759,12743,12751,8488,10351,11143,12727,13039
1158,8058,8058,7532,8368,9831,10663,12695,12991,8068,10119,11431,13015,13151
1159,7336,7336,7030,8304,9791,10751,12791,13023,8240,10151,11087,13447,13759
1160,5551,5551,6145,8440,9831,10671,12607,12727,8680,10255,11247,13239,13391
1161,7055,7055,7038,8504,9975,10807,12815,12831,8560,10263,10967,13287,13311
1162,6656,6656,6531,8512,10215,11143,12911,13199,8064,10391,11623,13263,13719
1163,6775,6775,6659,8320,10271,11167,13055,13343,8296,10439,11863,13183,13503
1164,6329,6329,6561,8408,10183,11183,12855,13127,8512,10639,11503,13343,13639
1165,7121,7121,6791,8808,10319,11127,12999,13311,8920,10895,11695,12983,13287
1166,7367,7367,7462,8488,10311,11503,13023,13239,8360,10647,11887,13031,13231
1167,7150,7150,7223,8576,10231,11479,13119,13143,8432,10671,12191,13615,13871
1168,7364,7364,7334,8624,10175,11039,13167,13183,8520,10431,11383,13711,13743
1169,6902,6902,6863,8312,10207,11311,12951,13151,8304,10511,11719,13375,13631
1170,6839,6839,7006,8296,10295,11359,13087,13367,8180,10735,11591,13535,13799
1171,7684,7684,7707,8112,10095,10951,13047,13071,8512,10519,11031,13399,13527
1172,7577,7577,7322,8208,9967,10895,12863,13039,8016,10399,11279,13199,13383
1173,6636,6636,7084,7856,9999,11039,13135,13383,8200,10479,11431,13103,13359
1174,7341,7341,7108,8132,9991,10999,12879,13143,8164,10367,11271,12799,13207
1175,7451,7451,7553,8020,9639,10863,12423,12719,8456,10095,10951,12511,12687
1176,7322,7322,7228,7992,9583,10559,12351,12615,7752,9895,10543,12751,12983
1177,7369,7369,6997,8132,9663,10583,12551,12575,8096,10047,10967,13247,13439
1178,6745,6745,7152,8180,9671,10775,12471,12759,8304,10055,10783,13199,13407
1179,7271,7271,7586,8000,9535,10271,12247,12551,8248,9871,10935,12855,13111
1180,7301,7301,7078,8192,9599,10487,12311,12487,8256,10111,10783,12839,13023
1181,7446,7446,7310,7892,9479,10487,12295,12583,7724,10055,10671,12607,12895
1182,7578,7578,7563,7944,9439,10799,12247,12519,8008,10143,11551,12615,12927
1183,7376,7376,7414,7684,9471,10847,12215,12535,7512,9639,10959,12511,12807
1184,7152,7152,7191,7816,9519,10815,12223,12519,8232,10095,11471,12175,12431
1185,7181,7181,7205,7968,9519,10719,12239,12559,7860,9775,10855,12927,12975
1186,7185,7185,7126,7688,9583,11023,12335,12575,7864,9959,11575,13055,13423
1187,6873,6873,7083,7704,9615,10895,12519,12535,8032,9807,10983,12919,13263
1188,7455,7455,7319,7708,9735,10847,12607,12631,7532,9855,10871,12655,12951
1189,7114,7114,7199,7788,9543,10607,12327,12359,8288,9879,11039,12671,12927
1190,7455,7455,7209,8032,9519,10895,12447,12719,8280,9855,10703,12583,12623
1191,7503,7503,7632,8060,9591,10751,12399,12407,8304,10159,11255,12455,12671
1192,7421,7421,7158,7964,9663,11231,12391,12407,8064,10127,11863,12839,13079
1193,7081,7081,7646,8004,9583,10703,12359,12383,8124,10007,11079,12919,13143
1194,7473,7473,7142,7780,9543,10983,12295,12559,7896,10223,11839,12799,13191
1195,6507,6507,6688,8008,9623,10671,12335,12583,8064,10191,11383,12871,13135
1196,7262,7262,6947,8064,9807,10935,12631,12639,8296,10351,11159,12543,12791
1197,6663,6663,6895,8168,9775,10935,12407,12687,8232,9943,11087,12567,12911
1198,7490,7490,7238,8280,9567,10959,12319,12623,8360,9895,11399,12367,12623
1199,7083,7083,6740,8512,9759,11023,12367,12479,7956,10311,11255,12959,13023
1200,7320,7320,7753,8176,9767,10751,12359,12639,8124,10111,10783,12935,13263
1201,7390,7390,7629,8288,9775,10647,12719,12975,8100,10271,11239,13191,13455
1202,7544,7544,7384,8208,9559,10831,12583,12855,8156,10215,10927,13047,13247
1203,7508,7508,7261,7936,9807,10647,12455,12751,8164,10255,11095,12655,13287
1204,7627,7627,7772,7888,9775,10839,12543,12639,7912,10287,10951,12519,12703
1205,7426,7426,7622,7600,9527,10519,12511,12535,7700,9999,10951,12903,13159
1206,7502,7502,7564,7844,9511,10767,12447,12703,7948,9823,11255,12983,13383
1207,7037,7037,6759,7832,9495,11039,12575,12815,7788,9735,10951,13127,13487
1208,6820,6820,6875,7956,9551,10679,12199,12735,7940,10007,11183,13015,13343
1209,7372,7372,6985,7812,9631,10943,12383,12463,8168,9975,10943,12591,12887
1210,7202,7202,7399,8152,9559,10335,12303,12343,8056,10079,10807,12639,12863
1211,8117,8117,8108,7892,9527,10567,12079,12351,7944,9815,11175,12279,12551
1212,7289,7289,7549,7776,9535,10335,12127,12375,7920,9863,10799,12239,12527
1213,6830,6830,6762,7780,9511,10719,12135,12303,8164,9887,11335,13055,13143
1214,7406,7406,7431,8140,9639,10751,12423,12439,8076,10087,11087,12775,13367
1215,6843,6843,6835,8080,9783,10767,12407,12447,8288,10143,11271,12751,13191
1216,6477,6477,6640,7844,9647,10663,12255,12535,8180,10207,10927,12543,12807
1217,7199,7199,7230,8076,9807,10975,12359,12631,8004,9927,11255,12631,12879
1218,7247,7247,6827,7872,9567,11167,12663,12711,7924,9839,11031,12855,12887
1219,6928,6928,6451,7908,9663,10863,12535,12791,8164,10079,11519,13479,13687
1220,7465,7465,7851,8148,9727,11191,12551,12751,8296,10127,11239,13199,13559
1221,5259,5259,5597,8360,9927,11135,12463,12759,8784,10191,11279,12991,13175
1222,6494,6494,6594,8480,10143,11079,12783,13071,8200,10591,11967,13263,13551
1223,7029,7029,6987,8832,10391,11639,13135,13143,8656,10935,12063,13239,13447
1224,7289,7289,7581,8864,10151,11119,13167,13175,8864,10727,11783,13007,13303
1225,6979,6979,6472,8472,10231,11615,13199,13215,8968,10527,11671,13871,14087
1226,7250,7250,7567,8672,10295,11415,13159,13183,8528,10719,11263,13767,13823
1227,7111,7111,7401,8584,10095,11319,13111,13215,8536,10463,11423,13567,13631
1228,7395,7395,6869,8632,10263,11007,12935,13175,8664,10543,11127,13639,13759
1229,6945,6945,7125,8224,10015,11215,12815,13079,8792,10199,11391,13375,13791
1230,6846,6846,6557,8132,10031,11063,13087,13103,8092,10575,11863,13495,13695
1231,7392,7392,7417,8216,10111,11231,12775,13047,8164,10287,11511,13271,13335
1232,6913,6913,6952,8132,9959,11375,12783,13031,8164,10399,11359,13151,13215
1233,7237,7237,7533,7996,9623,11135,12823,12983,8272,10111,11511,12951,13287
1234,7991,7991,8068,8116,9711,11007,12735,13135,8384,10039,11143,12815,12863
1235,7023,7023,6940,7984,9559,10959,12407,12663,8176,10015,11391,12567,12847
1236,7478,7478,7234,7912,9759,10935,12423,12671,7788,9983,11311,12983,13063
1237,6920,6920,6996,8096,9671,10591,12583,12687,8160,10079,10927,13295,13351
1238,6663,6663,6517,8152,9727,10911,12647,12935,8164,9991,11279,13247,13519
1239,6736,6736,6823,8256,10023,10951,12423,12735,8360,10543,11471,13071,13423
1240,6603,6603,6635,8336,9871,10751,12711,13015,8160,10095,10991,13351,13583
1241,6000,6000,6173,8440,10207,11071,12535,12807,8164,10447,11607,13151,13471
1242,7433,7433,7090,8488,10335,11007,12591,12839,8424,10615,11287,12975,13399
1243,6287,6287,6645,8920,10159,11007,12623,12815,8888,10439,11415,12895,13167
1244,6908,6908,6731,9056,10567,11143,12935,12959,9168,10687,11351,12871,13199
1245,6645,6645,6820,9120,10591,11151,12839,12847,9320,11095,11783,13023,13047
1246,7170,7170,6858,8912,10551,11447,12623,12871,9248,10759,11415,13351,13591
1247,6757,6757,6818,9392,10599,10943,12615,12887,8968,11039,11535,13199,13463
1248,7301,7301,7187,8856,10239,11047,12775,13023,9184,10839,11487,13127,13447
1249,7099,7099,7405,8856,10575,11327,12847,13047,8784,10831,11975,13087,13239
1250,7152,7152,6936,8696,10471,11383,12719,13079,8872,10711,11559,12727,12999
1251,7415,7415,7378,8696,10335,11175,12895,12959,8984,10575,11815,12551,12783
1252,7033,7033,7193,8536,9991,11079,12863,12879,8776,10575,11407,12935,12975
1253,7311,7311,6819,8584,10143,10991,12855,13159,8664,10295,11151,13519,13743
1254,7344,7344,8031,8200,9847,10951,12383,12415,8208,10223,11447,12391,12575
1255,7233,7233,6781,8440,9935,10919,12327,12599,8172,10287,11567,12967,13015
1256,7583,7583,7915,8124,9695,10903,12263,12559,8296,10207,11183,13103,13247
1257,7329,7329,7273,8216,9527,10535,12439,12527,8004,9847,11399,12943,13119
1258,6800,6800,6911,8192,9743,10823,12487,12735,8164,9951,11279,12823,13223
1259,7558,7558,7161,8016,9671,10743,12167,12407,8164,10055,10775,12831,12935
1260,7180,7180,7654,8248,9687,10583,12079,12327,8520,10087,10919,12503,12767
1261,7487,7487,7519,8104,9575,10543,12327,12559,8256,10007,10695,12351,12607
1262,7935,7935,7460,8016,9567,10575,12391,12615,8008,9919,10847,12951,13111
1263,7272,7272,7410,7992,9575,10591,12327,12503,8056,10167,11287,12087,13247
1264,7271,7271,7385,7900,9503,10263,11999,12223,8120,10119,10735,12679,12951
1265,7548,7548,7319,7924,9631,10607,12031,12255,7856,9999,11319,12575,12831
1266,7314,7314,7365,7960,9511,10287,11935,12271,8096,9967,10727,12311,12623
1267,7361,7361,7099,7924,9535,10575,12127,12391,8304,9919,10847,12231,12703
1268,6523,6523,7215,7940,9575,10143,12399,12647,7720,10111,10687,12375,12615
1269,7751,7751,7744,7800,9575,10607,12375,12415,7808,9887,11119,12927,13095
1270,7631,7631,7341,7840,9487,10607,12375,12647,8184,9711,10943,13143,13343
1271,7032,7032,6749,8156,9463,10567,12335,12647,8640,9887,11127,12735,13359
1272,6356,6356,6854,8200,9575,10759,12399,12615,8216,9927,11407,12831,13167
1273,7536,7536,7572,8160,9831,10743,12671,12703,8416,10215,11167,12695,12783
1274,7243,7243,7262,8352,9695,10759,12183,12375,8408,10199,11407,12487,12591
1275,7284,7284,6902,8160,9751,10727,12255,12535,8248,10095,10975,12031,12383
1276,7103,7103,6977,8336,9831,10719,12247,12511,8648,10063,11319,12855,13119
1277,7126,7126,7235,8496,9687,10407,12159,12447,8768,10175,10751,12983,13351
1278,6860,6860,7009,8344,10151,10759,12455,12471,8320,10351,11151,12839,13199
1279,7256,7256,7457,8696,9911,10439,12407,12655,8504,10143,10991,12695,13135
1280,6971,6971,6081,8440,10287,10743,12479,12663,8632,10319,10967,12687,12935
1281,6869,6869,7441,8624,10119,10775,12095,12295,8576,10503,11167,12511,12759
1282,5537,5537,5376,8800,10231,10959,12727,12743,8920,10607,11143,12647,12671
1283,6667,6667,7166,8992,10327,10655,12711,12727,9160,10415,11247,12871,13039
1284,7667,7667,7413,9160,10255,10871,12431,12687,9032,10399,11271,13231,13631
1285,7658,7658,7512,9064,10343,11055,12711,12951,9064,10647,11647,13303,13607
1286,7224,7224,7458,8784,10287,10871,12335,12591,8568,10495,11215,12895,13135
1287,7077,7077,6827,8944,10255,10935,12399,12631,8920,10575,11559,13111,13423
1288,6940,6940,6802,8960,10343,10855,12399,12687,9040,10479,11095,12703,12975
1289,7019,7019,7191,8712,10111,10879,12671,12695,8608,10471,11399,12583,13191
1290,6556,6556,6772,8720,9975,10967,12615,12879,8120,10071,11863,12543,12855
1291,7277,7277,7326,8216,10111,11207,12631,12887,8360,10335,11567,12951,13047
1292,7303,7303,7282,8232,9623,11263,12647,12887,8264,10319,11975,13399,13751
1293,7197,7197,6970,8280,9839,10927,12775,12791,8272,9935,11039,13367,13407
