TimeElapsed (s),MessageSentCount,MessageSentThroughput (KB/s),MessageReceivedCount,PublishLatencyMinValue (ms),PublishLatencyValueAtPercentile50 (ms),PublishLatencyValueAtPercentile75 (ms),PublishLatencyValueAtPercentile95 (ms),PublishLatencyValueAtPercentile99 (ms),EndToEndLatencyMinValue (ms),EndToEndLatencyValueAtPercentile50 (ms),EndToEndLatencyValueAtPercentile75 (ms),EndToEndLatencyValueAtPercentile95 (ms),EndToEndLatencyValueAtPercentile99 (ms),masternode
95,11026,11026,10284,10096,12959,14599,16215,16687,10624,12911,14791,17119,17247,node2
96,8194,8194,9227,10160,13007,14631,16319,17119,9904,13191,14887,16751,17647,node2
97,9015,9015,8699,10304,13183,14807,16447,16799,10232,12967,15439,16671,17343,node2
98,9231,9231,9225,10688,12879,14463,16831,16863,10680,12975,15079,16079,16223,node2
99,9521,9521,9527,10768,13271,14951,16543,16975,10920,13391,15351,16895,17407,node2
100,10043,10043,9680,10824,13287,14983,16527,16943,10632,13663,15551,17055,17727,node2
101,9590,9590,9554,10936,13375,15383,16607,16975,10784,13823,15079,16231,16991,node2
102,9840,9840,9740,10464,13335,14951,16943,16991,10624,13303,15391,16991,17247,node2
103,9864,9864,10308,10784,13351,15367,16815,17375,10760,13455,15287,17183,17423,node2
104,10220,10220,9852,10792,12879,14551,16575,16959,10672,13623,14815,16215,17023,node2
105,9988,9988,10114,10408,13631,14935,16511,16703,10456,13623,15127,17039,17487,node2
106,9103,9103,9678,10336,13695,15311,17039,17119,10256,13367,15775,17471,17743,node2
107,9785,9785,9446,10496,13367,15319,17391,17615,10528,13487,15831,17807,18143,node2
108,8320,8320,8687,10856,13407,15479,16655,16671,10104,13775,16055,17039,17151,node2
109,9882,9882,9955,10320,13431,15087,17183,17647,10224,13623,15303,17423,17951,node2
110,10238,10238,9518,10704,13359,15191,17087,17231,10520,13407,15719,17279,17631,node2
111,9794,9794,10342,10304,12871,15111,17519,17567,10856,12831,15303,17775,18191,node2
112,8995,8995,9041,10016,12895,15031,17263,17967,9656,13135,15407,17439,17695,node2
113,10613,10613,10192,10000,13239,15023,17615,17631,9784,13815,15927,17823,18095,node2
114,9125,9125,8930,10120,13263,15335,17135,17551,9912,13455,15279,17343,17663,node2
115,9053,9053,9638,10576,13423,14975,17119,17151,10224,13431,15383,17407,17599,node2
116,10605,10605,9837,10144,13015,14975,17183,17535,10008,13727,15375,17695,18079,node2
117,10215,10215,11254,10088,13399,15303,17007,17551,10144,13407,15639,17279,17791,node2
118,10361,10361,9664,10264,12991,15231,17151,17391,9960,13527,15263,17423,17775,node2
119,9502,9502,9858,9856,13047,14943,17103,17503,9592,13503,15103,17423,17855,node2
120,10110,10110,9858,9848,13111,15343,17039,17375,9968,13759,15655,17727,17823,node2
121,8511,8511,8407,10432,12359,14679,16119,17711,9960,13119,15079,16135,17871,node2
122,9349,9349,9551,10032,13191,15487,17247,17391,10280,13591,15751,17103,18159,node2
123,9927,9927,9915,10040,13407,15063,17391,17743,10136,13439,15039,17311,17599,node2
124,9723,9723,9603,10000,13447,15087,17279,17311,9928,13735,15039,17791,18207,node2
125,9677,9677,10105,9752,13207,15503,16911,17727,10328,13815,15423,16863,18495,node2
126,10278,10278,9799,10032,13423,15063,16847,17263,10008,13735,15495,17343,17679,node2
127,9526,9526,9702,10392,13791,14991,17167,17615,10616,13791,15615,17967,18127,node2
128,10287,10287,9908,10448,13383,15375,16879,16911,10048,13927,15871,16943,17775,node2
129,10410,10410,10404,9984,13255,15351,17039,17119,9816,13471,15471,17007,17599,node2
130,10099,10099,10456,10376,13263,14815,16687,17055,10416,13631,15327,17215,17663,node2
131,9895,9895,9730,10024,13679,15183,17055,17087,10224,13975,15343,17103,17519,node2
132,10577,10577,10630,10208,13743,15255,17007,17327,10640,13903,15743,16863,17375,node2
133,9547,9547,9490,10120,13359,14847,16895,17423,9904,13727,15263,17183,17519,node2
134,8981,8981,10133,10544,13167,14591,17071,17455,10552,13511,15015,17375,17903,node2
135,10424,10424,9425,10640,13199,16319,17375,17759,9992,13231,15847,17295,17823,node2
136,10809,10809,10984,9992,12959,14719,17103,17647,10080,13375,15191,17487,17919,node2
137,9826,9826,9767,10104,12935,15119,17103,17423,10256,13023,15143,17119,17759,node2
138,9740,9740,9578,10472,12871,14935,16463,17503,10680,13055,15071,16991,17759,node2
139,10250,10250,10497,10472,13143,14599,16703,16991,10288,13487,14847,16911,17263,node2
140,9113,9113,9001,10352,13303,14567,16607,17119,10144,13431,15199,17039,17487,node2
141,10690,10690,10881,10400,12999,14975,17023,17135,10672,13255,15655,16895,17663,node2
142,10969,10969,10673,10376,13071,14023,16639,16863,10000,13439,14495,16831,17247,node2
143,10262,10262,10097,9896,13079,14775,16559,17023,10176,13335,14967,16895,17391,node2
144,10117,10117,10381,10288,13071,14039,16399,16943,9984,13719,14167,17055,17327,node2
145,10152,10152,10116,10200,12999,14415,16767,17167,10360,13295,14551,17167,17775,node2
146,10624,10624,10552,10264,12967,14575,16623,16815,9976,13007,14775,17183,17423,node2
147,9610,9610,9608,10248,12807,14399,16527,17007,10176,12839,14959,16479,16591,node2
148,10614,10614,10641,10648,13143,14655,16927,16943,9952,13695,14303,16263,16815,node2
149,9366,9366,9565,9864,13223,14767,16287,16319,10328,13007,14703,16943,17135,node2
150,10607,10607,10178,10240,12895,14303,16687,16927,9992,13031,14823,16607,17455,node2
151,9266,9266,9803,10312,12991,14695,16639,16895,10592,13039,14767,16703,16927,node2
152,10979,10979,10474,10400,12863,14399,16719,16863,10712,13079,14703,17039,17327,node2
153,9564,9564,9697,10736,12823,14655,16831,17087,10560,13215,14871,16847,17583,node2
154,10637,10637,11186,10352,12815,14279,16359,17199,10336,13063,14303,16527,16735,node2
155,10182,10182,9731,9968,12727,13975,16399,16799,9736,12959,14111,16959,17103,node2
156,9989,9989,9517,10408,12767,14407,16399,16831,10432,13135,14735,17263,17679,node2
157,9611,9611,10291,9896,12783,14871,16831,17231,9848,12959,15335,16783,18111,node2
158,9484,9484,9357,10536,12767,14895,16847,16911,10904,12855,15055,17007,17023,node2
159,10389,10389,10257,10544,12919,14967,16911,17327,10360,13239,15303,16959,17407,node2
160,8843,8843,9350,10968,13375,14631,16655,17007,10816,13295,15463,17231,17663,node2
161,10504,10504,9871,10992,13031,15031,16991,17039,11024,13103,15839,16943,17695,node2
162,9324,9324,9656,11008,13439,15127,17071,17455,11096,13495,15415,17343,17631,node2
163,9696,9696,9218,11048,13431,15087,17023,17423,11040,13647,15543,17487,17871,node2
164,10004,10004,10293,11456,13079,15095,17087,17103,11264,13815,15975,17327,17503,node2
165,9871,9871,9710,10744,13095,15111,17471,17519,11056,13575,15175,17663,18111,node2
166,10386,10386,10721,11072,13519,15063,17103,17487,11256,14015,15383,17599,17903,node2
167,9498,9498,9388,11464,13159,15495,17423,17487,11072,13215,15231,17999,18303,node2
168,11270,11270,11205,10616,13487,15047,17055,17103,10256,14223,15671,17087,17471,node2
169,8179,8179,8482,10768,13663,15279,16479,17631,10696,13863,15199,17311,17823,node2
170,9585,9585,9065,11088,13575,15679,17263,17631,11048,13783,15607,17695,18111,node2
171,10543,10543,10820,10992,13519,15591,17247,17631,11208,13863,16015,17887,18271,node2
172,10486,10486,9823,11008,13863,15007,16751,16799,11368,13687,15183,17343,17711,node2
173,9195,9195,10023,10944,13479,15039,17167,17215,11128,13983,15439,17391,17791,node2
174,10354,10354,10126,11328,13071,15079,17167,17183,10992,13015,15799,16975,17855,node2
175,9388,9388,9383,10960,13471,15047,17167,17215,11256,13551,15143,17327,17599,node2
176,9601,9601,9510,11384,13463,14719,17583,17983,11056,13791,15359,16559,18015,node2
177,9563,9563,9789,11488,13871,15519,16799,17183,11768,13231,15199,17103,17183,node2
178,9505,9505,9410,11104,13503,15039,17215,17599,10752,13615,15383,17455,17647,node2
179,9994,9994,9823,11168,13903,15047,17599,17999,11000,13727,15271,17455,17935,node2
180,9844,9844,9601,11560,13591,16783,17215,17279,10824,14039,16063,18127,18207,node2
181,7879,7879,8399,11032,13607,15471,17215,17711,10696,13999,15551,17567,18271,node2
182,9312,9312,9428,11704,13879,15335,17887,17919,11560,14831,15639,18191,18495,node2
183,9852,9852,9555,11376,13767,15815,17535,17567,11840,14183,15815,18031,18447,node2
184,9850,9850,9960,11408,14143,15311,17551,17919,11784,14327,15399,17423,18031,node2
185,10052,10052,9769,11352,13799,15375,17951,17967,11488,14375,15607,18031,18255,node2
186,10479,10479,10561,11680,13791,15727,17807,17919,11560,14063,15663,18383,18607,node2
187,9407,9407,9544,11736,14215,15015,18303,18319,11888,14079,15815,17135,18831,node2
188,9905,9905,9850,11744,13799,15807,17791,18239,11416,13799,16247,17807,18143,node2
189,8957,8957,9048,11312,14175,15359,17471,17487,11416,14255,15847,18079,18431,node2
190,10368,10368,10149,11528,14215,15743,17887,18239,11720,14095,16103,17247,18799,node2
191,9512,9512,9748,11720,13831,15783,17887,17935,11416,13815,15903,17823,18175,node2
192,9907,9907,9822,11264,13823,15479,17535,17583,11280,13879,15679,18431,18623,node2
193,9454,9454,9607,11520,13431,15463,17999,18015,11680,14023,16071,17039,18767,node2
194,10428,10428,10131,11008,13831,15751,17871,18319,10984,14383,15607,17663,17983,node2
195,10129,10129,10507,11000,13535,15799,17855,17887,10800,13911,15935,18159,18335,node2
196,9600,9600,9122,11056,13479,15647,17007,17055,11064,14175,15919,17231,17423,node2
197,10075,10075,10165,10736,13511,15079,17519,17887,10872,14015,15351,17567,17919,node2
198,9527,9527,9806,10632,13455,14999,17647,17775,10448,13519,15239,18111,18383,node2
199,10969,10969,10844,10648,13439,14983,17071,18127,10232,13911,14823,17311,17343,node2
200,9642,9642,9733,10560,13399,15023,17423,17839,10600,13695,15287,17407,17679,node2
201,10385,10385,10377,10976,13079,15111,17151,17519,11272,13471,15479,17711,17855,node2
202,9004,9004,9378,11352,13943,15527,17135,17135,11792,13895,14871,17983,17999,node2
203,10326,10326,9514,10600,13455,15127,17551,17967,10536,13455,15231,17631,18479,node2
204,9574,9574,10137,10936,13039,15127,17583,17999,11056,13367,15247,17711,18191,node2
205,9292,9292,9256,11384,13463,15511,17167,17199,11008,14071,15735,17967,17983,node2
206,10187,10187,10200,10632,13759,15127,17583,17983,10824,13935,15871,17519,18639,node2
207,9421,9421,9270,10848,13351,14751,17583,17935,10664,13495,15399,18031,18383,node2
208,11200,11200,11261,11272,13703,15431,17087,17455,11096,13855,15391,18015,18223,node2
209,9933,9933,9833,10864,13375,15359,17775,17871,11000,13599,15727,17471,17663,node2
210,10067,10067,10233,10528,13327,15351,17423,17807,10176,13623,15031,17823,18031,node2
211,10653,10653,10117,10488,13279,14511,17327,17343,10672,14015,15135,17935,18287,node2
212,9441,9441,9660,10504,13607,14887,17423,17791,10800,13447,15535,17343,17583,node2
213,8987,8987,9488,11288,13439,14999,17391,17823,10472,13639,15879,17551,17775,node2
214,10818,10818,10458,10496,13367,15767,17359,17407,10840,14023,15151,18127,18239,node2
215,9104,9104,9272,10544,13799,15495,17807,17823,10288,13767,15551,17087,18543,node2
216,9935,9935,9548,10544,13479,15167,17487,17855,10440,13719,15759,17647,17823,node2
217,9183,9183,9443,10192,13479,15127,17311,17663,10272,14055,15407,17023,18127,node2
218,9426,9426,9492,10640,13903,15527,16799,17631,10680,14119,15703,17151,17343,node2
219,10816,10816,10540,11032,13447,15471,17199,17583,11368,13639,16007,17551,17727,node2
220,9467,9467,9557,11024,13423,15039,17535,17855,11040,13743,15527,17871,18127,node2
221,10746,10746,10990,11016,13399,15415,17055,17439,10800,14247,15663,17183,17439,node2
222,9638,9638,9408,11064,13815,15351,17423,17807,11392,13687,15855,17423,17695,node2
223,10786,10786,10866,10960,13399,15391,17343,17727,10544,13647,15415,17631,17903,node2
224,9969,9969,9458,10880,13063,15047,16943,17343,10912,13799,15167,17103,17231,node2
225,9647,9647,9957,10912,13439,15487,17503,17807,10600,13519,15471,17439,17711,node2
226,9197,9197,9270,10904,13511,15255,17567,17999,10920,13911,15975,17775,18127,node2
227,9363,9363,9406,10784,13551,15215,17247,17599,10648,13615,15599,17631,17999,node2
228,9544,9544,9449,10808,13575,15687,17663,17695,10784,13903,16023,18095,18255,node2
229,9810,9810,9943,10776,13479,15607,17375,17743,10472,13799,15815,17727,18367,node2
230,8210,8210,8315,10904,13559,15351,17823,18223,10768,13463,16175,17759,18223,node2
231,10868,10868,10842,10600,13583,15703,17743,18111,10976,13815,15399,17887,18207,node2
232,9991,9991,9811,10584,13935,15207,17759,18143,10192,13999,15631,17727,18463,node2
233,9932,9932,10149,10920,13575,15199,17647,17679,10776,13863,15503,17679,17855,node2
234,8992,8992,8932,10720,14015,15575,16879,18047,10848,14247,15879,17151,18063,node2
235,9701,9701,9749,10320,13791,15663,17599,17663,10712,14423,15927,17615,18271,node2
236,9577,9577,9725,11120,14079,15743,17343,18015,11320,14287,15815,17663,17983,node2
237,9913,9913,9307,11144,14175,15791,17727,17775,11152,14567,15751,18255,18447,node2
238,9525,9525,9936,11176,14247,17087,18175,18591,11736,14287,16119,18015,18863,node2
239,9433,9433,9253,11184,14231,15487,17871,18223,11272,14335,16127,17839,18351,node2
240,10703,10703,10447,11176,14135,15831,17855,18255,11448,14423,15959,18079,18527,node2
241,9248,9248,9559,10896,14207,15407,17663,18271,10864,14695,16207,18287,18639,node2
242,7917,7917,8035,12056,13847,16447,18095,18111,11888,14127,15095,19103,19119,node2
243,10293,10293,10159,11328,14239,15903,18047,18527,11504,14327,15831,17967,18703,node2
244,9567,9567,9758,11384,14167,15375,17615,17647,11584,14447,15463,18319,18607,node2
245,10149,10149,9676,11344,14135,15751,18399,18447,11720,14791,15663,18735,18959,node2
246,9460,9460,10235,11288,14087,15783,17983,18383,10984,14335,15695,18207,18623,node2
247,10059,10059,9557,11656,14127,15799,17839,18351,11688,14191,16207,18335,18431,node2
248,10019,10019,10123,11672,13799,15751,17839,18239,11760,14295,15511,17743,18975,node2
249,9748,9748,9773,11664,14127,15391,17855,18287,11424,14087,15343,17791,18111,node2
250,9672,9672,9843,11264,13327,16895,17471,17503,11792,13935,17871,17983,17999,node2
251,9270,9270,9210,11264,13783,15863,17903,18031,11528,14159,16015,18047,18671,node2
252,10500,10500,9936,11648,13719,15415,17919,18351,11344,14095,15951,17983,18287,node2
253,9623,9623,10147,11416,13711,15399,17535,17887,11136,14255,16047,18319,18575,node2
254,11008,11008,10457,11368,13687,15223,17871,18223,11440,13967,15823,17503,18655,node2
255,9319,9319,9863,11752,13543,16055,17791,17807,11720,13903,16911,17919,18143,node2
256,9163,9163,9457,11336,13511,15743,17871,18223,11136,13927,16175,18191,18559,node2
257,10010,10010,9882,11392,13535,15647,17503,18207,11632,14127,16039,18127,18671,node2
258,8807,8807,8918,11824,13983,16047,17919,17951,11848,14823,16879,18879,18959,node2
259,9094,9094,9095,11184,14047,15727,17935,18367,11144,14183,15807,18159,18511,node2
260,9601,9601,8943,11616,14087,15367,18287,18703,11704,14399,16223,17503,18943,node2
261,9355,9355,10068,12032,14151,14999,17471,17471,11912,14719,15871,17919,17967,node2
262,11034,11034,9864,11160,14103,15719,17839,18223,11288,14375,15671,18271,18639,node2
263,9177,9177,10321,11776,13735,15383,17807,18191,11856,14223,16055,18207,18639,node2
264,9332,9332,9117,11624,14103,16143,18191,18223,11728,14711,15983,17935,19007,node2
265,10200,10200,10263,11680,14119,15783,17887,18319,11392,14503,15631,18303,18815,node2
266,8839,8839,9276,11808,14207,15407,17599,18303,11840,14239,16367,17711,18863,node2
267,9659,9659,9086,12184,14615,15455,17967,17983,12088,14215,16183,18127,18303,node2
268,10400,10400,10441,11712,14223,15839,17823,18367,11880,14743,16559,18287,18479,node2
269,10931,10931,10356,11640,14175,15751,17807,18175,11288,14783,16103,18335,18655,node2
270,9665,9665,10078,11552,14111,15367,18175,18191,11216,14191,15999,18719,18879,node2
271,10706,10706,10872,11464,14031,15335,17695,18527,11432,14327,15407,18031,18399,node2
272,10128,10128,10041,11232,13831,15575,17663,18415,10976,14071,15663,18015,18735,node2
273,10512,10512,10396,11248,13711,15855,17615,18015,10928,13743,16079,17583,17759,node2
274,9302,9302,9639,11336,13687,16255,18015,18031,11752,14047,14975,17919,17967,node2
275,10324,10324,10273,11248,13663,15039,17471,17887,11368,13919,15415,17839,18271,node2
276,9599,9599,9513,11216,13759,15095,17455,17871,11624,14119,15583,17663,17823,node2
277,9590,9590,9280,11248,13783,15055,17471,17487,11784,13855,15175,18079,18255,node2
278,9370,9370,9873,11256,13783,15463,17471,17855,11184,14055,15495,17519,18255,node2
279,9603,9603,9279,11632,13351,15471,17487,17919,11744,14159,15999,17599,17871,node2
280,10334,10334,10415,11336,13703,15007,17519,17887,11824,13895,15039,17983,18127,node2
281,9173,9173,9094,11696,13735,15455,17919,17967,11432,13759,15631,17727,18431,node2
282,9235,9235,9136,11832,13807,15367,17103,17951,11824,14415,15791,17487,17711,node2
283,10326,10326,10524,11584,14167,15255,17535,17887,11760,14055,15071,17951,18143,node2
284,9504,9504,9657,11640,13567,15855,17855,17935,11336,14127,15479,17935,18063,node2
285,10675,10675,10454,11992,13831,15511,17487,17871,11768,14063,15751,17647,18351,node2
286,8884,8884,9368,12000,14063,15607,17887,17919,11880,14015,16047,17519,18095,node2
287,11268,11268,10328,12024,13615,15287,17887,18303,11608,13935,15383,18079,18415,node2
288,9802,9802,10398,11488,13623,15679,17551,17919,11144,14031,15767,18351,18495,node2
289,10771,10771,10814,11424,13607,15607,17295,17967,11376,13975,16063,17663,18767,node2
290,9442,9442,9301,11792,14375,15287,17695,17743,11920,14343,15391,18239,18303,node2
291,9903,9903,9481,11456,13551,16071,18159,18223,11272,13975,15847,18431,18607,node2
292,9655,9655,10161,11008,13703,15247,18095,18479,10832,13983,16031,17711,18943,node2
293,9965,9965,9667,11408,13727,15975,18127,18159,11496,13511,15543,18111,18303,node2
294,9266,9266,9709,11432,13567,15967,17295,18511,11752,13911,15967,17839,18015,node2
295,9290,9290,9028,11432,13551,15615,18175,18927,11184,13623,15975,18271,19087,node2
296,10302,10302,9806,11456,13927,15207,18047,18079,11864,14135,15463,18223,18527,node2
297,9177,9177,9835,11440,14207,15583,18063,18511,11232,14487,15719,18271,18559,node2
298,10530,10530,9827,11056,14311,15527,18431,18831,11416,14751,16103,17519,19023,node2
299,9837,9837,10437,11384,13871,15447,17583,17951,11680,14247,15983,17663,17951,node2
300,10899,10899,10634,11448,14247,15839,17887,18287,11416,14455,15727,18031,18591,node2
301,9149,9149,9484,11080,14231,15431,17087,18319,11784,14159,15751,17199,17279,node2
302,8744,8744,9012,11112,14487,15583,17951,18079,10624,14663,15879,17759,17903,node2
303,8241,8241,8293,12056,14183,15375,18175,18191,12104,14495,16287,18351,18479,node2
304,10386,10386,9955,12096,14567,16151,18559,18591,11784,14791,16703,18095,18767,node2
305,9549,9549,9666,11712,14551,15799,17823,18191,11824,14599,15919,18463,18959,node2
306,10301,10301,10229,12016,14591,17551,18175,18223,11800,14823,16287,18175,18287,node2
307,9438,9438,9640,11232,14543,15767,17903,18623,11800,14751,16431,18303,18543,node2
