TimeElapsed (s),MessageSentCount,MessageSentThroughput (KB/s),MessageReceivedCount,PublishLatencyMinValue (ms),PublishLatencyValueAtPercentile50 (ms),PublishLatencyValueAtPercentile75 (ms),PublishLatencyValueAtPercentile95 (ms),PublishLatencyValueAtPercentile99 (ms),EndToEndLatencyMinValue (ms),EndToEndLatencyValueAtPercentile50 (ms),EndToEndLatencyValueAtPercentile75 (ms),EndToEndLatencyValueAtPercentile95 (ms),EndToEndLatencyValueAtPercentile99 (ms)
754,6750,6750,6784,8864,10223,11887,12975,13279,9056,10583,12399,13455,13751
755,7361,7361,7237,8864,10319,11927,12719,12751,8944,10743,12799,13279,13367
756,6577,6577,6611,8872,10303,11823,12543,12711,9072,10831,12415,13055,13103
757,6922,6922,6901,8664,10591,12079,12815,12911,8976,11063,12311,13199,13343
758,7044,7044,6993,8976,10407,11815,12903,12927,9112,10703,12431,13071,13111
759,6778,6778,6881,8448,10695,11879,12615,12911,9024,11087,12303,12943,13215
760,6588,6588,6631,8704,10711,12207,12735,13015,9256,11391,12799,13559,13847
761,6868,6868,7042,8728,10463,11935,12799,13087,8720,11055,12191,13455,13751
762,7000,7000,7030,8704,10495,12239,12815,13039,9264,11207,12815,13311,13543
763,7330,7330,7064,8896,10359,12151,13031,13047,9016,10583,12639,13375,13447
764,6723,6723,6880,8752,10687,12199,12775,13031,8904,11375,12807,13271,13319
765,7178,7178,6960,8664,10111,12111,12663,12703,8776,10567,12463,12999,13223
766,7029,7029,7320,8664,10423,12119,12663,12719,8896,10919,12263,12839,13119
767,7227,7227,7066,8568,10311,12279,12591,12847,8696,10487,12575,12943,13207
768,6622,6622,6720,8640,10335,12359,12935,13191,8600,10655,12735,13543,13799
769,7265,7265,7087,8536,10319,12071,12983,13223,8760,10831,12703,13407,13679
770,7026,7026,7066,8576,10335,12311,12911,12943,8872,10671,12567,13231,13303
771,7196,7196,7216,8496,10247,12031,12863,13151,8744,11047,12663,13183,13391
772,7125,7125,7016,8816,10239,11983,12847,13095,9152,10671,12767,13567,13823
773,7143,7143,7134,8472,10455,12159,12791,13055,8968,10759,12591,13647,13887
774,6803,6803,6913,8736,10215,11919,12775,13031,9096,10623,12743,13535,13799
775,6853,6853,6820,8528,10215,11943,12791,13055,9008,10743,12311,13367,13655
776,7088,7088,7018,8848,10239,11983,12559,12839,9168,10647,12775,13255,13543
777,6889,6889,6947,8784,10239,11943,12559,12799,9000,10503,12399,13215,13399
778,6864,6864,7088,8808,10311,12231,12807,12823,9072,10671,12735,13143,13271
779,7667,7667,7780,8784,10503,12023,12551,13071,8896,10519,12423,13135,13327
780,7473,7473,7080,8488,10127,12079,12767,13031,8792,10535,12223,13711,13959
781,6719,6719,6732,8528,10111,12119,12703,12999,8680,10911,12759,13551,13839
782,6580,6580,6788,8832,10167,12151,12735,13015,9184,10495,12223,13447,13719
783,7081,7081,7058,8888,10215,12215,12799,13063,9256,10927,12655,13359,13623
784,6938,6938,7192,8584,10223,11975,12543,13055,8808,10583,12447,13071,13479
785,7677,7677,7282,8488,10399,12191,12719,12759,8648,11191,12583,13119,13279
786,6898,6898,6932,8488,10087,12175,12767,12991,8512,10727,12607,12991,13399
787,7336,7336,7248,8736,10367,11895,12447,12479,9184,10879,12271,12815,12855
788,6844,6844,6868,8760,10351,12135,12423,12719,9040,10735,12607,13015,13207
789,6731,6731,6863,8800,10183,12135,12679,12975,9200,10583,12775,13527,13775
790,6869,6869,7199,8584,10295,11903,12447,12719,8728,10799,12359,13375,13623
791,7320,7320,7110,8504,10559,12175,12647,12943,9184,10839,12807,13503,13759
792,7486,7486,7213,8440,10471,11959,12775,12919,8728,11007,12655,13375,13639
793,7107,7107,7119,8680,9855,11927,12751,13015,9112,10519,12415,13015,13447
794,6372,6372,6366,8520,10399,12183,12807,13039,9088,11039,12639,13223,13327
795,6964,6964,7075,8600,10303,12191,12767,13103,8912,10871,12543,13103,13263
796,6982,6982,7035,8608,10047,11951,12559,12799,9056,10743,12343,12735,12999
797,7395,7395,7191,8816,10271,12183,12479,12711,9176,10607,12255,13047,13087
798,6861,6861,7043,8520,10263,12223,12519,12783,9056,10711,12671,13359,13615
799,7133,7133,7160,8464,10183,12207,12567,12815,8584,10519,12415,13247,13487
800,7011,7011,6990,8792,10487,12247,12815,12831,8976,10703,12847,13295,13383
801,6995,6995,6974,8800,9983,12191,12767,12831,8840,10263,12671,13071,13423
802,7200,7200,7105,8592,10303,12175,12743,13047,8728,10967,12583,13135,13319
803,4800,4800,6039,8560,10535,12151,12935,12959,8952,10895,12839,13207,13503
804,8000,8000,7081,9040,10559,12447,12991,13031,9224,10847,12967,13735,13791
805,7755,7755,7376,8848,10311,12375,12935,13175,8944,11159,12863,13567,13839
806,6918,6918,6992,8872,10223,12359,12927,13207,9048,10727,12911,13415,13679
807,7230,7230,7112,8592,10287,12031,12927,12975,8912,10839,12511,13111,13287
808,6773,6773,6961,8864,10327,12231,12855,13095,9056,10983,12671,13215,13383
809,7205,7205,7315,8608,10327,12263,12767,12815,8888,10575,12503,13071,13463
810,7543,7543,7252,8640,10535,12255,12575,12847,8984,11199,12591,13167,13351
811,6895,6895,7068,8824,10215,12199,12767,12799,9120,10495,12679,13431,13463
812,7271,7271,7169,8264,10527,12223,12791,13055,8440,11175,12807,13287,13567
813,6810,6810,6932,8464,10103,11967,12783,12807,8768,10807,12439,12999,13175
814,7266,7266,7199,8712,9991,12247,12759,12791,8976,10391,12559,13103,13231
815,6965,6965,6993,8424,9887,11879,12767,13063,8768,10487,12223,13687,13951
816,6838,6838,6906,8464,10191,12047,12311,12535,8664,10415,12255,13119,13159
817,6998,6998,6808,8728,9935,11855,12439,12559,8808,10495,12623,13023,13423
818,6642,6642,6822,8480,10479,12167,12703,12783,8672,10935,12807,13207,13295
819,7386,7386,7285,8816,10207,11887,12727,13031,8832,10759,12647,13031,13415
820,7031,7031,6983,8800,10487,12183,12511,12775,9344,11215,12511,13135,13175
821,6792,6792,6835,8592,10279,12159,12703,12743,9112,10495,12671,13439,13703
822,7000,7000,7018,8848,10823,12255,12559,12791,9376,11399,12863,13351,13575
823,6961,6961,7137,8856,10327,12007,12799,12823,9064,10727,12679,13391,13455
824,7321,7321,7239,8872,10607,12239,12559,12863,8936,11279,12839,13463,13503
825,6796,6796,6933,8840,10255,11991,12599,12615,9048,10719,12415,13007,13207
826,7604,7604,7311,8496,10487,11991,12519,12871,8888,10847,12103,12799,13287
827,7042,7042,7045,8704,10495,12199,12527,12775,9000,11407,12359,12863,13143
828,6958,6958,7083,8528,10191,11991,12503,12519,9128,10583,12471,13015,13079
829,6993,6993,7068,8744,10447,12199,12519,12767,8944,10999,12623,13319,13607
830,6732,6732,6979,8776,10487,11975,12535,12799,8824,10735,12223,13239,13519
831,7534,7534,7392,8552,10239,12159,12439,12799,8904,10607,12503,12903,13375
832,7457,7457,7414,8384,10111,12103,12431,12703,8784,10743,12223,12719,13007
833,7140,7140,7035,8400,10079,12055,12367,12631,8616,10279,12431,12799,13015
834,6746,6746,6817,8664,10359,11815,12351,12663,8992,10735,12383,12967,13191
835,7214,7214,7156,8744,10167,12103,12423,12679,8872,10455,12479,13311,13567
836,7223,7223,7400,8704,10151,12087,12647,12663,8952,10903,12655,13199,13391
837,6961,6961,6816,8664,10375,12031,12671,12903,9088,10511,12423,13063,13415
838,7097,7097,7046,8672,10375,12055,12607,12879,8952,10927,12199,12903,13183
839,6903,6903,6995,8424,10151,11623,12679,12719,8832,10759,12423,12991,13087
840,6813,6813,6839,8456,10143,11879,12719,13007,8400,10887,12151,13583,13823
841,7151,7151,6972,8536,10431,11879,12431,12471,8584,10831,12503,13047,13095
842,6765,6765,6699,8848,10255,12119,12455,12735,9224,10743,12583,13383,13671
843,6707,6707,6833,8848,10631,12231,12535,12775,8944,11175,12855,13263,13575
844,6964,6964,6849,8864,10335,12263,12599,12767,9192,10631,12719,13367,13431
845,6918,6918,6920,8896,10863,12335,12687,12847,8984,11351,12807,13175,13303
846,6910,6910,7063,9032,10383,12367,12719,12967,9224,10655,12711,13375,13463
847,6966,6966,6807,8952,10655,12335,12903,12927,9392,11351,13103,13871,13911
848,7076,7076,7117,8984,10391,12335,12911,13183,9544,10567,12703,13735,14023
849,7273,7273,7343,8640,10919,12383,12895,12927,9192,11335,13103,13543,13591
850,7067,7067,6995,8880,10327,12071,12927,12959,9096,10743,12687,13391,13455
851,7227,7227,7314,8568,10567,12335,12895,12903,8920,11127,12495,13239,13279
852,6963,6963,6759,8536,10263,12303,12855,13151,9072,10711,12615,13175,13335
853,6701,6701,7016,8784,10575,12263,12895,13175,9216,11191,12735,13823,14111
854,7102,7102,7184,8832,10223,12319,12879,13167,8776,11423,12943,13679,13975
855,7270,7270,6925,8720,10495,12239,12839,13111,8912,10879,12727,13519,13791
856,7318,7318,7312,8712,10159,12247,12775,12799,9000,11407,12855,13207,13391
857,6955,6955,6969,8744,10191,11935,12463,12487,9136,10791,12487,13023,13063
858,6552,6552,6856,8776,10447,11943,12783,12807,8992,11431,12327,12975,13343
859,7593,7593,7300,8784,10431,12159,12711,13071,8864,10535,12503,13015,13231
860,6618,6618,6570,8792,10463,12055,12447,12727,9024,10983,12863,13343,13623
861,7001,7001,6980,8888,10287,12207,12639,12911,8896,10855,12711,13503,13751
862,6814,6814,6827,8848,10607,12303,12823,13119,9088,11047,12679,13415,13711
863,5614,5614,5720,9016,10327,12015,12663,12839,9112,10639,12503,12951,13271
864,5543,5543,6935,9296,11287,12999,13127,13511,9352,11575,12895,13359,13535
865,8277,8277,7270,9144,10607,12423,12927,13255,9376,10815,12983,13783,14015
866,7579,7579,7125,9072,10847,12423,12767,12831,9376,11327,12831,13559,13607
867,6863,6863,7030,9024,10751,12199,12735,12999,9120,11063,12639,13431,13695
868,6959,6959,6843,8856,11079,12455,12783,13031,9368,11223,12839,13287,13559
869,7277,7277,7219,9024,10503,12263,12791,13063,9072,11015,12719,13391,13623
870,6841,6841,6830,9064,10567,12239,13039,13071,9368,10919,12575,13143,13239
871,6923,6923,6957,9032,10487,12015,12743,13031,9104,10791,12407,13703,13751
872,7200,7200,7189,9016,10767,12495,12567,12847,9208,11615,12807,13279,13335
873,6998,6998,6912,8632,10447,12463,13055,13095,8808,10775,12911,13671,13743
874,6815,6815,7004,8744,10631,12495,13047,13095,8776,10359,12895,13575,13631
875,7140,7140,7194,8864,10111,12175,13015,13047,9152,10727,12711,13415,13455
876,7079,7079,6871,8824,10519,11767,12295,12711,8944,11303,12503,13111,13247
877,6762,6762,7067,8824,10279,12063,12599,12647,9064,10719,12447,12991,13215
878,7505,7505,7477,8840,10799,12215,12487,12743,9104,11143,12527,13055,13135
879,7279,7279,7223,8776,10215,12191,12503,12767,8968,10911,12863,13375,13615
880,7029,7029,6881,8992,10191,11887,12471,12751,9120,10519,12479,13359,13447
881,6855,6855,6940,8776,10471,12159,12743,12767,9000,11391,12855,13303,13351
882,7129,7129,7251,8760,10199,11895,12775,12983,9112,10775,12495,13031,13423
883,7264,7264,7117,8992,10471,12175,12743,12783,8944,11343,12271,12863,13119
884,7165,7165,7128,8712,10151,12111,12647,12687,8824,10759,12631,12999,13223
885,6980,6980,7032,8712,10639,12103,12663,12695,8968,11191,12799,13519,13559
886,7185,7185,7092,8680,10111,11823,12335,12671,9072,10687,12351,12975,13375
887,7020,7020,7019,8704,10415,12111,12647,12919,9184,10903,12495,13247,13543
888,7242,7242,7253,8728,10127,12119,12655,12895,9224,10735,12447,12943,13191
889,6553,6553,6998,9040,10439,11831,12431,12671,9168,10879,12071,12767,12991
890,7379,7379,6946,8736,10183,12079,12375,12591,8736,10967,12631,13175,13223
891,6919,6919,7089,8728,10455,11911,12671,12695,8880,10831,12487,13463,13535
892,7118,7118,7244,8752,10183,12183,12471,12735,8712,10975,12831,13223,13375
893,7637,7637,7293,8752,9863,12095,12663,12983,8832,10487,12399,12991,13415
894,7170,7170,7154,8704,10383,12055,12615,12639,8928,10879,12239,12831,12863
895,6968,6968,6956,8960,10135,11823,12639,12879,9056,10711,12383,12919,13167
896,6585,6585,6942,8736,10471,12095,12423,12687,8912,10831,12511,13071,13175
897,6993,6993,6950,8520,10175,12151,12455,12719,9064,10703,12607,13023,13223
898,7308,7308,7312,8728,10463,12159,12479,12711,8952,10903,12751,13287,13543
899,7018,7018,6933,8752,10183,12095,12423,12703,9008,10751,12295,13207,13375
900,7083,7083,6874,8720,10447,11895,12687,12703,8928,11151,12463,13095,13247
901,7123,7123,7064,8728,10199,11879,12751,12999,9032,10751,12391,12951,13223
902,6699,6699,6911,8824,10487,11935,12487,12751,8928,11311,12247,12855,13135
903,7020,7020,7135,8840,10239,12183,12751,12767,9008,10871,12431,12983,13183
904,7308,7308,7164,9080,10543,12095,12679,12719,9136,10863,12439,13039,13079
905,7281,7281,7190,8512,10519,12183,12687,12711,8464,10951,12903,13631,13655
906,6619,6619,6949,8528,10479,11959,12751,13063,8608,10839,12759,13479,13743
907,7374,7374,7147,8840,10239,12247,12807,13039,9224,10943,12879,13319,13599
908,6598,6598,6908,8856,10343,11991,12567,12839,8856,10767,12735,13215,13439
909,7579,7579,7422,8896,10303,11991,12543,12807,9224,10671,12551,13239,13375
910,7496,7496,7361,9008,10207,12143,12455,12695,9048,10535,12199,12751,12991
911,7184,7184,7223,8960,10119,12119,12415,12687,9192,10543,12263,12975,13047
912,7511,7511,7364,8912,10183,12079,12391,12671,8952,10735,12335,13135,13183
913,7283,7283,7396,8872,10231,11719,12279,12327,9120,10495,12407,12959,13215
914,7346,7346,7278,8568,10039,11735,12535,12559,8872,10303,12255,13055,13247
915,6965,6965,7337,8560,10279,11927,12495,12783,8720,10751,12543,12919,13143
916,7301,7301,6913,8520,10031,11703,12455,12727,8808,10463,12023,12727,12991
917,6872,6872,6938,8472,9975,11943,12503,12543,8664,10607,12327,13143,13215
918,7007,7007,6959,8544,10239,11663,12543,12591,8824,10247,11743,13439,13519
919,6844,6844,7126,8664,10239,11983,12287,12559,8680,10975,12511,13119,13223
920,7351,7351,7251,8672,10263,11895,12223,12815,9056,10719,12151,13023,13367
921,7299,7299,7247,8688,10327,11703,12207,12463,8864,10655,12495,13007,13303
922,7286,7286,7222,8664,10055,11671,12159,12455,8752,10719,12215,12647,13271
923,7204,7204,6997,8680,10295,11959,12271,12535,9272,11063,11951,12535,12767
924,5071,5071,5554,8904,10575,12263,12447,12751,8880,11111,12703,13103,13175
925,6588,6588,7317,9096,10495,12407,12895,12927,9256,11095,12623,13639,13735
926,7975,7975,6785,9216,10727,12135,12671,12911,9440,11375,12511,13271,13543
927,7007,7007,7128,8888,10423,12303,12631,12871,9056,11087,12639,12999,13415
928,7031,7031,6925,9120,10487,12119,12887,12911,9152,11391,12583,13119,13263
929,6957,6957,7037,8880,10423,12375,12703,12959,9416,10863,12887,13375,13639
930,6875,6875,6915,8968,10695,12391,12711,12975,9184,11359,13111,13575,13847
931,7158,7158,7014,8984,10423,12095,12919,12951,9224,10807,12679,13687,13735
932,6832,6832,6960,8992,10751,12383,12935,12967,9328,11031,12535,13567,13607
933,7161,7161,7166,8864,10567,12375,12703,12927,9128,11127,12663,13215,13407
934,6875,6875,7002,8680,10583,12431,12975,13015,8848,10887,12567,13167,13303
935,6905,6905,6926,8840,10279,12231,12855,13095,9088,11151,12911,13767,14031
936,6980,6980,7228,8896,10455,12495,12791,13071,8856,10903,13079,13599,13887
937,6657,6657,6734,8880,10551,11895,12647,12887,9008,10887,12383,13439,13727
938,7433,7433,7120,8920,10375,12279,12767,12791,9152,10719,12831,13519,13647
939,7275,7275,7226,8800,10527,12247,12567,12775,8944,10991,12623,13351,13423
940,7292,7292,7168,8824,10511,12231,12815,12847,8864,11175,12703,13079,13263
941,6452,6452,6586,8768,10207,12207,12575,12831,8976,10775,12583,12983,13279
942,6640,6640,6843,8912,10639,12335,12655,12919,8880,10751,12551,13095,13223
943,7854,7854,7649,8800,10519,12263,12591,12815,8912,10815,12631,13143,13207
944,7044,7044,6895,8768,10495,12191,12783,12815,8832,10935,12455,13055,13111
945,6718,6718,6899,8752,10231,12207,12487,12775,9336,10791,12887,13383,13671
946,7010,7010,7091,8784,10519,12271,12567,12855,8792,10959,12687,13303,13559
947,7082,7082,7110,8744,10215,11935,12799,12831,8896,10767,12679,13271,13383
948,7326,7326,7307,8824,10407,12191,12719,12759,9024,10879,12711,13247,13447
949,7147,7147,7106,8792,10399,11879,12439,12999,9104,10719,12343,12879,13319
950,7057,7057,7208,8448,10495,12079,12359,12647,8992,10895,12431,12983,13207
951,7306,7306,7422,8424,10567,12151,12423,12439,8928,10743,12503,13039,13151
952,7164,7164,6797,8440,10479,11935,12439,12719,8656,11079,12367,13343,13583
953,6956,6956,7077,8800,10359,12199,12471,12511,9224,10719,12535,13103,13303
954,7078,7078,6993,8712,10423,11783,12071,12319,8928,11087,12223,12695,12951
955,7180,7180,7232,8712,10495,11863,12335,12351,8800,11199,12391,12823,13023
956,6699,6699,6720,8760,10159,11911,12447,12471,8688,10999,12255,12695,12911
957,6832,6832,7197,8784,10447,12223,12495,12751,9056,10687,12543,13039,13175
958,7318,7318,7107,8840,10455,11847,12399,12487,9048,11079,12639,13207,13407
959,7400,7400,7409,9000,10471,11887,12407,12431,9000,10775,12391,13039,13279
960,7542,7542,7237,8448,10431,11847,12367,12623,9176,10983,12111,12887,13143
961,7375,7375,7389,8656,10079,11839,12375,12407,8976,10831,12391,12911,13159
962,7353,7353,7174,8640,10055,11743,12279,12543,8800,10191,12015,12487,12727
963,6735,6735,6807,8624,10319,12007,12295,12543,8952,10999,12311,12927,13223
964,6732,6732,6994,8672,10071,12063,12447,12583,9232,10399,12735,13255,13503
965,7001,7001,7167,8736,10183,12111,12415,12687,8640,10727,12559,13151,13407
966,7200,7200,7051,8656,10183,12151,12687,12967,8752,10415,12487,13079,13399
967,6922,6922,6766,8672,10351,12055,12415,12687,8944,10767,12311,12879,12967
968,7227,7227,7329,8792,10119,12111,12471,12711,8840,10295,12239,13023,13103
969,7250,7250,7155,8992,10383,12079,12623,12903,9192,10759,12839,13319,13591
970,6800,6800,6623,8768,9927,11815,12607,12895,9216,10615,12407,13471,13751
971,6800,6800,6976,9096,10535,11903,12399,12415,9224,11471,12391,13343,13375
972,6683,6683,6614,8896,10423,12015,12535,12719,9144,10647,12527,13167,13503
973,7194,7194,7127,8872,10687,12015,12807,13087,9224,11111,12711,13415,13671
974,6752,6752,6745,9120,10639,12391,12663,12815,9152,10663,12863,13479,13535
975,6953,6953,6937,9112,10575,12111,12687,12951,9168,10847,12663,13223,13431
976,6818,6818,6836,8936,10623,12367,12943,12975,9344,10983,12831,13295,13503
977,6789,6789,6875,9200,10583,12303,12871,12911,9640,10895,12463,13055,13399
978,7211,7211,7234,9248,10719,12095,12647,12927,9344,11455,12287,12839,12935
979,7028,7028,6874,8968,10447,12071,12623,12887,9504,11263,12455,13007,13039
980,7154,7154,7271,8936,10719,12351,12679,12927,8992,11415,13031,13631,13871
981,6421,6421,6631,8936,10439,12423,12959,13231,9240,11287,12663,13775,13983
982,7097,7097,7209,9224,10679,12447,13031,13063,9488,11023,12903,13583,13631
983,7178,7178,6750,8960,10615,12071,12967,13023,9232,11271,12671,13431,13479
984,5871,5871,5920,8904,10903,12383,12975,13239,9688,11159,12655,13359,13623
985,4947,4947,6496,9480,10927,12511,13231,13559,9392,11431,12911,13479,13751
986,7808,7808,6810,9368,10967,12719,13031,13071,9928,11399,12871,13287,13511
987,7404,7404,7087,9136,10871,12351,12967,13191,9488,11319,12663,13103,13455
988,6889,6889,6890,9392,10855,12351,12911,13199,9176,11199,12751,13263,13327
989,7431,7431,7454,9208,10839,12303,12895,13207,9288,11495,12727,13687,13943
990,7172,7172,6996,9144,10815,12463,12783,12815,9288,10903,12847,13503,13607
991,6809,6809,7198,9272,10543,12287,12759,13039,9672,11119,12983,13399,13687
992,7549,7549,7409,9288,10463,12455,12847,13095,9248,11207,12703,13279,13495
993,7201,7201,7267,8984,10695,12407,12991,13223,9120,10887,12767,13263,13495
994,7477,7477,7150,8744,10439,12287,12895,12919,8976,11087,12639,13175,13359
995,6852,6852,6788,8552,10463,12359,12927,13191,9160,10391,12823,13847,14111
996,7290,7290,7398,8920,9983,12359,12959,13215,9224,10759,12879,13679,13911
997,6819,6819,6717,8888,10095,11999,12879,12911,8984,10647,12751,13519,13551
998,6883,6883,7145,8648,10343,11727,12591,12855,9016,11055,12039,13423,13703
999,7720,7720,7423,8736,10375,12047,12567,12799,8704,10919,12031,13039,13111
1000,7067,7067,7008,8928,10583,11759,12583,12631,8968,11023,12623,13327,13375
1001,6933,6933,6936,8760,10335,11743,12591,12879,9240,10615,12455,13079,13503
1002,7025,7025,7058,8768,10663,11807,12799,12871,9384,11071,12327,13191,13351
1003,6702,6702,6845,9072,10447,11839,12647,12919,9080,10631,12487,12991,13087
1004,6674,6674,6710,8856,10487,11903,12463,12687,9104,10815,12327,12703,12983
1005,7297,7297,7152,8856,10583,12191,12551,12775,8880,10679,12295,13079,13135
1006,7241,7241,7148,9128,10527,12007,12511,12783,9408,11047,12631,13431,13695
1007,6772,6772,6872,8824,10303,12023,12575,12799,8864,10695,12543,13239,13527
1008,6755,6755,6954,8944,10319,12023,12575,12871,8992,10767,12583,12999,13335
1009,6926,6926,7122,9200,10855,12079,12879,12919,9248,11359,12519,13191,13327
1010,7206,7206,7003,9240,10391,12327,12655,12895,9392,10823,12439,12983,13151
1011,6659,6659,7066,9008,10719,12295,12887,12911,9104,10991,12543,13143,13247
1012,7743,7743,7197,9152,10367,12319,12847,12879,9080,10807,12935,13631,13711
1013,7039,7039,6980,8816,10599,12287,12847,12895,9104,10919,12799,13479,13535
1014,6467,6467,6811,8832,10319,12063,12903,13183,9224,10823,12679,13423,13711
1015,7183,7183,7062,8896,10607,12327,12631,12887,9232,11023,12703,13143,13455
1016,7311,7311,7134,8888,10567,11959,12591,12871,9128,11247,12607,13279,13383
1017,6782,6782,6992,8792,10583,12247,12831,12847,8968,10903,12471,13135,13263
1018,7402,7402,7287,9048,10479,12223,12511,13063,9224,11479,12615,13143,13327
1019,6921,6921,7020,8784,10463,12015,12575,12847,8792,10623,12223,12791,13063
1020,7242,7242,7097,9000,10423,12215,12511,12783,9048,10959,12495,13079,13143
1021,6910,6910,7168,8968,10191,11903,12495,12743,9232,10535,12415,12967,13055
1022,7173,7173,7032,9040,10415,12119,12703,12743,9288,10735,12855,13519,13647
1023,7170,7170,7335,8968,10167,11831,12679,12951,8976,10791,12703,13391,13639
1024,7402,7402,7063,8680,10423,12095,12671,12911,9152,10903,12527,13239,13527
1025,7021,7021,7081,8728,10359,12111,12695,12927,8728,10791,12215,12951,13383
1026,6996,6996,6899,8704,10327,11815,12351,12671,9112,10631,12479,13031,13095
1027,6616,6616,6817,8968,10175,11855,12399,12655,9240,10767,12415,12959,13319
1028,6982,6982,6986,8752,10439,12167,12655,12687,8832,10695,12455,13079,13239
1029,7728,7728,7522,9048,10503,12143,12495,12711,9208,11023,12847,13415,13671
1030,6879,6879,7056,8712,10383,11871,12423,12663,9040,10567,12447,13079,13487
1031,7006,7006,7221,9008,10439,12159,12679,12695,9120,10935,12631,13151,13335
1032,7370,7370,7296,9024,10143,11855,12663,12695,8944,10599,12367,12903,13047
1033,7583,7583,7497,8976,10327,11999,12375,12623,9080,10679,12007,12535,12799
1034,7225,7225,7298,8920,10375,11991,12511,12551,9128,11031,12279,13063,13183
1035,7192,7192,7241,8624,10079,11695,12527,12567,8696,10735,12575,13359,13455
1036,7316,7316,7192,8536,10119,12015,12559,12583,8816,10711,12399,13087,13303
1037,7172,7172,7097,8560,10191,11975,12255,12495,8776,10999,12151,12607,12855
1038,6986,6986,7080,8536,9991,11751,12287,12567,8896,10663,11807,12519,12791
1039,7335,7335,7196,8856,10191,11679,12303,12543,8896,10655,12295,12807,12863
1040,7064,7064,6926,8576,10223,11607,12447,12479,9088,10575,12399,12991,13047
1041,7511,7511,7417,8576,10215,11879,12431,12487,8640,10671,12263,13127,13319
1042,6855,6855,6937,8864,10191,11879,12191,12439,9040,10567,11935,12719,12983
1043,6953,6953,7156,8680,10231,11903,12231,12511,9144,10687,12231,12783,12855
1044,7035,7035,6749,8696,10295,11911,12199,12471,8704,10559,11911,12431,12703
1045,5370,5370,5907,8744,10439,12095,12471,12607,9016,10887,12575,13031,13215
1046,6179,6179,7028,9280,10543,12231,12743,12943,9248,10975,12855,13351,13615
1047,7837,7837,6553,9288,10471,12391,12727,12959,9528,11207,12743,13383,13503
1048,7348,7348,7275,9264,10695,12367,12943,13215,9680,11231,12863,13375,13631
1049,6839,6839,6961,9280,10391,12127,12671,12703,9616,10831,12711,13103,13431
1050,7294,7294,7252,9024,10471,12383,12695,12919,9352,10991,12535,12927,13327
1051,6878,6878,6960,9288,10415,12119,12639,12903,9312,11143,12455,13007,13063
1052,7097,7097,7288,9112,11007,12431,12743,12983,9312,11735,13071,13655,13887
1053,7621,7621,7617,9288,10495,12183,12719,12743,9336,11079,12623,13415,13503
1054,6973,6973,7002,8800,10703,12431,12719,12935,9104,10703,12775,13239,13487
1055,7337,7337,7406,8600,10447,12415,12727,12999,8672,11479,12895,13343,13415
1056,7155,7155,6768,8688,9967,12127,12663,12935,8856,10607,12543,13087,13383
1057,7028,7028,7024,8784,10375,12167,12719,12759,9232,10823,12183,13655,13743
1058,6887,6887,6957,8752,10423,12031,12439,12711,8952,10655,12431,12823,13055
1059,6975,6975,7118,8792,10479,11903,12319,12599,8968,11103,12367,12999,13199
1060,7106,7106,7001,8800,10463,11895,12415,12431,8824,10687,12551,13095,13271
1061,6891,6891,6929,8824,10495,11943,12479,12519,8992,11055,12351,12911,13015
1062,6763,6763,7216,9032,10559,11991,12511,12543,9208,11127,12487,12983,13111
1063,7996,7996,7462,9008,10391,11887,12455,12479,8960,10983,12151,12767,13311
1064,6866,6866,6867,8784,10191,11823,12399,12671,9048,10535,12351,12943,13207
1065,7333,7333,7373,9016,10663,12055,12375,12399,9136,10679,12543,13119,13271
1066,7496,7496,7404,8968,10199,11855,12367,12399,9264,10791,12311,12911,12943
1067,6491,6491,6612,8696,10119,11895,12375,12391,8864,10615,12463,13015,13071
1068,6974,6974,7218,8976,10399,11919,12247,12479,9376,11071,12367,12991,13183
1069,7326,7326,7110,8720,10167,12103,12511,12759,8792,10631,12743,13303,13535
1070,6686,6686,6999,8704,10135,12143,12479,12687,9056,10703,12631,13303,13399
1071,7322,7322,7115,8648,10367,12111,12647,12767,8848,10791,12423,13039,13263
1072,6905,6905,6988,8832,10415,12127,12687,12711,9024,10791,12511,12967,13175
1073,7437,7437,7501,8752,10175,11871,12455,12743,9000,10775,12175,12711,12823
1074,7267,7267,7017,8752,10399,11983,12319,12535,8944,10695,12263,13079,13159
1075,7114,7114,7204,8752,10383,12071,12375,12559,8968,11079,12575,13167,13447
1076,7641,7641,7414,8624,10351,11839,12591,12615,9088,10591,12047,13023,13247
1077,6776,6776,6947,8888,10431,11991,12351,12623,8912,11047,12151,12671,12935
1078,7156,7156,7146,8680,10063,11831,12343,12615,9048,10599,12423,12975,13055
1079,6851,6851,7074,8648,10327,12087,12647,12679,8600,10919,12543,13343,13615
1080,6958,6958,7036,8664,10391,12031,12367,12671,8856,10799,12471,13055,13447
1081,7484,7484,7066,8840,10335,12047,12607,12639,8856,10703,12519,13247,13335
1082,4838,4838,5397,8872,10015,11751,12303,12327,981,10791,12439,12919,12975
1083,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,0,0,0,0,0,0,0,0,0,0,0,0,0
