TimeElapsed (s),MessageSentCount,MessageSentThroughput (KB/s),MessageReceivedCount,PublishLatencyMinValue (ms),PublishLatencyValueAtPercentile50 (ms),PublishLatencyValueAtPercentile75 (ms),PublishLatencyValueAtPercentile95 (ms),PublishLatencyValueAtPercentile99 (ms),EndToEndLatencyMinValue (ms),EndToEndLatencyValueAtPercentile50 (ms),EndToEndLatencyValueAtPercentile75 (ms),EndToEndLatencyValueAtPercentile95 (ms),EndToEndLatencyValueAtPercentile99 (ms)
49,9551,9551,9786,5276,6875,7463,8135,8351,5224,6951,7547,8815,9031
50,9998,9998,9593,5500,7003,7447,8127,8343,5860,7239,7883,8519,8711
51,10219,10219,10081,5600,6751,7403,8067,8255,5476,7079,8047,8735,8951
52,9662,9662,10004,5584,6919,7575,8027,8187,5744,7171,7715,8359,8567
53,9784,9784,9758,5412,6955,7227,8239,8287,5440,7139,7803,8791,9031
54,10149,10149,9950,5600,6911,7367,8015,8159,5720,7475,7835,8375,8575
55,9588,9588,9945,5428,6987,7411,8239,8287,5112,7231,8019,8855,9055
56,9513,9513,9652,5284,6939,7415,8231,8439,5320,7175,7775,8487,8743
57,9724,9724,9670,5560,6979,7523,8327,8367,5740,7299,8039,8807,9087
58,10176,10176,10125,5444,7199,7563,8139,8367,5672,7455,8207,8727,9031
59,9966,9966,9934,5436,7211,7615,8263,8431,5740,7483,8139,8959,9159
60,9821,9821,9910,5448,7223,7823,8455,8527,5408,7355,8031,8767,9327
61,9762,9762,9106,5620,7215,7703,8311,8479,5796,7507,8199,8967,9103
62,6744,6744,7637,5648,7475,7947,8543,8759,983,7623,8575,9279,9503
63,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0
83,178,178,0,46,97,140,161,163,0,0,0,0,0
84,6483,6483,0,159,693,904,1093,1121,0,0,0,0,0
85,6345,6345,0,1128,1672,1862,2053,2067,0,0,0,0,0
86,6037,6037,0,2068,2563,2917,3043,3051,0,0,0,0,0
87,6470,6470,1466,3100,3577,3837,4045,4073,4096,4151,4195,4223,4227
88,2476,2476,12869,4074,4379,4623,4679,4687,4224,4935,5099,5203,5223
89,2476,2476,17180,5804,5967,6011,6047,6063,5236,5771,5987,6139,6211
90,8180,8180,8695,5960,6483,6723,6971,6999,6224,6723,6975,7175,7215
91,8058,8058,8155,6580,7439,7691,7915,7951,6552,7631,7951,8179,8223
92,8345,8345,8018,6440,8359,8607,8879,8903,6532,8599,8911,9175,9223
93,8383,8383,8762,6032,9311,9567,9815,9823,6016,9615,9927,10167,10199
94,8332,8332,8195,4584,10271,10559,10783,10903,4464,10591,10927,11151,11191
95,8438,8438,8488,4564,10951,11239,11679,11703,4656,11223,11623,12071,12119
96,8376,8376,8051,4532,11095,11943,12375,12615,4384,11199,12055,12559,12775
97,8304,8304,8259,4496,10719,11727,12447,12471,4404,10911,11839,12527,12671
98,8112,8112,8373,4536,10215,11287,11943,12159,4556,10623,11727,12239,12463
99,8350,8350,8479,4784,8911,9831,11927,11943,4752,9287,9959,11903,12359
100,8504,8504,8367,4780,8903,9855,10367,10583,4716,9279,9919,10639,10879
101,8499,8499,8511,4752,8871,9831,10303,10535,4652,9207,9863,10431,10607
102,8363,8363,8250,4764,9087,9815,10279,10303,4620,9455,10263,10783,11007
103,8490,8490,8565,4716,9095,9783,10015,10231,4580,9751,10207,10703,10759
104,7979,7979,8167,4736,9095,9799,10071,10287,4780,9447,9847,10231,10415
105,8468,8468,8239,4784,9095,9815,10279,10503,4952,9463,9927,10431,10511
106,8528,8528,8614,4756,8831,9783,10263,10303,4684,9311,10087,10615,10807
107,8225,8225,8346,4516,8831,9799,10279,10503,4636,9135,10207,10751,10807
108,8639,8639,8783,4760,9039,9983,10287,10471,4604,9271,10263,10951,11167
109,8289,8289,8110,4732,9015,9791,10455,10471,4776,9607,10167,10719,10911
110,8416,8416,8389,4728,8879,9759,10239,10455,4704,9247,10095,10671,10895
111,8279,8279,8259,4776,8815,9783,10023,10239,4904,9247,9727,10135,10343
112,8455,8455,8587,4768,8871,9815,10279,10487,4676,9143,10231,10823,11031
113,8346,8346,8236,4788,9063,9815,10279,10519,4808,9159,10247,10759,10975
114,8415,8415,8368,4560,8823,9775,10255,10455,5028,9119,10207,10743,10951
115,8605,8605,8581,4776,8807,9767,10207,10407,4940,9343,9879,10399,10607
116,8348,8348,8510,4724,8815,9783,10215,10247,4656,9303,10087,10823,11039
117,8285,8285,8182,4904,9031,9759,10423,10455,4852,9215,10039,10567,10759
118,8071,8071,8221,5192,8863,9815,10071,10207,5228,9175,10047,10567,10791
119,8632,8632,8384,6168,9047,9839,10271,10311,6228,9527,10223,10839,10983
120,8405,8405,8367,6208,8847,9791,10039,10255,6216,9319,10143,10583,10703
121,8637,8637,8582,6160,8807,9759,10031,10255,6224,9327,9903,10511,10663
122,8673,8673,8632,6180,8983,9743,10207,10407,6088,9175,10039,10759,10991
123,8431,8431,8501,6172,8967,9703,10175,10391,6288,9367,10183,10687,10927
124,8339,8339,8360,6132,8783,9711,10143,10391,5996,9327,9935,10439,10623
125,8433,8433,8408,6148,8807,9775,10199,10207,6192,9287,10367,10863,11079
126,8460,8460,8337,6156,8775,9743,10199,10415,6372,9199,10055,10783,10967
127,8130,8130,8442,6368,8759,9727,10175,10207,6348,9175,9791,10495,10679
128,7901,7901,7814,6216,8967,9767,10207,10263,6356,9167,10047,10991,11199
129,8141,8141,8188,6276,8863,9783,10215,10479,6332,9375,10247,10751,11231
130,8345,8345,8349,6304,9055,9799,10055,10247,6320,9383,10191,10671,10735
131,8166,8166,8244,6276,8911,10031,10279,10487,6516,9479,10191,10719,10935
132,8358,8358,8180,6356,8983,9887,10327,10551,6268,9439,10199,10895,11127
133,8637,8637,8490,6320,8983,9887,10351,10543,6184,9503,10375,11055,11359
134,8480,8480,8522,6324,8935,9903,10367,10383,6372,9263,10287,10775,10919
135,8724,8724,8605,6188,8919,9839,10295,10359,6328,9583,10167,10639,10759
136,8247,8247,8568,6180,8911,9871,10311,10535,6208,9311,10159,11015,11111
137,8480,8480,8454,6180,8839,9815,10311,10519,6228,9215,10079,10607,10815
138,7865,7865,8138,6308,8783,9807,10047,10255,6616,9159,10071,10655,10799
139,6772,6772,6649,6368,9031,9895,10439,10455,6444,9543,10023,10679,10711
140,8192,8192,8092,6428,9239,9991,10231,10479,6568,9423,10175,10647,10735
141,8271,8271,8165,6448,9063,10215,10471,10503,6540,9767,10471,10943,11167
142,8103,8103,8210,6512,9263,10023,10495,10511,6756,9559,10271,10895,11151
143,8443,8443,8369,6508,9103,10031,10495,10743,6932,9503,10375,10839,11055
144,8383,8383,8361,6552,9127,10039,10503,10735,6696,9487,10391,10975,11071
145,8084,8084,8356,6640,9167,10103,10535,10719,6880,9439,10791,11295,11535
146,8478,8478,8218,6288,9391,10327,10583,10791,6352,9711,10567,11047,11271
147,8365,8365,8556,6256,9383,10151,10575,10591,6316,9839,10287,10935,11279
148,8442,8442,8283,6228,9167,10111,10559,10591,6284,9351,10455,10959,11151
149,8293,8293,8303,6240,9127,10015,10615,10831,6208,9263,10407,11383,11639
150,8765,8765,8493,6232,9071,10103,10391,10559,6336,9303,10383,10943,11055
151,8085,8085,8290,6392,9055,9815,10303,10535,6560,9383,10319,10783,10975
152,8191,8191,8163,6228,8871,9807,10279,10311,6304,9375,10031,10511,10687
153,8422,8422,8348,6228,8863,9839,10087,10271,6324,9183,10151,10623,10751
154,8272,8272,8421,6204,8847,10015,10303,10535,6484,9295,10239,10927,11135
155,8268,8268,8219,6220,8895,9823,10295,10543,6204,9287,10391,11047,11127
156,7813,7813,7674,6256,9111,9847,10335,10519,6408,9295,10111,10823,11095
157,8321,8321,8285,6336,8975,9911,10383,10607,6236,9335,10127,10655,10847
158,8330,8330,8467,6316,8967,9975,10423,10455,6168,9495,10127,10655,10871
159,8323,8323,8210,6288,9183,9935,10359,10591,6344,9455,10071,10679,10823
160,8154,8154,8350,6324,9231,9935,10375,10423,6364,9647,10271,10991,11207
161,8378,8378,8276,6340,9223,9983,10487,10695,6568,9599,10239,10719,10967
162,7946,7946,8329,6352,9015,9935,10423,10647,6292,9343,10183,10695,10855
163,8120,8120,7860,6516,9287,9967,10215,10423,6732,9559,10199,10911,11151
164,8135,8135,8072,6320,9079,10007,10455,10495,6516,9423,10311,10799,10935
165,8434,8434,8419,6340,9047,10015,10255,10479,6256,9519,10263,10887,11071
166,8157,8157,8272,6364,8991,9983,10463,10527,6412,9455,10343,10839,11071
167,8197,8197,7987,6580,9247,9959,10455,10487,6628,9703,10359,10991,11231
168,7828,7828,8034,6584,9295,9951,10423,10447,6416,9479,10359,10823,11023
169,8423,8423,8113,6380,9367,10015,10503,10719,6656,9615,10079,10599,10783
170,8159,8159,8447,6564,9295,10047,10287,10511,6840,9703,10511,10991,11199
171,8030,8030,8073,6580,9351,10031,10503,10735,6836,9671,10743,11239,11479
172,8015,8015,7952,6648,9327,10119,10543,10575,6612,9671,10423,11103,11279
173,8237,8237,8264,6640,9327,10071,10551,10783,6808,9847,10335,10871,11007
174,8001,8001,7966,6632,9343,10063,10535,10791,6812,9863,10543,11047,11215
175,8516,8516,8532,6588,9343,10071,10727,10775,6556,9831,10487,11439,11599
176,8530,8530,8609,6592,9327,10039,10551,10767,6752,9527,10455,11079,11391
177,8308,8308,8163,6584,9255,9999,10447,10495,6456,9471,10383,10879,11103
178,8014,8014,8014,6544,9223,10007,10471,10703,6672,9719,10191,10599,10807
179,8257,8257,8093,6548,9439,9991,10239,10447,6396,9679,10343,10999,11047
180,8114,8114,8395,6304,9231,10031,10471,10719,6628,9455,10607,11279,11527
181,8464,8464,8400,6496,9231,10143,10463,10471,6328,9551,10447,11175,11255
182,8197,8197,8077,6512,8983,9935,10647,10671,6564,9335,10223,10743,11103
183,8397,8397,8349,6524,8951,9927,10391,10607,6728,9271,10471,11023,11143
184,8494,8494,8468,6512,9183,9847,10599,10647,6696,9519,10407,11359,11543
185,8112,8112,8407,6516,9151,9863,10335,10543,6656,9439,10375,11055,11311
186,8170,8170,6928,6512,9431,9895,10359,10399,6380,9967,10519,10927,11207
187,7752,7752,8793,6736,9239,9959,10415,10471,6932,9767,10247,10687,10871
188,8169,8169,8125,6824,9479,10015,10495,10535,6636,9687,10199,10615,10855
189,8069,8069,8082,6804,9503,10007,10463,10519,6612,9495,10271,10959,11071
190,8184,8184,8276,6604,9247,9999,10455,10679,6872,9415,10335,11279,11503
191,8326,8326,8356,6648,9487,9999,10495,10663,6576,9639,10319,10983,11239
192,8118,8118,8005,6872,9255,10215,10695,10743,6808,9735,10431,10959,10999
193,7935,7935,8174,6920,9551,10047,10471,10503,6808,9855,10255,10695,10727
194,7808,7808,7701,6664,9407,10303,10575,10783,6792,9879,10487,11007,11223
195,8088,8088,8123,6696,9671,10175,10655,10903,6840,10111,10727,11223,11471
196,8418,8418,8318,6624,9639,10143,10639,10679,6560,9943,10439,10919,11175
197,8171,8171,8281,6648,9591,10335,10591,10855,6760,9935,10415,10879,10991
198,8486,8486,8373,6640,9527,10055,10543,10767,6488,9767,10271,10647,10855
199,6970,6970,7164,6900,9495,10175,10511,10551,7020,9695,10327,10871,11199
200,8098,8098,7763,7040,9703,10231,10527,10671,7308,9711,10575,11047,11199
201,8560,8560,8496,6752,9479,10175,10695,10927,7032,9839,10743,11263,11455
202,7878,7878,8071,6920,9503,10255,10695,10727,7012,9687,10463,10975,11327
203,8288,8288,8264,6944,9687,10215,10511,10703,7248,9807,10671,11127,11175
204,8376,8377,8442,6968,9663,10151,10687,10703,7192,9911,10511,11367,11399
205,8289,8288,8296,6740,9575,10071,10367,10607,6920,9751,10207,10639,10991
206,8127,8127,8157,6756,9631,10079,10319,10551,6904,9871,10431,10975,11063
207,8337,8337,8194,6768,9631,10103,10567,10767,6856,9791,10407,11271,11495
208,8236,8236,8259,6796,9631,10095,10575,10599,6816,10023,10551,11159,11279
209,8016,8016,8218,6768,9463,10015,10399,10639,7032,9751,10191,10687,10735
210,8356,8356,8408,6744,9455,9911,10255,10471,6988,9599,10335,10935,11159
211,8221,8221,8135,6768,9479,9983,10407,10647,6748,9535,10415,11111,11375
212,8133,8133,7957,6812,9407,9983,10439,10463,6980,9775,10439,10951,11127
213,8084,8084,7887,6836,9495,9927,10423,10647,6948,9663,10175,10647,10895
214,7637,7637,8132,6864,9727,10055,10471,10719,6724,9879,10295,10711,10903
215,8219,8219,7998,6836,9575,10279,10535,10751,6732,9951,10471,11007,11151
216,7982,7982,8141,6920,9607,10087,10567,10823,6996,9959,10487,11127,11367
217,7961,7961,7916,6992,9639,10287,10575,10607,7224,9791,10375,10887,11015
218,8062,8062,7953,6972,9655,10151,10607,10655,7200,9871,10383,10919,11015
219,8007,8007,8223,6976,9655,10159,10415,10623,7176,9927,10631,11127,11175
220,8472,8472,7943,6948,9671,10391,10871,10903,6960,9991,10639,11359,11479
221,8298,8298,8467,6960,9679,10167,10599,10631,7144,10095,10495,11015,11071
222,8251,8251,8617,6880,9623,10135,10623,10807,7072,10023,10535,10943,11175
223,8317,8317,8343,6824,9567,10039,10367,10559,7016,9911,10287,10599,10735
224,8343,8343,8205,6804,9527,10247,10511,10535,6784,9831,10463,10935,11167
225,7998,7998,7975,6736,9527,10047,10503,10567,6720,9775,10463,10927,11103
226,8130,8130,8061,6552,9551,10023,10527,10775,6972,9823,10319,10695,10927
227,8012,8012,8015,6800,9543,10063,10519,10543,6752,9911,10319,10719,10935
228,8428,8428,8422,6820,9503,9991,10519,10735,7196,9695,10159,10623,10759
229,8550,8550,8586,6800,9407,10007,10455,10671,6900,9711,10335,10815,11047
230,8177,8177,8063,7008,9439,10127,10399,10623,6832,9671,10423,10983,11263
231,7832,7832,7874,6848,9439,9951,10439,10679,6844,9919,10415,10935,11047
232,8233,8233,8424,7100,9551,9999,10471,10503,7084,9887,10311,10743,10967
233,8535,8535,8265,6968,9575,9983,10247,10471,7020,9847,10255,10703,10751
234,8254,8254,8373,6984,9495,9983,10479,10711,7220,9759,10231,10743,10975
235,8042,8042,8013,6812,9719,9999,10471,10511,7004,9695,10391,10927,11167
236,8378,8378,7856,6820,9455,10007,10487,10703,7012,9327,10463,10951,11439
237,8175,8175,8777,7048,9407,9951,10607,10655,7152,9719,10399,10855,10903
238,8513,8513,8369,6968,9463,9911,10359,10575,6868,9719,10175,10567,10775
239,8343,8343,8445,6760,9463,9951,10399,10639,7084,9799,10295,10695,10775
240,8319,8319,8307,6964,9423,9967,10415,10623,7024,9543,10215,10927,11159
241,8423,8423,8447,6736,9151,9895,10383,10615,7248,9679,10175,10831,10911
242,7842,7842,7905,7204,9375,9855,10343,10567,7460,9703,10183,10647,10863
243,8417,8417,7632,6992,9415,9927,10375,10615,7244,9815,10295,10711,10911
244,8314,8314,8172,7024,9391,9927,10391,10623,7032,9823,10591,11055,11191
245,7884,7884,8553,7016,9407,9935,10399,10615,6956,9767,10407,11095,11391
246,8151,8151,8203,7072,9439,9927,10431,10623,7300,9735,10319,10823,10951
247,8499,8499,8274,7276,9471,9935,10399,10431,7132,9671,10095,10543,10743
248,8006,8006,8337,7072,9479,9959,10399,10439,7284,9815,10343,10983,11223
249,8334,8334,8365,7048,9495,10167,10439,10639,7332,9871,10503,11135,11231
250,8350,8350,8218,7276,9503,9959,10463,10663,7288,9735,10239,10847,10951
251,7828,7828,7951,7072,9503,10015,10487,10735,7008,9799,10231,10687,10903
252,8294,8294,8434,7088,9319,10023,10303,10503,7232,9711,10303,10919,11063
253,7803,7803,7879,7088,9527,10015,10495,10743,7220,9775,10191,10519,10655
254,7973,7973,7997,7308,9567,10055,10487,10527,7008,10015,10471,10895,11151
255,8221,8221,7971,7172,9527,10095,10375,10599,7224,9751,10455,10935,11159
256,8425,8425,8468,7168,9527,9823,10495,10775,7168,9767,10279,10687,10847
257,8248,8248,8247,7100,9335,10015,10471,10511,7328,9711,10303,10783,10855
258,8074,8074,7931,7360,9535,10055,10487,10527,7400,9719,10335,10999,11039
259,8177,8177,8242,7336,9591,10255,10535,10559,7380,9855,10551,11039,11311
260,6555,6555,6499,7484,9823,10423,10743,10775,7396,10087,10663,11167,11215
261,8243,8243,8157,7500,9535,10255,10975,11015,7748,9807,10511,11151,11263
262,8183,8183,8440,7492,9751,10255,10711,10919,7512,10207,10727,11255,11479
263,8367,8367,8386,7248,9703,10447,10711,10919,7172,9775,10663,11391,11615
264,8328,8328,8465,7264,9687,10223,10687,10703,7364,9863,10351,10815,11031
265,8391,8391,8203,7460,9631,10143,10407,10615,7116,9943,10431,10823,10967
266,8465,8465,8557,7172,9655,10159,10407,10599,7028,10247,10639,11159,11191
267,8217,8217,7960,7160,9631,10335,10631,10863,7020,10007,10567,11199,11455
268,8430,8430,8427,6988,9583,10119,10591,10839,7216,9815,10383,10895,11079
269,8373,8373,8384,6936,9439,10087,10551,10783,7160,9743,10519,11071,11111
270,8248,8248,8198,6944,9135,9895,10527,10567,6920,9471,10367,11311,11511
271,8017,8017,8234,6988,9383,10063,10375,10623,7104,9615,10543,11047,11311
272,8149,8149,8073,7208,9383,9887,10375,10599,7304,9671,10159,10775,11263
273,8183,8183,8258,7020,9383,9895,10367,10375,7360,9695,10271,10759,10927
274,8387,8387,8452,7032,9423,9919,10375,10591,7320,9991,10503,10975,11199
275,8275,8275,8157,7016,9431,9911,10383,10631,7264,9575,10319,11159,11423
276,8303,8303,8264,7060,9455,9927,10375,10399,7272,9567,10191,10911,11343
277,8272,8272,8265,7060,9663,9943,10415,10663,7176,9671,10167,10759,10879
278,8276,8276,8357,7264,9423,9959,10415,10631,7132,9503,10335,10855,10975
279,8059,8059,7963,7032,9455,9951,10439,10711,6920,9631,10079,10535,10559
280,8043,8043,8152,7036,9479,9983,10431,10679,7152,9679,10095,10527,10607
281,8491,8491,8389,7052,9503,9991,10431,10463,7088,9695,10351,11007,11047
282,8039,8039,8347,7048,9471,9943,10399,10431,7232,9735,10215,10615,10727
283,8477,8477,8129,6816,9439,9935,10215,10415,6808,9671,10175,10623,10751
284,8347,8347,8196,7032,9447,10159,10399,10647,7252,9599,10447,10919,11167
285,8031,8031,8432,7044,9239,9951,10423,10439,7212,9535,10543,11095,11135
286,8300,8300,8270,7004,9463,9927,10663,10687,6936,9663,10167,10815,10855
287,8393,8393,8228,7012,9455,9959,10423,10663,6896,9727,10231,10775,10831
288,7899,7899,8072,7216,9463,9967,10415,10671,7148,9695,10415,10943,11047
289,8396,8396,8154,7032,9463,9975,10455,10487,7108,9679,10183,10751,10903
290,8180,8180,8152,7052,0,0,0,0,7324,9903,10319,10751,10791
291,8283,8283,8085,7248,9471,10151,10415,10615,7324,9871,10511,10967,11207
292,8096,8096,8454,7288,9247,9951,10231,10447,7056,9823,10455,10959,11191
293,8072,8072,8230,7096,9447,9967,10239,10447,7032,9703,10151,10615,10719
294,8536,8536,8367,7104,9479,10175,10463,10671,7224,9775,10447,11015,11119
295,8290,8290,8133,7272,9479,9991,10455,10679,7180,9975,10623,11095,11383
296,8163,8163,8430,7024,9487,10199,10687,10703,7416,9975,10487,10855,11055
297,8484,8484,8430,7236,9703,9983,10439,10919,7080,9759,10271,10751,10815
298,8099,8099,8223,7016,9399,10167,10631,10663,7232,9655,10263,10975,11207
299,8741,8741,8404,6960,9423,9919,10615,10639,6996,9615,10359,10903,11135
300,8364,8364,8538,6920,9151,9879,10359,10839,7188,9503,10167,10831,10895
301,8605,8605,8567,6904,9135,10063,10535,10567,7116,9479,10559,11023,11079
302,5703,5703,5870,7168,9103,9823,10559,10575,977,9567,10311,11263,11479
303,0,0,0,0,0,0,0,0,0,0,0,0,0
304,0,0,0,0,0,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0,0,0,0
311,0,0,0,0,0,0,0,0,0,0,0,0,0
312,0,0,0,0,0,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0,0,0,0,0,0
323,448,448,0,27,162,179,204,211,0,0,0,0,0
324,7339,7339,0,206,678,952,1149,1180,0,0,0,0,0
325,6393,6393,0,1197,1679,1937,2149,2187,0,0,0,0,0
326,5385,5385,0,2184,2751,2921,3083,3175,0,0,0,0,0
327,7556,7556,531,3076,3557,3843,4035,4139,4180,4199,4215,4219,4223
328,1492,1492,9887,4108,4283,4347,4423,4423,4232,4911,5043,5171,5223
329,301,301,19296,6012,6031,6035,6059,6123,5224,5719,5979,6195,6223
330,8424,8424,7745,6036,6467,6683,6963,7035,6224,6651,6947,7171,7215
331,6436,6436,6418,6944,7531,7823,7915,7955,7224,7723,7971,8179,8223
332,6620,6620,6571,7884,8455,8735,9039,9079,8224,8735,8983,9183,9223
333,6888,6888,6962,8148,9335,9599,9879,9911,8328,9543,9823,10103,10143
334,6962,6962,7300,9016,10055,10471,10775,10807,9224,10519,10839,11183,11215
335,7161,7161,6811,9328,11039,11375,11823,11863,9376,11375,11783,12119,12215
336,7071,7071,7027,9064,11375,12255,12703,12983,9280,11927,12639,13103,13215
337,6919,6919,6963,7288,11271,13007,13375,13407,7732,11607,13487,14063,14095
338,6983,6983,6965,7564,11119,13007,13575,13663,7848,11687,13511,14183,14359
339,6598,6598,6820,7828,9511,12855,13327,13591,8392,9887,13143,13687,13815
340,7300,7300,7219,7744,9655,12895,13367,13599,7816,10007,13327,13943,14199
341,7040,7040,6893,7728,9527,11311,13335,13383,8000,10127,12079,13695,13815
342,6996,6996,6954,7716,9719,11543,11831,12079,7892,10015,12095,12543,12791
343,6811,6811,6879,8012,9727,11231,11847,12127,8012,10271,11791,12407,12671
344,6856,6856,6827,7720,9503,11535,12055,12071,8076,9759,12183,12703,12983
