TimeElapsed (s),MessageSentCount,MessageSentThroughput (KB/s),MessageReceivedCount,PublishLatencyMinValue (ms),PublishLatencyValueAtPercentile50 (ms),PublishLatencyValueAtPercentile75 (ms),PublishLatencyValueAtPercentile95 (ms),PublishLatencyValueAtPercentile99 (ms),EndToEndLatencyMinValue (ms),EndToEndLatencyValueAtPercentile50 (ms),EndToEndLatencyValueAtPercentile75 (ms),EndToEndLatencyValueAtPercentile95 (ms),EndToEndLatencyValueAtPercentile99 (ms), masternode
1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4541,4541,7097,118,613,658,761,784,672,1126,1347,1540,1581
3,9085,9085,9115,780,1259,1607,1750,1793,1250,2012,2351,2573,2625
4,9436,9436,9095,1610,2237,2339,2605,2737,1640,2833,3165,3539,3607
5,8600,8600,8197,2492,3095,3345,3485,3663,2626,3747,4255,4579,4679
6,8005,8005,9311,3530,4195,4415,4755,4771,3694,4731,5155,5687,5791
7,9018,9018,9033,4596,5171,5351,5507,5547,4852,5363,5587,5995,6459
8,8783,8783,8750,5408,6047,6351,6511,6575,5700,6267,6507,6719,6767
9,8937,8937,9088,6148,7055,7303,7655,7731,6772,7303,7551,7819,7851
10,8917,8917,8851,7120,7899,8175,8423,8527,7620,8271,8407,8647,8679
11,9705,9705,9059,7884,8671,9063,9327,9487,7636,9087,9343,9559,9663
12,8046,8046,8367,7892,9599,10055,10287,10415,7816,9887,10351,10639,10663
13,9110,9110,8665,8140,10519,10767,11135,11183,7964,10815,11135,11399,11479
14,8495,8495,8014,8188,10775,11511,12223,12471,8320,11271,11951,12575,12711
15,8512,8512,8734,7656,11543,12615,13207,13279,7848,11991,13127,13455,13527
16,7877,7877,7715,7676,12807,13575,14111,14415,7548,13383,14111,14599,14679
17,8077,8077,8735,7652,13983,14551,15151,15263,7812,14527,14999,15495,15631
18,9310,9310,8768,6688,14479,15119,15807,15839,7044,13551,15735,16319,16431
19,7990,7990,8221,6664,14735,16271,17039,17135,6680,14903,16463,17391,17647
20,8390,8390,8749,6736,15271,17455,18255,18287,7028,15119,17871,18511,18559
21,9598,9598,8930,6688,14775,17055,18783,18799,6716,15383,17247,19295,19519
22,7326,7326,7752,6848,15575,18399,20063,20079,7000,15991,18559,20447,20479
23,9175,9175,8970,6712,15095,19007,20719,20735,6528,15743,18223,21375,21471
24,8050,8050,8003,6472,15871,18527,21487,22015,6376,16463,19519,22399,22415
25,8838,8838,8830,6524,16095,19215,22687,22703,6808,16295,20175,23071,23119
26,8487,8487,8119,6384,16831,19823,23311,23919,6436,16879,19215,23023,23663
27,8323,8323,9138,6188,16559,19055,22303,22911,6164,17007,19055,22959,23055
28,9941,9941,8902,6284,16959,19695,22927,22943,6428,17375,19695,22607,22719
29,7120,7120,8114,6252,17599,21407,22543,23215,6468,17935,20015,22863,23567
30,9270,9270,8376,6168,17663,20255,22831,23839,6284,17695,20143,23455,23679
31,7974,7974,8824,6424,17791,20271,22911,23359,6708,18095,22031,23359,24015
32,8251,8251,8501,6536,17743,21855,23583,24063,6752,17967,22511,23935,24511
33,9350,9350,8820,6636,16799,20655,23215,24175,6600,17263,20191,24047,24175
34,8238,8238,8076,6756,17423,20671,23839,24447,6864,17887,21423,24335,24671
35,7841,7841,7213,6684,17583,20671,24383,24415,6728,17295,20335,24191,25215
36,7760,7760,8612,6744,17839,22735,24671,25039,6752,17951,21007,24831,24895
37,8797,8797,9010,6768,18367,21407,24639,25151,7088,18575,21631,24623,25183
38,9417,9417,9044,6988,17631,20031,23023,24431,6972,18159,20511,23215,23279
39,7280,7280,8206,7204,19151,22895,23983,23999,6996,18495,22847,24047,24143
40,8317,8317,7151,7600,18095,21679,23983,24591,7608,17903,21999,23791,24447
41,8570,8570,9344,7744,17151,22143,23935,24623,7644,17359,19919,23615,24815
42,9586,9586,8590,7744,16383,19695,22799,24095,7856,16543,20639,23215,23535
43,7513,7513,8589,7784,17103,20991,23503,24047,7564,17167,21183,24399,24543
44,9181,9181,8602,7668,15871,19631,24095,24623,7692,16815,20143,23039,24975
45,7825,7825,7774,7308,16495,20383,23631,24815,7344,16559,20863,23839,24575
46,8364,8364,9011,6716,15775,19663,24191,24207,7116,17391,20079,23135,24031
47,9124,9124,8432,6684,17423,22351,23327,24079,6672,17535,22479,23647,24063
48,8891,8891,8532,6620,17391,20047,23951,24559,6832,17391,20639,23695,24687
49,7569,7569,8849,6796,17487,21807,23215,23743,6760,17711,21439,23967,24431
50,9246,9246,9057,6892,16415,21215,23103,24271,7020,16991,21695,22591,23679
51,9803,9803,8457,7172,15463,19247,22927,22959,7468,16623,19679,23263,23551
52,6987,6987,8345,7000,17183,20463,23551,24143,7220,17199,19583,23791,24351
53,9163,9163,8566,7160,15359,19967,22815,24111,7204,16095,20143,23039,23135
54,9415,9415,9093,6772,16447,20591,23503,24031,7080,16303,20687,23743,24271
55,7716,7716,8539,6492,16831,19567,22959,24607,6696,16927,20543,22863,23471
56,9154,9154,9145,6640,16767,20847,23455,23951,6720,16879,21023,23439,23967
57,9128,9128,8787,6720,16255,19455,22703,23951,6820,16831,20127,23023,23215
58,8554,8554,8472,6828,16767,20079,23343,23935,6908,16431,20255,23231,23807
59,8177,8177,8275,6892,16607,19695,22319,23631,6972,16751,20655,22399,22431
60,9236,9236,9275,6808,16655,21759,23007,23503,7032,16367,21167,23039,23071
61,9472,9472,8808,6940,16463,19775,22591,22591,6824,16623,20223,23215,23359
62,7691,7691,8719,6904,17007,20367,23759,23775,7144,16847,20799,23807,23919
63,9200,9200,8886,6836,15927,20815,22735,24335,6852,16199,19087,23007,23135
64,9788,9788,8803,6784,16575,20191,23455,23471,6452,16991,20415,23615,24255
65,7619,7619,8778,6500,17151,20815,22735,23999,6420,17327,19487,23423,23583
66,9149,9149,9315,6548,17039,21023,23615,23631,6628,17295,20911,23903,23951
67,9307,9307,9291,6884,16895,20943,22063,23055,7164,16751,21231,22527,23727
68,9346,9346,9018,6828,16191,21455,23071,23103,7104,16399,21599,22991,23119
69,9636,9636,8833,6908,16087,19647,22063,22095,6808,16359,19567,22655,23119
70,8497,8497,8903,6944,16623,19151,22623,22671,7056,16735,19695,22703,23295
71,8179,8179,8800,7040,16655,20847,22047,23151,7276,16559,20063,22367,22479
72,9205,9205,9241,7124,15999,19535,22511,22543,7264,16751,19807,22959,23119
73,9719,9719,8344,7072,16023,20159,22543,23215,7332,16399,19647,22767,23551
74,7459,7459,8404,7088,16119,18879,21951,22527,7184,16215,19807,22463,22783
75,8999,8999,9141,6948,16639,20671,23119,23151,6988,16991,21215,22943,23519
76,9414,9414,9227,6844,16135,19519,22399,22991,6668,16639,19183,22335,22623
77,9183,9183,8825,6980,15983,19599,21807,22335,7040,16223,20911,22831,23279
78,7821,7821,8386,6796,15991,19439,21903,22943,6904,16263,19679,22047,22335
79,8760,8760,8820,6820,16607,20639,21967,22575,7096,16159,19503,21983,22095
80,9698,9698,8479,6972,15983,18927,21983,23167,7304,16055,19343,22495,22607
81,6799,6799,8599,6932,16591,20175,22607,23135,7164,17071,19951,22879,23471
82,9343,9351,8677,7068,15967,19679,21983,23167,7248,16199,19887,22271,22415
83,8549,8541,8092,7084,16183,19679,22575,23231,6996,16367,19775,22303,22703
84,7986,7986,8790,7000,16943,19071,22703,23263,6928,17039,21855,22479,22911
85,9400,9400,9265,7084,16007,19663,22127,22687,7184,16495,20175,23071,23087
86,8489,8489,7993,7016,17135,20255,22703,23343,7108,16847,20191,22607,23743
87,7993,7993,8708,7128,16087,19423,22639,22639,7012,16943,20015,22047,23199
88,9490,9490,8549,6876,16607,20495,22223,22751,7212,17071,20127,23135,23215
89,7111,7111,8204,7012,17407,19727,23343,23455,7068,17615,21135,23071,23759
90,9484,9484,8725,7152,16943,21423,22591,23135,7384,17455,21631,23039,23615
91,9481,9481,8977,6888,16879,19247,22671,23727,7056,17263,19727,22895,23487
92,7355,7355,8220,6992,17471,21007,22719,22719,7088,17439,20943,23407,23535
93,9353,9353,9192,6856,16863,22047,23279,23791,6740,17151,20063,22799,23903
94,9497,9497,9330,6784,16815,19711,22671,22671,6920,17103,21167,23055,23087
95,9689,9689,8665,6964,16911,20815,23247,23807,6940,17695,21519,22975,23679
96,7892,7892,8516,6660,16847,20271,22735,22767,7124,17007,20031,22959,23519
97,9205,9206,8832,6676,16927,20463,23359,23391,6868,17231,20671,23567,24143
98,7514,7513,8601,6660,17535,21071,22863,23967,6856,17855,21487,22799,23487
99,9120,9120,9158,6684,17535,21759,23407,23983,6748,17791,21951,23327,23951
100,8203,8203,8242,7008,18239,21327,22943,23951,7416,18207,21823,23119,23199
101,8940,8940,8901,7344,17263,21791,23375,23839,7448,17743,21439,23551,24063
102,9785,9785,8905,7604,16655,19647,22703,24383,7532,16991,20367,22719,23263
103,7520,7520,8364,7568,15935,20335,23295,23951,7552,16143,19519,23551,23935
104,9159,9159,8362,7416,16047,19743,23263,23983,7564,16847,20351,22271,24095
105,7583,7583,8404,7392,17407,21055,23487,23967,7436,17343,21071,23375,23519
106,9142,9142,8732,7648,17279,19855,23327,24063,7812,17887,20943,23919,23967
107,8514,8514,8366,7568,16655,20975,23375,23887,7464,16735,20751,23647,24319
108,8261,8261,8761,7020,17343,21055,23183,24063,7068,17327,20463,22799,23391
109,9341,9341,8964,7016,16703,20303,22767,23711,6836,16911,21279,23119,23599
110,8801,8801,8555,7048,16831,20927,23775,23919,7272,17615,21007,23727,24143
111,8317,8317,8863,7072,17311,19599,22383,22591,7304,17151,20479,23391,23519
112,8992,8992,8979,7276,16175,20751,23487,23711,7212,17039,21231,23983,24399
113,9657,9657,9419,7096,15927,19583,22479,24047,7132,16279,19647,22687,23167
114,8401,8401,8315,7156,16591,20783,23151,23679,7340,17087,20991,23199,23807
115,8249,8249,8557,7024,16071,19775,23647,23663,7140,16735,20175,22991,23039
116,9246,9246,8669,7148,16719,20991,23183,23663,6972,17007,20735,23775,24239
117,8170,8170,8539,7292,17311,19743,22879,24287,7124,17279,20575,23007,23535
118,9025,9025,8911,6980,16479,20319,23487,23503,7024,17183,21199,23087,24143
119,8425,8425,8315,6992,17567,20895,23935,24047,7204,17903,21647,22623,23631
120,8097,8097,8496,7024,17711,22223,23327,23407,7208,17759,22015,23391,23519
121,9494,9494,9123,7096,17055,21023,23871,23871,7256,17311,21055,23247,23999
122,7965,7965,8083,7076,17423,20799,23375,23999,7228,17791,20975,23279,23887
123,8682,8682,8992,7340,16895,21759,23439,24047,7668,17183,21023,23839,23855
124,9590,9590,8834,7280,16911,19999,23663,24655,7460,17151,20687,23199,24207
125,8327,8327,8620,7096,17455,21183,23791,24191,7228,17807,20431,23647,24255
126,8436,8436,8838,7032,16959,21743,23759,24447,7292,17231,21647,23519,24047
127,8736,8736,8390,7236,17535,20559,23711,23727,7720,17711,20783,23535,24159
128,8125,8125,8943,7224,17535,21727,23631,24335,7416,18031,21503,23871,24015
129,9746,9746,8868,7232,17167,19999,23023,23631,7424,17535,20751,23471,24031
130,7911,7911,8545,7060,17295,21263,23119,23695,7196,17839,20671,23279,23423
131,8834,8834,8776,7152,17311,20783,23103,23743,7372,17775,21135,23887,23935
132,9544,9544,8707,7208,17231,21935,23087,23695,7384,17647,21807,23151,23631
133,7785,7785,8549,7252,17119,20255,23679,23679,7300,17247,21503,23727,24303
134,8690,8690,8876,7240,17183,22079,24239,24255,7708,17359,20911,24015,24127
135,9098,9098,8192,7284,17183,20287,23775,24447,7484,17327,21359,24223,24591
136,8396,8396,8964,7168,17759,22063,23871,24415,7160,17631,21743,23407,24703
137,8539,8539,8782,7452,17647,22527,23823,24383,7688,17775,21567,23359,23935
138,9127,9127,8763,7616,17455,21855,23647,23727,7512,17855,21791,23087,23759
139,8253,8253,8749,7536,17519,20031,23087,23647,7516,17775,21407,23535,23711
140,8403,8403,8395,7640,18047,22319,23647,24191,7696,17903,19999,23439,23727
141,8745,8745,8912,7880,17439,21519,23503,23583,7680,17775,21983,23999,24287
142,9285,9285,9136,8028,17247,21455,22591,23855,8312,17391,21023,22527,23135
143,9882,9882,8987,7912,16559,19583,22543,22591,7736,17247,20223,22991,23423
144,8697,8697,8871,8020,17023,20719,23135,23695,8224,17391,20639,23295,23631
145,8922,8922,8974,7776,16943,20703,23087,23743,7592,16943,20991,23151,23327
146,8655,8655,9025,7724,16911,21247,23071,23631,7744,16863,20911,23055,23903
147,8814,8814,8595,7568,16847,19951,22447,23679,7492,16703,20735,22911,23039
148,8802,8802,8952,7364,16863,21135,23007,23039,7340,16943,20319,22863,23423
149,8266,8266,8808,7600,16799,21695,22927,23567,7640,17135,21887,22831,23359
150,10006,10006,8482,7336,16207,19695,22367,22943,7188,16511,20127,23071,23279
151,7910,7910,9069,7244,16783,20255,22911,23519,7556,16527,20447,23247,23615
152,9178,9178,9197,7368,16655,20303,22863,23375,7548,17263,20351,22959,23839
153,8994,8994,8928,7448,17151,20847,22591,22607,7524,17055,20127,22943,23487
154,9425,9425,8945,7456,17231,20719,23119,23663,7528,17279,20719,22847,24015
155,8839,8839,8881,7464,16591,18879,22511,22543,7440,16591,19823,22687,23279
156,8659,8659,8334,7492,16495,20623,23119,23887,7564,16719,19119,22767,23759
157,8171,8171,8429,7216,16295,19247,22623,22639,7176,17055,20399,22287,22719
158,8304,8304,8883,7248,16959,20991,22671,23263,7672,17295,21007,23151,23359
159,9350,9350,9031,7320,16543,19727,22687,23855,7792,17183,20223,22959,23087
160,7712,7712,7771,7272,17743,21023,23359,23887,7552,17503,20863,23551,24207
161,8414,8414,8456,7512,17183,21135,22463,22559,7968,17567,21279,22671,22959
162,8692,8692,8965,8012,17023,21375,23119,23151,8052,17199,21263,23119,23343
163,8847,8847,8851,7888,16447,20959,22607,23727,8200,17135,20143,22927,23519
164,9227,9227,8599,8064,16975,20511,22655,23199,8168,16767,20719,23663,24191
165,7807,7807,8404,8312,17087,21167,22335,23759,8648,17487,21103,22735,23375
166,8883,8883,8973,8256,17007,21695,22879,23407,8264,17583,21935,23375,23887
167,9500,9500,8994,8592,16911,19855,22831,22863,8488,16607,20223,22991,23551
168,8616,8616,8465,8728,16895,20431,22879,23359,8536,17007,20415,23103,23663
169,8513,8513,8955,8424,16863,20335,22735,23343,8560,17199,20655,22223,22623
170,8412,8412,8796,8128,17391,21455,22639,23151,8192,17231,20431,22863,23279
171,9204,9204,9024,8384,16767,20671,22447,23647,8584,17247,20511,22943,23375
172,8575,8575,8740,8240,17279,21743,23007,23535,8504,17423,20927,22239,23903
173,9493,9493,8771,8208,16767,20079,21775,22319,8504,16575,20175,22399,22575
174,9004,9004,9091,8240,16527,20623,22815,23391,8528,16991,20463,22943,23199
175,8380,8380,8695,8304,16879,20639,21759,22239,8584,16927,20767,21855,22383
176,8723,8723,8839,8352,16103,20543,22191,22799,8752,16199,19631,21663,22223
177,9070,9070,9080,8528,16159,20927,21759,22287,8592,16399,20639,22463,22591
178,9421,9421,9070,8264,16231,20175,22319,22783,8416,16895,18159,22815,23087
179,9341,9341,9381,8008,16655,20047,21887,22463,7864,16255,20543,21631,22079
180,8617,8617,8661,7956,16167,19887,21727,21743,7908,16207,19839,22159,22703
181,8995,8995,8679,8192,15991,19039,21151,22303,8424,16479,20271,21311,22783
182,8508,8508,8996,7864,16015,20671,21615,22111,8164,16943,20415,21679,21887
183,9640,9640,9069,7760,16063,18927,21855,21887,8288,15471,19199,22063,22143
184,8659,8659,8671,7724,16023,20095,22415,22447,7624,15935,19903,22223,22671
185,8225,8225,8926,7492,16239,20735,21935,22479,7536,16735,19663,22527,22927
