TimeElapsed (s),MessageSentCount,MessageSentThroughput (KB/s),MessageReceivedCount,PublishLatencyMinValue (ms),PublishLatencyValueAtPercentile50 (ms),PublishLatencyValueAtPercentile75 (ms),PublishLatencyValueAtPercentile95 (ms),PublishLatencyValueAtPercentile99 (ms),EndToEndLatencyMinValue (ms),EndToEndLatencyValueAtPercentile50 (ms),EndToEndLatencyValueAtPercentile75 (ms),EndToEndLatencyValueAtPercentile95 (ms),EndToEndLatencyValueAtPercentile99 (ms)
1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7009,7009,9069,6,340,488,639,655,667,998,1228,1430,145791
3,9115,9115,8661,650,1060,1315,1465,1503,1215,1892,2149,2367,2417
4,8981,8981,8939,1477,1933,2147,2343,2417,1435,2197,2473,2845,3053
5,9060,9060,8915,2416,2877,3143,3293,3317,2434,2917,3157,3373,3419
6,8972,8972,9239,3326,3821,4051,4259,4279,3434,3903,4163,4375,4419
7,8534,8534,9008,4208,4663,4907,5167,5195,4244,4899,5155,5391,5427
8,8440,8440,8244,4284,5423,5663,5951,6135,4428,5823,6119,6367,6395
9,8871,8871,8711,4372,6251,6559,6879,6903,4432,6803,7067,7371,7423
10,8635,8635,8954,4560,7075,7359,7579,7739,4576,7519,7931,8247,8359
11,9928,9928,9178,4992,7275,7727,8067,8139,5112,7387,7931,8535,8735
12,8540,8540,9159,4800,7439,7699,8311,8535,5040,7479,8147,8887,9087
13,9200,9200,9161,4768,7283,7899,8535,8791,4892,7475,8047,8567,8783
14,8710,8710,8231,4884,7375,7751,8567,8631,4812,7947,8439,8919,9167
15,9011,9011,9195,4892,7451,7979,8367,8575,4716,7935,8431,8743,8943
16,8605,8605,8721,4944,7419,7867,8783,9007,5088,7539,8095,8919,9159
17,8749,8749,8868,4988,7395,7875,8535,8735,5040,7491,8175,8847,9071
18,8835,8835,8728,5000,7203,7815,8479,8711,5128,7803,8255,8639,8855
19,8773,8773,8886,4768,7503,7839,8607,8759,4820,7719,8287,9047,9279
20,8813,8813,8801,5004,7303,7947,8767,8935,4960,7479,8351,9231,9391
21,9095,9095,8881,5020,7503,8015,8863,8919,4928,7683,8575,9575,9631
22,9247,9247,9142,4992,7291,7963,8671,8839,4992,7739,8503,9119,9311
23,8403,8403,8891,4972,7487,7955,8791,8807,4900,7851,8375,9167,9511
24,8869,8869,8872,5208,7471,7911,8623,8847,5064,7563,8479,9071,9319
25,9293,9293,8262,5000,7307,7943,8863,8887,5204,7347,8091,9471,9567
26,8792,8792,9668,4884,7335,7871,8767,8991,4992,7655,8311,9063,9295
27,8702,8702,8544,4892,7475,7771,8727,8767,5144,7987,8511,9111,9311
28,8258,8258,8469,4956,7423,7999,8687,8935,4884,7531,8179,8831,9031
29,8787,8787,8537,5200,7387,7943,8591,8743,5068,7751,8359,9167,9415
30,8121,8121,8567,5008,7431,8011,8903,9039,5244,7655,8367,9103,9607
31,8646,8646,8440,5208,7575,7947,8975,9031,5204,7767,8367,9135,9335
32,9267,9267,9000,5372,7675,8071,8991,9223,5336,7907,8575,9719,9791
33,8984,8984,9122,5132,7399,7959,9015,9039,5388,7691,8327,9271,9639
34,9011,9011,8961,4960,7407,8043,8767,8999,5092,7691,8343,9223,9415
35,8525,8525,8721,5000,7343,7847,8871,9031,5004,7783,8391,9375,9647
36,9029,9029,8847,4940,7495,7783,9087,9111,5112,7499,8287,9183,9279
37,8679,8679,9022,4920,7231,7735,8887,9071,4988,7611,8423,9503,9671
38,8580,8580,8380,5008,7247,7951,9055,9111,5432,7787,8279,8975,9175
39,8824,8824,8817,5260,7443,7919,8535,8751,5132,7519,8431,9175,9383
40,8447,8447,8271,5296,7483,7975,8735,8951,5308,7699,8343,9015,9527
41,8662,8662,8883,5308,7547,8199,8911,9127,5512,7771,8455,9191,9367
42,8772,8772,8612,5548,7407,8043,8927,8943,5344,7859,8695,9567,9655
43,8677,8677,8696,5332,7643,8279,8823,9039,5300,8123,8559,9143,9487
44,8476,8476,8730,5324,7695,8123,8751,8943,5520,8015,8607,9063,9295
45,9164,9164,9288,5328,7663,8159,8719,8927,5336,7959,8423,8911,9495
46,9639,9639,9185,5240,7583,8087,8567,8783,5216,8051,8591,9143,9343
47,8265,8265,8361,5264,7579,8055,8767,8831,5376,7831,8255,8783,9015
48,8432,8432,8770,5296,7599,8087,8855,8871,5440,7799,8383,9199,9431
49,8609,8609,8334,5700,7623,8271,8855,8871,5792,7751,8327,9135,9503
50,8471,8471,8653,5464,7619,8075,8727,8983,5740,7823,8471,9207,9375
51,9484,9484,8963,5516,7607,8287,8975,8983,5656,8207,8743,9527,9615
52,8257,8257,8939,5528,7719,7991,8711,8927,5524,7959,8527,9183,9391
53,9054,9054,8912,5540,7979,8223,8951,8967,5368,7903,8423,9279,9639
54,8918,8918,8818,5488,7619,8255,8847,9055,5552,7743,8407,9175,9415
55,9175,9175,8825,5400,7775,8247,9087,9311,5692,8091,8815,9551,9767
56,8709,8709,8922,5380,7723,8183,8999,9031,5324,7955,8519,9263,9463
57,9247,9247,8952,5368,7687,8143,8767,8967,5480,8007,8767,9535,9783
58,8460,8460,8806,5616,7675,8127,8911,9151,5632,7547,8239,9055,9599
59,8939,8939,8972,5608,7451,8107,8759,8991,5548,7871,8391,9167,9375
60,7352,7352,7383,5580,7823,8175,8743,8767,5668,8143,8639,9199,9551
61,8493,8493,8431,5640,7895,8327,8983,9023,5808,8155,8623,8991,9143
62,8978,8978,8775,5676,7963,8399,8767,8983,5736,8223,8679,9239,9343
63,8849,8849,9061,5696,8071,8447,8935,8967,6088,8215,8663,9295,9487
64,8109,8109,8172,5660,8027,8511,8983,8983,5776,8199,8903,9559,9799
65,7899,7899,7906,5816,8119,8615,8983,9167,5792,8439,8927,9287,9527
66,8964,8964,8704,5632,7955,8583,9231,9431,5972,8311,8783,9231,9503
67,8000,8000,8150,5824,8135,8607,9031,9287,5676,8231,8727,9679,9895
68,7868,7868,8088,5728,8351,8615,9303,9455,5716,8575,9079,9423,9655
69,8839,8839,8079,5796,8151,8687,9527,9551,6144,8551,9239,9871,10135
70,8108,8108,8695,5768,8151,8615,9367,9607,5840,8431,9143,9799,10023
71,7905,7905,7960,5772,8223,8839,9439,9647,5568,8519,9007,9543,9775
72,8291,8291,8185,5876,8279,8967,9703,9791,6060,8727,9407,10031,10311
73,8520,8520,8348,6060,8471,8991,9615,9831,6048,8495,9127,9735,9959
74,8870,8870,8975,5796,8223,8895,9503,9543,5768,8375,8903,10159,10207
75,9094,9094,8712,5720,8415,8871,9567,9607,5872,8719,9255,9991,10143
76,9580,9580,9447,5564,8111,8703,9151,9303,5576,8255,9071,9671,9847
77,8526,8526,9356,5672,8179,8583,9031,9183,5816,8367,8759,9215,9415
78,8730,8730,8290,5684,8099,8607,8879,9079,5748,8535,9039,9543,9727
79,8775,8775,9115,5600,7915,8423,8983,9151,5440,8179,8799,9287,9583
80,8863,8863,9023,5388,7787,8527,9079,9111,5580,8095,8711,9199,9367
81,8245,8245,8275,5656,7911,8263,8855,9015,5516,7903,8655,9263,9575
82,9071,9071,8697,5788,7739,8495,9039,9223,5956,8019,8567,9167,9375
83,7700,7700,7728,5808,7815,8503,9007,9111,5920,8375,9039,9471,9695
84,8416,8416,8487,5924,8039,8647,9271,9287,6128,8199,8927,9463,9607
85,8640,8640,8584,5968,8231,8783,9271,9479,5864,8679,9263,9799,10039
86,9214,9214,9159,5932,7995,8679,9207,9383,5996,9759,0,0,0
87,8231,8231,8598,5836,8147,8655,9351,9383,6100,8231,8767,9839,10087
88,8099,8099,8042,5888,8255,8743,9247,9487,6112,8487,9055,9679,9903
89,8777,8777,8431,5676,8319,9015,9463,9495,6056,8543,9151,9967,10207
90,8194,8194,8224,5852,8287,9007,9535,9791,5776,8311,8903,9871,10087
91,8158,8158,8536,5904,8311,8831,9583,9639,5740,8407,9127,10103,10319
92,8687,8687,8390,5940,8263,8775,9527,9743,6188,8775,9255,9767,10447
93,8549,8549,8734,6024,8295,8767,9455,9671,6108,8511,9111,9703,9903
94,8651,8651,8570,5928,8271,8935,9447,9655,5796,8415,9191,10031,10271
95,8800,8800,8482,5660,8359,8815,9191,9671,5956,8655,9175,9711,9951
96,8480,8480,9015,5824,8255,8831,9215,9383,6332,8407,9039,9703,9847
97,8531,8531,8231,6024,8279,8751,9375,9415,6272,8407,9383,9927,9975
98,8943,8943,8543,5772,8007,8743,9167,9359,5976,8711,9167,9583,9687
99,8846,8846,9142,5764,8151,8647,9295,9519,6100,8407,8847,9367,9503
100,9722,9722,9412,5728,8095,8567,8879,9055,5752,8471,9015,9575,9751
101,8481,8481,8792,5652,8155,8535,9039,9231,5872,8415,8839,9271,9439
102,8535,8535,8325,5740,8087,8679,9015,9247,5580,8511,9015,9695,9935
103,9238,9238,8815,5676,8263,8735,9095,9263,5776,8415,9015,9599,9815
104,9279,9279,10055,5832,8035,8463,8807,8967,6056,8407,8831,9199,9431
105,8764,8764,8786,5644,7843,8367,8847,9071,5772,8011,8591,9135,9647
106,8956,8956,8831,5860,7811,8327,8735,8919,6116,7907,8431,9183,9431
107,8526,8526,8437,5924,7851,8343,8815,8999,6004,8127,8647,9447,9639
108,8160,8160,8499,5960,8167,8511,8871,9055,5796,8351,8759,9183,9263
109,8666,8666,8504,5976,8075,8687,9023,9127,6192,8335,8943,9471,9703
110,7690,7690,7676,6040,8047,8559,9263,9415,6188,8271,8799,9903,10151
111,7951,7951,7802,5972,8207,8751,9215,9239,6456,8319,9015,9623,9879
112,8242,8242,8569,6316,8455,8903,9271,9431,6512,8871,9447,10047,10255
113,9049,9049,8946,6308,8399,8959,9463,9503,6436,8727,9303,9847,9967
114,9010,9010,9032,6244,8639,9031,9423,9615,6080,8791,9191,9631,9727
115,8548,8548,8345,6060,8631,9095,9431,9583,6464,8863,9423,9927,10023
116,8383,8383,8401,6164,8655,9095,9463,9671,6148,8791,9239,9711,9887
117,8185,8185,8343,6060,8615,9295,9575,9791,6096,8703,9271,10095,10351
118,9058,9058,9002,5972,8535,9087,9679,9775,5992,9127,9503,9887,9999
119,8533,8533,8470,6000,8463,8919,9423,9655,6200,8767,9495,10119,10287
120,8820,8820,9019,6060,8359,8943,9575,9607,6120,8479,9119,9879,9951
121,6592,6592,6618,6232,8239,8983,9359,9551,6608,8735,9167,9551,9679
122,8404,8404,8267,6348,8815,9303,9679,9903,6544,9087,9495,10191,10327
123,8886,8886,8822,6276,8687,9111,9455,9887,6172,8783,9519,10039,10119
124,8507,8507,8672,6272,8687,9183,9519,9695,6436,9135,9703,10143,10351
125,8585,8585,8632,6296,8663,9111,9551,9615,6260,9223,9615,9959,10079
126,8765,8765,8551,6296,8615,9103,9543,9567,6192,8975,9415,9839,10063
127,7686,7686,7726,6236,8767,9103,9583,9615,6432,9095,9543,10167,10207
128,8741,8741,8618,6160,8775,9239,9511,9711,6404,9127,9615,9959,10039
129,8709,8709,8896,6120,8775,9215,9671,9831,6108,9215,9671,10103,10335
130,8529,8529,8610,6168,8727,9199,9647,9687,6280,8919,9447,9847,10095
131,9116,9116,8647,6144,8455,8911,9223,9255,5992,8719,9127,9471,9631
132,8429,8429,8863,6132,8503,8935,9383,9471,6324,8791,9463,10055,10167
133,8792,8792,8418,5816,8455,9071,9303,9527,6040,8703,9191,9607,9783
134,8662,8662,9027,5980,8463,8927,9487,9527,5964,8655,9263,10055,10279
135,8611,8611,8440,5996,8639,9015,9447,9719,5856,9071,9495,9807,9959
136,8937,8937,8455,5996,8551,8847,9423,9631,6064,8679,9111,9519,9727
137,7871,7871,8763,5996,8319,8863,9335,9535,5964,8583,9199,9799,10039
138,8915,8915,8496,6048,8383,8991,9207,9431,5928,8751,9111,9543,9719
139,8238,8238,8348,6112,8623,8975,9431,9447,6144,8631,9231,10023,10247
140,8773,8773,8860,6108,8471,9111,9487,9679,6088,8671,9151,9703,9935
141,8698,8698,8704,6184,8479,8799,9215,9519,6300,8871,9215,9519,9791
142,9811,9811,9244,6124,8535,8823,9087,9327,6336,8791,9231,9703,9879
143,8153,8153,8784,6028,8327,8839,9351,9399,6248,8471,8903,9535,9607
144,8918,8918,8477,6216,8359,8983,9431,9447,6192,8767,9255,9927,9999
145,8963,8963,8960,5908,8343,8847,9287,9511,6104,8911,9335,9783,10007
146,9242,9242,9342,6100,8247,8735,9455,9511,6008,8575,9255,9783,10007
147,8644,8644,8825,5860,8223,8687,9015,9159,6088,8399,9071,9567,9759
148,8043,8043,8010,6128,8415,8775,9231,9439,6092,8687,9319,10031,10247
149,8928,8928,8745,6200,8239,8871,9143,9439,6016,8823,9287,9711,9887
150,8760,8760,9097,5960,8439,8879,9143,9367,6144,8527,8951,9319,9591
151,9327,9327,9225,5928,8439,8887,9239,9439,6224,8743,9175,9655,9879
152,8904,8904,9137,5924,8399,8855,9247,9455,6128,8823,9247,9615,9799
153,8865,8865,8545,6136,8351,8631,8911,8927,6064,8663,9087,9511,9655
154,8886,8886,8657,6124,8207,8791,9119,9295,6004,8447,8887,9487,9711
155,8788,8788,9010,5856,8431,8791,9095,9319,6336,8631,9023,9375,9439
156,9037,9037,9125,5868,8151,8687,9015,9231,6036,8831,9207,9679,9727
157,9718,9718,9319,5888,8287,8743,9231,9479,6024,8359,9167,9599,9799
158,8757,8757,8938,6016,8255,8695,9119,9367,6148,8655,9255,9767,9983
159,9089,9089,8868,6032,8327,8815,9111,9287,6076,8535,9031,9551,9695
160,9232,9232,9541,5732,8035,8519,8927,9127,5928,8455,9015,9663,9831
161,8510,8510,8610,6000,8263,8727,9167,9215,5880,8447,8943,9447,9519
162,8725,8725,8781,6020,8255,8727,9055,9255,6012,8951,9383,9759,9951
163,8331,8331,8410,5856,8083,8559,9111,9327,5732,8559,9031,9551,9663
164,9168,9168,8829,6208,8131,8695,9063,9319,6132,8535,8911,9295,9399
165,8680,8680,8772,6204,8187,8775,9127,9351,6048,8399,8927,9591,9807
166,9018,9018,8857,6224,8239,8743,9391,9399,6484,8623,9287,9999,10215
167,8346,8346,8711,6220,8223,8903,9295,9503,6412,8415,9015,9647,9927
168,8713,8713,8623,6012,8439,8935,9343,9527,6248,8727,9159,9455,9551
169,8976,8976,8739,6004,8503,8983,9567,9631,6392,8975,9543,9919,10095
170,8573,8573,8870,6220,8511,8999,9687,9847,6088,8663,9495,10215,10423
171,8653,8653,8535,5996,8503,8983,9439,9687,6028,8727,9351,10359,10495
172,8818,8818,8697,6180,8471,8975,9655,9671,6420,8759,9279,9863,10095
173,8656,8656,8824,6004,8519,9175,9423,9599,6448,8575,9239,10119,10343
174,8526,8526,8492,6260,8335,8991,9639,9695,6280,8519,9175,10023,10095
175,8577,8577,8620,6256,8591,9119,9703,9711,6496,8839,9415,10071,10263
176,8433,8433,8112,6544,8631,9063,9743,9783,6492,8863,9535,10159,10463
177,8542,8542,8994,6540,8623,9239,9511,9679,6436,8887,9463,10111,10287
178,8895,8895,8572,6580,8663,9119,9687,9711,6836,8967,9431,10191,10519
179,8983,8983,8856,6572,8695,9087,9359,9487,6992,8671,9199,9663,9807
180,8321,8321,8169,6584,8655,9015,9487,9719,6684,8735,9303,10151,10383
181,7739,7739,8300,6372,8703,9135,9503,9759,6116,8791,9343,9839,10079
182,8232,8232,7878,6428,8799,9287,9647,9831,6432,9079,9831,10287,10327
183,8690,8690,8915,6464,8831,9295,9831,9855,6904,8935,9607,10231,10567
184,8588,8588,8472,6872,8775,9311,9607,9727,7024,9183,9663,10159,10319
185,9003,9003,8759,6656,8767,9263,9711,9767,6964,8903,9431,10223,10559
186,8824,8824,9112,6640,8775,9199,9447,9671,6880,9031,9791,10279,10399
187,9193,9193,9361,6284,8671,9255,9671,9695,6184,9271,9751,10159,10495
188,8475,8475,8672,6508,8631,9151,9663,9679,6344,8983,9575,10095,10287
189,8907,8907,8439,6396,8679,9151,9719,9879,6568,8911,9879,10487,10679
190,8895,8895,8923,6384,8447,9111,9559,9887,6740,8895,9359,9879,10007
191,9124,9124,9273,6580,8495,8911,9543,9727,6364,8823,9247,9583,9687
192,8580,8580,8643,6168,8479,8935,9359,9543,6552,8735,9239,9727,9951
193,8497,8497,8264,6376,8463,8951,9359,9367,6468,8503,8895,9343,9583
194,8772,8772,8863,6224,8471,8887,9375,9607,6124,8855,9407,9927,10143
195,8730,8730,8690,6224,8503,8911,9391,9607,6052,8751,9183,9735,9807
196,9106,9106,9044,6392,8303,9023,9631,9663,6476,8631,9375,9999,10191
197,8660,8660,8602,6396,8487,8975,9503,9743,6624,8687,9199,9847,10063
198,8507,8507,8807,6444,8503,8919,9343,9511,6560,8807,9223,9607,9799
199,9090,9090,9192,6428,8463,8959,9583,9775,6336,8959,9511,10103,10335
200,9106,9106,8823,6124,8471,9119,9759,9815,6556,9055,9567,10207,10295
201,8731,8731,8997,6312,8463,8911,9671,9911,6468,8623,9279,10479,10687
202,8798,8798,8630,6312,8175,8863,9671,9703,6628,8455,9079,9863,10087
203,9157,9157,8780,6328,8383,9031,9511,9679,6428,8775,9327,10215,10407
204,8576,8576,9112,6340,8335,8807,9727,9879,6432,8719,9495,10247,10463
205,8746,8746,8429,6352,8375,8863,9879,10095,6764,8647,9407,10359,10455
206,7944,7944,7788,6428,8463,9119,9903,10127,6488,8687,9439,10591,10855
207,8528,8528,8785,6384,8495,9159,9759,9967,6408,8775,9383,10271,10615
208,8277,8277,8232,6488,8591,9191,10007,10047,6432,8823,9335,10023,10239
209,9139,9139,8955,6544,8807,9295,9807,10039,6844,8823,9463,10159,10391
210,9182,9182,9069,6508,8615,9247,9951,10015,6764,9031,9607,10439,10663
211,8917,8917,9005,6348,8751,9031,9927,9943,6624,9039,9559,10143,10351
212,9100,9100,9120,6512,8759,9223,9895,9919,6420,8839,9455,10487,10559
213,8841,8841,9004,6396,8751,9223,9887,10079,6312,9319,9743,10223,10599
214,8980,8980,8890,6276,8447,9175,9639,9855,6204,8823,9663,10159,10367
215,8200,8200,8826,6288,8447,8919,9839,10063,6160,8943,9575,10247,10543
216,9237,9237,8619,6060,8631,9111,9559,9887,6432,8991,9407,9735,9783
217,9049,9049,9148,6328,8319,8983,9567,9759,6416,8399,8935,9455,9623
218,8986,8986,8969,6308,8431,8879,9359,9455,6332,8455,9231,9903,10095
219,8687,8687,8968,6324,8567,9079,9423,9615,6220,8927,9559,10191,10415
220,8656,8656,8179,6348,8415,8831,9463,9623,6440,8775,9367,10047,10303
221,9000,9000,9212,6160,8663,8999,9287,9407,6588,8967,9447,9751,9791
222,8790,8790,8744,6372,8439,9039,9463,9519,6428,8831,9439,10143,10383
223,8564,8564,8883,6352,8695,9159,9695,9711,6432,8999,9495,9943,9991
224,9288,9288,9268,6368,8567,9023,9703,9879,6576,8711,9359,10103,10311
225,8805,8805,8670,6356,8615,9079,9631,9671,6464,8847,9535,10119,10471
226,7895,7895,8056,6436,8503,9063,9671,9903,6364,8935,9303,9831,10055
227,7850,7850,7876,6456,8663,9167,9671,9783,6400,9031,9615,10335,10391
228,8602,8602,8463,6556,8839,9263,9927,9943,6432,8959,9503,10087,10311
229,8626,8626,8378,6584,8703,9519,9935,10151,6816,9015,9959,10567,10751
230,8759,8759,9031,6656,8687,9303,9967,10143,6800,9175,9759,10247,10599
231,9029,9029,8831,6648,8871,9151,9695,9959,6616,9039,9511,9903,10143
232,8849,8849,9097,6444,8767,9327,9695,9863,6800,9143,9663,10199,10415
233,8055,8055,7685,6600,8975,9303,9903,9999,6484,8879,9567,10167,10447
234,7947,7947,8177,6616,9087,9519,10119,10311,6524,9615,9951,10375,10407
235,8914,8914,9090,6624,8919,9607,9887,10095,6508,9303,10063,10623,10895
236,8979,8979,8560,6552,8687,9487,9991,10055,6644,9031,9639,10111,10439
237,8677,8677,9089,6604,8703,9351,9679,9879,6548,9071,9559,10215,10423
238,9304,9304,8561,6572,8759,9319,9855,9879,6508,9223,9695,10143,10455
239,8789,8789,9476,6500,8799,9279,9847,10055,6568,8855,9311,9911,10039
240,9083,9083,9025,6336,8551,9207,9631,9799,6440,9015,9655,10175,10327
241,7873,7873,8011,6348,8591,9311,9975,9991,6592,9159,9647,10167,10335
242,7727,7727,7769,6400,8503,9039,10199,10223,6580,8751,9703,10727,10959
243,8835,8835,8388,6288,8839,9463,10063,10279,6636,9047,9943,10519,10735
244,8766,8766,8829,6504,8839,9327,9879,9911,6544,9239,9671,10047,10231
245,8520,8520,8738,6520,8839,9295,9727,9887,6908,8847,9519,10191,10399
246,8874,8874,8750,6600,8679,9311,9943,9967,6608,8751,9239,10031,10111
247,8400,8400,8527,6644,8903,9327,9935,9959,6548,9447,9887,10367,10423
248,8702,8702,8696,6392,8951,9503,9911,10159,6716,9135,9879,10575,10799
249,8987,8987,8869,6468,8839,9351,9959,9983,6328,9023,9559,9959,10095
250,8375,8375,8207,6252,8999,9383,9807,10055,6528,9167,9663,10159,10391
251,7431,7431,7746,6684,9023,9511,9879,9887,6808,8975,9511,10223,10471
252,9005,9005,9053,6828,8951,9495,9855,10087,6968,9391,9735,10207,10343
253,9100,9100,9160,6572,8839,9343,9671,9687,6872,9279,9807,10223,10447
254,8740,8740,8641,6340,8887,9311,9903,9991,6588,9199,9711,10135,10311
255,8371,8371,8446,6504,8703,9367,9791,9991,6956,9127,9871,10455,10679
256,8496,8496,8354,6600,8503,9287,9783,9991,6892,9319,9799,10103,10271
257,8357,8357,8593,6824,8927,9391,10031,10055,6640,9079,9615,10071,10239
258,8843,8843,8311,6696,9159,9447,9863,9887,6580,9431,9927,10407,10471
259,8853,8853,8881,6548,8951,9447,10047,10231,6904,9495,9903,10247,10471
260,8557,8557,8770,6760,8623,9327,9975,9999,6904,9279,9855,10647,10727
261,9107,9107,9323,6760,8799,9231,9935,9991,6828,8991,9543,10031,10239
262,8406,8406,8171,6508,8631,9191,9911,10119,6744,9047,9511,10239,10415
263,8570,8570,8328,6504,8855,9279,9999,10255,6704,9055,9615,10679,10887
264,8565,8565,8827,6476,8823,9311,10015,10247,6824,8911,9263,10095,10607
265,9178,9178,9121,6456,8615,9391,9831,10039,6764,9079,9527,10207,10423
266,8971,8971,8749,6612,8719,9351,10047,10231,6660,9079,9847,10615,10847
267,9082,9082,9167,6284,8719,9159,9863,10095,6508,9071,9527,10015,10439
268,8306,8306,8504,6540,8711,9279,9879,10111,6580,9199,9703,10151,10343
269,9497,9497,9392,6284,8695,9079,9983,10167,6516,8855,9567,10519,10783
270,8976,8976,8502,6236,8519,9031,9919,10119,6564,8687,9279,10207,10295
271,8619,8619,9124,6212,8423,8991,9839,10071,6516,9007,9663,10479,10695
272,8329,8329,8672,6468,8639,8911,9799,9831,6392,8855,9295,9759,9983
273,8746,8746,8495,6296,8695,9167,9615,9847,6580,8719,9375,10191,10415
274,8431,8431,8584,6488,8495,9071,9743,9831,6568,8823,9367,10079,10295
275,8954,8954,8588,6412,8583,9167,9727,9927,6484,9119,9567,9895,9943
276,9183,9183,9101,6472,8759,9079,9511,9727,6436,9063,9559,9983,10223
277,8620,8620,8967,6700,8511,9199,9759,9767,6524,8887,9319,9839,9927
278,8999,8999,9018,6480,8711,9151,9631,9743,6916,8855,9415,10175,10367
279,8644,8644,8535,6636,8559,9215,9663,9911,6788,9159,9575,9951,10055
280,9107,9107,8926,6568,8551,8999,9647,9807,6728,8975,9471,10063,10279
281,8876,8876,9078,6360,8719,8999,9639,9663,6628,9087,9527,9943,10015
282,8702,8702,8606,6600,8487,8951,9671,9895,6548,8783,9463,10207,10399
283,9347,9347,9390,6340,8583,9151,9615,9815,6344,8767,9279,10055,10615
284,8747,8747,8848,6352,8391,8999,9615,9831,6260,8727,9175,9679,9943
285,8953,8953,8923,6348,8591,9007,9703,9903,6432,8543,9287,10119,10311
286,8868,8868,8754,6284,8583,9039,9903,9943,6596,8839,9375,9983,10487
287,8647,8647,8580,6288,8551,9031,9903,9959,6516,8631,9103,10111,10319
288,8153,8153,8433,6564,8431,9087,9871,10023,6660,8727,9223,10511,10743
289,8794,8794,8651,6560,8655,9335,10087,10111,6624,9247,9719,10343,10415
290,9409,9409,9271,6568,8615,9103,9927,10111,6476,9039,9655,10599,10823
291,9205,9205,9413,6496,8567,9103,10079,10103,6792,8903,9335,10015,10455
292,9358,9358,9259,6280,8527,9031,9703,9719,6644,8775,9263,10127,10327
293,9051,9051,9143,6472,8391,8871,9751,9959,6528,8719,9351,9991,10183
294,8630,8630,8947,6436,8495,8943,9511,9743,6336,8863,9327,9711,9895
295,8753,8753,8620,6192,8543,8999,9559,9775,6260,8695,9199,10015,10239
296,9099,9099,8721,6260,8423,8991,9783,9807,6432,8695,9207,9799,9999
297,8250,8250,8491,6312,8439,8887,9359,9583,6388,8807,9375,10223,10399
298,8823,8824,9033,6396,8511,8975,9543,9591,6432,9039,9519,10063,10263
299,9228,9227,8672,6424,8591,8959,9375,9727,6472,9095,9455,9831,9911
300,8573,8573,8971,6420,8671,9103,9639,9847,6632,8775,9439,10119,10343
301,9027,9027,8846,6416,8479,9079,9735,9927,6536,8951,9623,10119,10527
302,8723,8723,8805,6348,8471,8927,9815,10023,6660,8855,9583,10175,10383
303,7219,7219,7324,6452,8887,9439,10007,10095,6596,9143,9599,10199,10567
304,8459,8459,8119,6548,8719,9359,10239,10311,6432,9303,9695,10247,10423
305,8207,8207,8688,6624,8879,9391,10247,10263,6432,9183,9839,10703,10887
306,9137,9137,8683,6676,8959,9615,10207,10231,6820,9007,9695,10415,10503
307,8615,8615,8816,6868,8919,9567,9911,10095,6772,9455,9983,10575,10807
308,9027,9027,9110,6700,8911,9343,9831,10031,7152,9239,9799,10279,10455
309,9586,9586,9291,6652,8711,9343,9759,9959,6548,9159,9735,10591,10695
310,9256,9256,8969,6576,8879,9351,9863,9919,6660,8831,9279,10191,10415
311,8000,8000,8546,6576,8855,9199,9615,9639,6516,8935,9711,10255,10447
312,9136,9136,9244,6384,8727,9207,9759,9791,6384,9311,9679,10151,10495
313,9512,9512,9428,6348,8711,9055,9431,9639,6580,8951,9375,9719,9871
314,9273,9273,9451,6468,8543,8967,9287,9319,6696,8639,9239,9743,9903
315,9242,9242,8995,6424,8479,8919,9183,9223,6580,8975,9407,9751,9935
316,9886,9886,9812,6152,8591,8807,9071,9143,6472,8831,9351,9767,9823
317,9124,9124,9155,6304,8183,8783,9143,9327,6352,8271,8783,9207,9463
318,8757,8757,8727,6296,8367,8615,9239,9439,6272,8751,9207,9695,9919
319,8853,8853,9034,6320,8191,8663,9287,9503,6356,8463,9287,9919,10071
320,9119,9119,8970,6140,8311,8879,9351,9559,6260,8743,9183,9687,9911
321,8632,8632,8649,6360,8279,8759,9551,9567,6196,8671,9103,9623,9719
322,8995,8995,9033,6396,8399,9023,9551,9671,6432,8567,9511,9983,10191
323,9550,9550,8896,6452,8391,8855,9543,9687,6524,8759,9423,10183,10255
324,8892,8892,9494,6440,8239,8807,9543,9775,6304,8559,9103,9879,10439
325,9010,9010,8994,6228,8335,8911,9607,9823,6400,8847,9367,10151,10359
326,9366,9366,9058,6464,8487,8951,9599,9775,6284,8639,9231,9807,10007
327,8732,8732,8784,6224,8255,8895,9615,9623,6480,8487,9471,10199,10383
328,9360,9360,9334,6416,8487,8911,9767,9799,6628,8623,9263,10167,10519
329,9209,9209,9321,6204,8423,8911,9575,9791,6520,8671,9335,10231,10415
330,9069,9069,9204,6224,8391,8847,9447,9687,6592,8751,9255,10063,10463
331,8909,8909,8994,6344,8423,8919,9367,9551,6484,9031,9447,9847,9919
332,9238,9238,9004,6208,8591,8911,9559,9615,6600,8831,9511,10167,10231
333,8907,8907,9063,6212,8255,8919,9431,9655,6388,8887,9367,9863,10071
334,9035,9035,8878,6204,8415,8879,9439,9655,6432,8767,9391,10151,10383
335,8166,8166,8365,6280,8503,8895,9655,9799,6520,8743,9399,9871,10103
