TimeElapsed (s),MessageSentCount,MessageSentThroughput (KB/s),MessageReceivedCount,PublishLatencyMinValue (ms),PublishLatencyValueAtPercentile50 (ms),PublishLatencyValueAtPercentile75 (ms),PublishLatencyValueAtPercentile95 (ms),PublishLatencyValueAtPercentile99 (ms),EndToEndLatencyMinValue (ms),EndToEndLatencyValueAtPercentile50 (ms),EndToEndLatencyValueAtPercentile75 (ms),EndToEndLatencyValueAtPercentile95 (ms),EndToEndLatencyValueAtPercentile99 (ms),masternode
26,8396,8396,8672,12104,18063,19055,21391,21823,11968,18591,19375,21839,22319,node0
27,7930,7930,7633,12216,18511,19423,21887,22319,12392,18367,19343,22319,22799,node0
28,8124,8124,8316,12712,17567,19503,22431,22911,12880,17743,19135,23119,23359,node0
29,7869,7869,7803,12792,18575,19023,22063,22095,12408,18207,19359,22399,22847,node0
30,8084,8084,7638,12832,17263,19103,22623,22671,12920,17423,19375,23135,23407,node0
31,7664,7664,7550,12872,18623,19183,22063,23039,12456,18479,19455,21999,22511,node0
32,8083,8083,8732,12816,18639,19631,22559,23055,12456,18415,19439,21647,22831,node0
33,7999,7999,7879,12800,18303,19183,22143,22671,12480,17983,19407,22335,22879,node0
34,7632,7632,7911,12816,19343,19679,23167,23199,12552,18463,20175,22431,23231,node0
35,8194,8194,7260,12832,18447,19903,22799,23343,12592,18591,19743,23007,23519,node0
36,7851,7851,7815,12352,18559,19535,22415,23359,12480,18271,19871,22543,23071,node0
37,6940,6940,7174,12672,18655,19599,22927,22991,12568,18687,19647,23567,23631,node0
38,8138,8138,8229,12688,18639,20047,22319,23455,12696,18975,20063,22591,23167,node0
39,6246,6246,7127,12552,18751,20271,23295,23327,12912,19359,20623,23311,23807,node0
40,7914,7914,7707,13024,18623,19791,22335,23775,12968,18063,20127,23311,23647,node0
41,7888,7888,7520,12592,18783,20303,23359,23855,13016,18975,20719,23887,24367,node0
42,8146,8146,7848,13040,18479,19775,22383,22895,12840,18671,20559,23359,23439,node0
43,8026,8026,7849,12936,18975,20303,22943,23407,12856,18607,20223,22783,24175,node0
44,8348,8348,8815,12888,18847,19487,22703,23167,12928,18943,19695,23327,23759,node0
45,8250,8250,8179,12464,17423,19743,21519,23679,12872,18191,19663,22319,24143,node0
46,7474,7474,7715,12536,18911,19551,22543,22591,12920,18559,19631,22879,23407,node0
47,7634,7634,7664,12440,18575,19967,22047,23103,12008,18655,19807,22383,23791,node0
48,7515,7515,7474,12968,19135,19567,22575,22591,13056,19023,20207,22991,23071,node0
49,7629,7629,7251,13016,18655,19999,23119,23647,13176,18463,19871,22543,23551,node0
50,8023,8023,8051,13464,18671,19679,23215,23311,13136,18815,20255,23039,23455,node0
51,7860,7860,8016,12800,18703,19743,22799,23279,12544,18447,20079,23551,23599,node0
52,7318,7318,7448,13304,19279,20159,23775,23823,13072,18847,20367,22655,24127,node0
53,7409,7409,7465,13384,18111,19311,22367,22895,13104,19007,19935,23199,23455,node0
54,7479,7479,7365,12848,18815,19999,22911,23455,13200,18783,19983,23727,23903,node0
55,8325,8325,8303,12808,19055,19679,23391,23887,12688,19023,19791,24079,24623,node0
56,8067,8067,7926,12840,18591,19663,22799,22879,12664,18815,19903,23711,23759,node0
57,8110,8110,8140,12896,18831,19983,23359,23855,12688,19295,20191,22767,24591,node0
58,7781,7781,7954,13000,18351,19679,22687,22719,12752,18463,19999,23231,23727,node0
59,7910,7910,7781,12464,18847,19423,23167,23647,12312,18367,19807,22719,23183,node0
60,7893,7893,7899,13016,18431,20159,23167,23215,13376,18879,20415,23279,23855,node0
61,7718,7718,7651,12952,17903,19375,21791,23711,12864,18607,20079,22719,22783,node0
62,8499,8499,8523,12856,18847,20143,22751,22799,12936,19087,19599,23215,23279,node0
63,7918,7918,8005,13344,18095,19375,21903,21951,13472,18863,20079,22271,22303,node0
64,7033,7033,7196,13024,19023,20367,22991,23055,13064,18751,19983,22879,23407,node0
65,7752,7752,7761,13040,18031,19679,22495,23487,13080,18575,19935,22959,23455,node0
66,7881,7881,7706,13360,19007,20031,22991,23471,13112,18591,20047,22959,23935,node0
67,7821,7821,7970,13352,17967,20095,22751,22767,13120,18399,20271,23519,23535,node0
68,7353,7353,6891,13088,19007,20063,23279,23759,12728,18607,20095,22975,24111,node0
69,7280,7280,7630,13120,18527,19567,23135,23167,13248,18959,19679,23535,23967,node0
70,8326,8326,7527,13136,19087,19695,23663,24159,13304,18703,20095,22591,24063,node0
71,7284,7284,7979,13616,19007,20223,22559,22607,13336,19247,20351,23199,23311,node0
72,7711,7711,7965,13096,18607,19567,23103,23615,12912,18799,19887,22271,23711,node0
73,7860,7860,7925,13600,18991,19775,23183,23199,12928,18831,20559,23231,23327,node0
74,8231,8231,7941,13016,18495,19407,23647,24111,13384,18287,20015,22223,23711,node0
75,8546,8546,8040,12992,18367,19423,23055,23103,13352,18735,19231,22847,23279,node0
76,7330,7330,8100,12976,18895,19407,22511,23599,12944,18351,20095,23231,23407,node0
77,7814,7814,7788,12896,18639,20175,23039,23551,12960,18879,20191,23791,24287,node0
78,7644,7644,8112,12928,19439,19951,22095,24015,12952,17807,20671,22911,23007,node0
79,7863,7863,7605,13408,18911,19679,22623,23135,13024,18767,19759,23407,23967,node0
80,8044,8044,7742,12792,18655,19711,23103,23615,13008,18879,19775,23007,23519,node0
81,8626,8626,8570,12616,19055,19855,22079,23583,12416,18831,20063,22271,22415,node0
82,7410,7410,7878,12680,19391,20415,23103,23151,12896,19199,19743,22783,23327,node0
83,8100,8100,7930,12704,18847,19615,22559,23631,12520,18639,19839,23359,23631,node0
84,6789,6789,7153,13416,18511,19439,23215,23263,13776,18879,19775,24079,24143,node0
85,7555,7555,6885,12960,19135,19759,23839,23903,13288,18271,20095,23167,23311,node0
86,7286,7286,7666,12992,18655,20319,23439,23487,13384,18671,20063,23743,24239,node0
87,7756,7756,7794,13000,18575,19807,22863,23967,13448,18623,20527,22735,22863,node0
88,7810,7810,7789,13496,18735,20751,23439,23903,12960,18287,20015,23791,23951,node0
89,8709,8709,7922,12944,18479,19727,22751,23263,12984,18415,19519,23007,23695,node0
90,8187,8187,8476,12944,18319,19615,22623,23743,12952,17503,19807,22639,22799,node0
91,8116,8116,8038,13384,18351,19519,23151,23631,13400,18447,19439,21791,23311,node0
92,7898,7898,8036,13880,18863,20191,22671,22735,13472,18703,20063,22783,22831,node0
93,7627,7627,7696,13432,18511,19247,23215,23695,12992,17743,19311,22847,23343,node0
94,8113,8113,8364,13552,18655,20063,22639,23215,13568,18735,19759,23295,23359,node0
95,7599,7599,7254,13152,18847,19663,23727,24223,13672,18351,19775,23903,24399,node0
96,7511,7511,7452,13192,18687,19871,22799,23311,13704,18943,19967,23519,23999,node0
97,7801,7801,7594,13440,17183,19711,23775,23807,13280,17439,19551,22543,24159,node0
98,7212,7212,7349,13408,18767,19807,22847,23407,13768,18687,20079,23471,23711,node0
99,7510,7510,7477,13544,17423,19903,24031,24063,13056,17935,20079,24127,24175,node0
100,6597,6597,6829,13064,19023,20127,23023,23535,13488,18799,19631,23311,23471,node0
101,7556,7556,7513,13576,19071,20143,24095,24143,13152,18895,19647,23871,24415,node0
102,7398,7398,7097,13344,19071,19855,23151,24655,13208,19343,19951,23471,23663,node0
103,8100,8100,8031,13768,19567,20175,24159,24191,14072,18927,20335,23983,24143,node0
104,7595,7595,7373,13392,18399,19919,22831,23391,13768,18559,20127,23087,23727,node0
105,7376,7376,7788,13392,18895,19711,23839,24351,13328,18927,20239,23743,24127,node0
106,8042,8042,7738,13832,18863,20207,23343,23839,13392,19071,20447,24175,24767,node0
107,8014,8014,8297,14336,18975,19903,23055,24287,14328,18703,20207,23199,23727,node0
108,6878,6878,7211,13376,19103,19999,23567,24079,12944,19183,20063,24255,24415,node0
109,7900,7900,7974,13840,18639,19983,22527,24559,13936,18687,20191,23279,23679,node0
110,8006,8006,7819,13760,19151,20143,23519,23583,13568,18831,20383,23791,24191,node0
111,7682,7682,7819,13304,19071,20127,23023,23071,13632,19247,20879,23327,23471,node0
112,7619,7619,7723,13840,19135,20255,23583,23615,13144,19311,20079,23903,23999,node0
113,7548,7548,6891,13280,18719,20591,23327,24159,13256,19359,20559,23167,23679,node0
114,7151,7151,7139,13776,19759,20783,23903,24431,13296,19407,20447,23679,24303,node0
115,7378,7378,7540,13760,18719,20239,23455,23503,13832,19263,20575,24159,24415,node0
116,7939,7939,8060,13720,19199,20623,24063,24511,13896,19263,20975,23519,24991,node0
117,8085,8085,7773,13592,19375,20207,23455,23951,13920,19471,20527,24159,24479,node0
118,8214,8214,8600,13432,18495,20143,22735,23215,13320,18671,20495,23263,23679,node0
119,9001,9001,8883,13424,18431,19887,23647,23679,13288,19007,20111,24079,24175,node0
120,8315,8316,8061,13440,18335,20335,24143,24191,13264,18175,19711,23055,23199,node0
121,8314,8313,8562,12816,18671,19743,23071,23551,12752,18895,20063,22639,23807,node0
122,8094,8094,7976,13296,18527,19487,22911,23423,12824,18527,19631,23087,23583,node0
123,7325,7325,7182,13296,18591,19647,22239,23951,13352,18783,19919,22351,23887,node0
124,8351,8351,8397,13192,17887,19551,22719,23167,12808,18111,19631,23119,23583,node0
125,8231,8231,8019,13104,18511,20031,22655,23679,12888,18175,19951,23471,23727,node0
126,8059,8059,8100,13584,18415,19839,23647,23679,13304,18607,20367,24175,24639,node0
127,7310,7310,7331,13032,18447,20015,22527,24143,12864,18223,19791,22271,22719,node0
128,7875,7875,8182,13016,18543,19999,23055,23583,12936,18671,19775,22719,23231,node0
129,6925,6925,7216,13064,19007,19951,22591,22639,13232,18607,20063,23295,23631,node0
130,7421,7421,7351,13176,18959,19887,23183,23727,13032,18735,19743,23791,24159,node0
131,8067,8067,7956,13128,17695,19791,22543,23007,12984,17727,19711,23311,23487,node0
132,8124,8124,8225,13264,18671,19775,22031,23503,13528,18799,20271,22351,23823,node0
133,7946,7946,8417,13240,18095,20255,22511,23023,13528,18319,19647,22975,23471,node0
134,7692,7692,7516,13328,18639,19263,22415,22479,13144,18383,19727,22447,22911,node0
135,8169,8169,7899,12856,16799,18863,22943,22991,13112,18255,18799,23423,23631,node0
136,7735,7735,7297,13312,18575,19423,23471,23519,12728,18479,19439,22495,22671,node0
137,7531,7531,7685,12936,18639,19743,22831,22863,12936,19071,19839,21647,23343,node0
138,7590,7590,7525,13432,19375,19887,21903,22399,13752,18495,20047,22111,22383,node0
139,7725,7725,7666,13520,18879,20319,22927,22959,13816,19055,20271,22735,23327,node0
140,7978,7978,7641,12944,18047,19951,22911,23439,13336,18207,19951,23311,23743,node0
141,8222,8222,8556,12944,19023,19983,23439,23967,13360,19023,19663,22703,24255,node0
142,6600,6600,7274,13456,19103,20095,22655,22655,13408,19231,20175,23455,23615,node0
143,7796,7796,7865,13504,18847,20207,23215,23775,13992,18799,20207,23855,24111,node0
144,7617,7617,6992,13568,19103,20143,23375,23823,13608,19087,20495,23151,23439,node0
145,7385,7385,7571,13776,18815,20847,23919,23983,13624,18607,20143,23711,24191,node0
146,7586,7586,7567,13808,18495,20447,23039,24527,13352,18575,20575,22767,23311,node0
147,7360,7360,7777,13800,19055,20559,23519,23615,13432,18623,20591,22367,23791,node0
148,7348,7348,7626,13880,17967,20527,22655,22687,13440,18639,20575,22799,22911,node0
149,9895,9895,8989,13600,18511,20527,23247,23999,13472,18495,20303,22447,23711,node0
150,7945,7945,7977,13608,18799,20319,23023,23551,13328,18639,20895,23151,23663,node0
151,6530,6530,7295,13664,17359,19407,22543,24063,13416,18191,20031,23247,23839,node0
152,8242,8242,7977,13608,18415,20399,23519,23583,13424,18719,20559,24015,24303,node0
153,7511,7511,7429,13632,18367,19935,22511,24079,13504,18271,19887,23167,24447,node0
154,7327,7327,7232,13736,18927,20479,23519,23519,13544,19423,20735,23855,24383,node0
155,8603,8603,9023,13056,18799,20463,22975,23967,12992,18431,20751,23183,23471,node0
156,8027,8028,8078,13512,16655,19359,23519,23551,13064,17791,20191,23871,23887,node0
157,8024,8023,7431,13560,18255,20399,23007,24047,13520,17855,20799,23103,23647,node0
158,7562,7562,7789,13928,18671,20335,23503,24047,13112,18383,20223,23503,23887,node0
159,8782,8782,8747,13312,18223,19695,23391,23839,13544,17775,20015,24047,24511,node0
160,7724,7724,7839,13672,17871,20175,22335,23887,13624,18367,20207,22383,22527,node0
161,8168,8168,7733,13552,16959,19695,23295,23327,13584,18991,20159,22895,22943,node0
162,7409,7409,7495,13320,18847,20783,22815,22863,13704,18351,20463,23135,23487,node0
163,7577,7577,7826,13376,18511,19599,23359,23423,13592,18799,20015,23679,24143,node0
164,7541,7541,7694,13352,18431,20607,22975,23935,13272,18079,20639,23103,23279,node0
165,8441,8441,7900,13344,18431,19519,23503,23999,13280,18495,19679,22271,23807,node0
166,7402,7402,7777,13336,18463,20943,22815,22863,13784,18223,20191,23247,23295,node0
167,7328,7328,7358,13408,18495,19663,22271,23807,13336,18255,19567,23295,23807,node0
168,9246,9246,9080,13184,18479,19263,22703,23151,13368,18543,19903,23839,24271,node0
169,8813,8813,8552,13168,18239,20079,22943,23583,12760,17951,19599,23087,23599,node0
170,7634,7634,7997,13216,18271,18863,23391,23471,12720,18175,19135,22127,23775,node0
171,7577,7577,7809,13152,18287,19839,21983,22479,12736,18335,19839,23103,23215,node0
172,8468,8468,8007,13224,18431,19279,23423,23471,12760,18079,19327,23599,23807,node0
173,7563,7563,7920,13296,18175,19759,22975,23055,13368,18543,19263,23183,23375,node0
174,7235,7235,7263,13336,18399,19263,23567,24111,13536,18575,19455,21759,23887,node0
175,8134,8134,8009,13360,18671,19199,22559,22975,13416,18639,19359,22863,23439,node0
176,9600,9600,9404,13632,18367,19599,22191,23391,13552,18335,19535,22111,22559,node0
177,8981,8981,8681,13408,18031,18991,22655,23071,13664,17775,19343,21487,23023,node0
178,7819,7819,8143,13432,18687,19583,22143,22143,13264,18047,18959,21983,22271,node0
179,7880,7880,7620,12728,17903,18943,22623,23103,13200,18527,19423,22511,23023,node0
180,8342,8342,8707,13200,17935,18895,22095,22607,13256,18575,19375,23311,23711,node0
181,8029,8029,7815,13400,18415,19375,23055,23599,13800,18095,19903,22559,23967,node0
182,7749,7749,7651,13944,17871,18751,22239,22735,13744,17903,19135,23055,23279,node0
183,7833,7833,7932,13384,17743,19119,22767,23263,13288,17791,19567,22591,23855,node0
184,8167,8167,8538,13456,18271,19087,22655,23135,13240,17903,19423,23039,23519,node0
185,8575,8575,8232,13400,17871,19599,21871,23599,12712,18335,18783,22479,22735,node0
186,8329,8329,8227,12856,18127,19039,22319,22815,12800,17887,19183,21503,23119,node0
187,7703,7703,7829,13304,18351,19551,22335,22367,12904,18447,19567,22367,22527,node0
188,7996,7996,7769,12792,18255,19295,22831,22895,13272,17455,19455,21583,23215,node0
189,7736,7736,8052,13032,18287,19375,21839,22367,13328,18511,19375,22047,22287,node0
190,7430,7430,7392,13640,18367,19247,22927,22959,13376,18623,19807,22623,22831,node0
191,8749,8749,8527,13584,18719,19343,22031,22543,13280,18383,19471,21807,22271,node0
192,7885,7885,7743,13592,18127,19247,21967,23023,13296,18175,19295,22319,22607,node0
193,8132,8132,8605,13544,17727,19119,22495,22975,13280,17887,19183,23071,23567,node0
194,7984,7984,7604,14072,18399,19599,21903,23471,13304,18383,18959,22367,22639,node0
195,8481,8481,8614,13440,17487,18959,22399,22895,13208,17791,19055,22655,23183,node0
196,8433,8433,8343,13840,18271,18959,22143,22159,12672,18351,19375,22127,22799,node0
197,8365,8365,8314,12944,18175,19391,22591,22655,13120,18063,19935,21423,21727,node0
198,7304,7304,7783,13456,18015,18943,21855,21919,13728,18351,19135,21999,22143,node0
199,7850,7850,7777,13576,18319,19535,22463,22959,13752,18511,19743,22239,22671,node0
200,8730,8730,8549,13464,18095,19423,22511,23023,13360,18175,19535,22975,23487,node0
201,8123,8123,8249,13416,17839,19071,21967,23423,13352,18047,19311,22191,22607,node0
202,7779,7779,7911,13360,18079,19295,22463,22975,13752,17343,19167,22959,23087,node0
203,8676,8676,8359,13160,18015,19199,22335,23359,13104,18143,19423,23167,23567,node0
204,8525,8525,8787,13224,17791,19663,22783,23263,12528,18351,19823,21423,23903,node0
205,8306,8306,8031,12720,18287,19167,22223,22287,12648,18639,19487,22335,22479,node0
206,6458,6458,6917,13328,16879,19551,22895,22927,13664,18047,19727,22015,22991,node0
207,8439,8439,8231,13384,17423,18959,22431,23391,13344,18351,19311,22575,23071,node0
208,9213,9213,8662,13416,18175,19423,21855,22943,13160,18191,19551,22367,23519,node0
209,8211,8211,8413,13432,18079,19151,22303,22351,13168,17727,19327,21279,21823,node0
210,8123,8123,8097,13560,17647,19199,21775,22255,13120,17919,19567,22271,22383,node0
211,7461,7461,7452,14072,18831,19999,21215,22287,13264,18943,20063,21407,21551,node0
212,8186,8186,8180,13408,17391,19311,21695,22127,13208,17967,19647,21919,22415,node0
213,7753,7753,7790,13840,18511,19903,21791,22623,13256,18287,19215,22351,22559,node0
214,7294,7294,7366,13632,17967,19023,22367,22879,13800,17343,19247,21535,23151,node0
215,7735,7735,7832,14096,18431,19775,21423,21935,13896,18303,19647,22015,22559,node0
216,8000,8000,7909,13696,18543,19663,22447,22895,13928,18671,19983,21551,23183,node0
217,7988,7988,8015,13808,17999,19967,21951,21967,13376,18415,19583,22047,22559,node0
218,8478,8478,8019,13408,18479,19359,22479,22927,13880,18703,19855,22527,23039,node0
219,7772,7772,8242,14248,17535,19199,22095,22127,13896,17999,19983,23023,23151,node0
220,8398,8398,8274,13704,18367,19791,22559,23055,13352,18479,19839,22015,23615,node0
221,7433,7433,7483,14208,18879,19743,22463,22479,13448,18207,19679,21535,21567,node0
222,6713,6713,7320,13904,17887,19951,21695,21743,13560,18527,19791,22319,22655,node0
223,8489,8489,7655,13880,18767,19631,22175,22623,14008,18735,20143,21631,23215,node0
224,8873,8873,9316,14288,18767,20015,21983,22079,14480,18927,19663,22495,22543,node0
225,7142,7142,7402,14288,18431,19871,22559,23071,14552,18015,19999,21343,23071,node0
226,8520,8520,7919,13840,18751,19407,21823,22319,14032,18559,19823,22111,22591,node0
227,7746,7746,7838,13752,18687,19807,21663,22815,14088,18879,19919,22591,22735,node0
228,7539,7539,7700,13712,18543,19631,22607,22655,14088,18671,20063,23231,23631,node0
229,8047,8047,8029,13624,17759,19871,21711,23135,13584,18527,20383,22207,23727,node0
230,7947,7947,8297,13208,18591,20031,22319,22367,13576,18879,19839,22175,22415,node0
231,8612,8612,8300,13672,18447,19823,22335,22383,13592,18463,19887,22287,22639,node0
232,7598,7598,7409,13744,18271,19311,22879,22927,13608,18415,19375,22335,22927,node0
233,7861,7861,7993,13672,18351,19823,22319,22399,13776,18719,19663,23183,23423,node0
234,7240,7240,7299,13816,18559,19807,22959,23439,13688,18303,20463,22511,23967,node0
235,8525,8525,8488,13720,18527,20255,22879,23343,13672,18495,19503,23087,23359,node0
236,8857,8857,8548,14032,18255,19279,22143,23743,13624,18559,19583,22271,22767,node0
237,7889,7889,7988,14040,18735,19663,22687,23119,13768,18879,19615,23167,23407,node0
238,8569,8569,8800,13504,17647,19391,21615,22111,13048,18399,19711,22175,22671,node0
239,7831,7831,7908,13944,18847,19759,22639,23071,13512,18815,19887,21567,23311,node0
240,9335,9335,8655,13872,18031,19311,21871,22319,13368,18063,19263,22175,22687,node0
241,7392,7392,8440,13816,18335,19455,22847,22895,12936,16927,19775,22047,22991,node0
242,7108,7108,6713,13480,18239,19519,22143,22639,13064,18511,19663,23119,23631,node0
243,7934,7934,7759,13552,18287,20031,21583,23135,13088,18527,19711,21423,21711,node0
244,7610,7610,7812,14072,18479,19727,22079,22159,13184,18319,20143,22207,22271,node0
245,7411,7411,7504,13736,17295,20239,22703,23199,13296,18239,19535,22383,22815,node0
246,7379,7379,7346,13728,19071,19839,21919,22447,13328,18431,20463,22943,23503,node0
247,8718,8718,8343,13520,18175,19935,22191,22847,13280,18207,19759,22351,22831,node0
248,8287,8287,8537,13560,18223,19679,22655,22703,13216,18767,19871,21807,23199,node0
249,8210,8210,8146,13600,18703,19247,22255,22735,14016,18687,19631,22703,22927,node0
250,8039,8039,8085,14136,18415,19935,23215,23263,14288,18623,20095,21407,21855,node0
251,8101,8102,7914,14160,17775,19647,22207,22719,13792,17791,19711,22319,22831,node0
252,7804,7803,8042,13824,18143,18751,22271,23215,13832,18207,18799,22399,22735,node0
253,7827,7827,7998,13760,18447,19631,22735,23263,13960,18127,19935,22927,23375,node0
254,7723,7723,7432,14440,17807,18991,21727,21791,14000,18239,19631,22319,22767,node0
255,8152,8152,8228,13768,18591,19743,22719,23215,13824,18559,19903,22911,23407,node0
256,7844,7844,7959,14240,18175,19279,22159,22191,13920,17823,19679,22335,22479,node0
257,7448,7448,7460,14384,18767,20367,23263,23279,13504,18879,20911,22991,23327,node0
258,7283,7283,7268,13864,18655,19519,21999,22511,13560,18751,19791,22207,22751,node0
259,7964,7964,7698,13784,18383,19887,22991,23471,14064,18447,20031,22639,23135,node0
260,8315,8315,8456,14192,18767,20063,22559,22991,14664,18799,20735,23135,23583,node0
261,7997,7997,8271,14712,18783,20543,22063,23487,14584,18463,19839,22511,22783,node0
262,7730,7730,7614,14368,17983,19999,23103,23167,14632,17903,20335,23231,23711,node0
263,7577,7577,7600,14432,18287,20287,22719,23647,14352,18591,19535,23311,23743,node0
264,8310,8310,8193,14408,18591,19807,23231,23663,14600,18799,20319,23839,24543,node0
265,8294,8294,7832,14304,18639,19615,22191,22559,14624,19007,20047,22255,22703,node0
266,7261,7261,7583,14480,19103,19263,23215,23263,14792,17951,20159,22831,23375,node0
267,6267,6267,6665,15072,18495,19887,22143,23775,14888,18543,20511,22975,23087,node0
268,7257,7257,7471,14544,19055,19647,23119,23199,14920,18719,20111,23503,24015,node0
269,7444,7444,7432,14624,18639,20655,22687,23695,15040,18719,20415,23103,23167,node0
270,7455,7455,7384,14712,19263,20223,23295,23823,15128,19311,21023,23679,23727,node0
271,9174,9174,8638,14528,18991,20159,22719,23183,15032,19311,20319,22927,23455,node0
272,8232,8232,8369,14512,19007,20063,22671,23631,13568,18687,20223,23247,23775,node0
273,7487,7487,7714,13944,19391,19951,23567,23647,14000,19167,20399,23951,24287,node0
274,9119,9119,8591,14512,19343,20479,22655,23183,13568,18703,20735,23279,23791,node0
275,7202,7202,7451,14008,19039,19999,23663,24095,13840,19135,20351,22607,23999,node0
276,8023,8023,8049,14472,18879,20479,22623,23119,14232,19119,20271,23103,23503,node0
277,7746,7746,7521,14496,18735,20303,23615,23647,14048,18815,20751,22735,23775,node0
278,7033,7033,7267,14480,18559,19983,22719,23199,14200,18991,20095,23135,23327,node0
279,7799,7799,7539,14552,19151,20367,23279,23807,14712,19103,20527,23407,23839,node0
280,8478,8478,8856,13944,18991,20511,23135,23583,13768,19055,20367,23119,23343,node0
281,8254,8254,8014,14368,19263,20079,22271,22543,14136,18975,20367,22111,22687,node0
282,6919,6919,7161,14376,19407,20127,23055,23567,14352,19503,20527,22751,23215,node0
283,7888,7888,7583,14344,19487,20527,23135,23167,13984,19503,20447,23615,23791,node0
284,7663,7663,7959,13872,19215,20143,23663,23695,14472,17839,20847,22831,24207,node0
285,7935,7935,7665,14376,18991,20655,22623,22655,15008,18751,20527,23343,23695,node0
286,8085,8085,7874,14576,19471,20511,23135,23631,15096,19119,20575,22815,24191,node0
287,8037,8037,8099,14512,18895,20271,23103,23615,14048,19263,20495,23231,23599,node0
288,8287,8287,8325,13976,18543,20159,21967,22479,14048,18959,20047,22351,22863,node0
289,7717,7717,7678,14496,18383,20079,22991,23471,14120,19247,19791,22735,23359,node0
290,7424,7424,7696,15032,19215,20335,22447,22495,15136,18655,20271,22895,23119,node0
291,7332,7332,7482,14632,18575,20223,22911,23423,14648,18879,19823,22703,23151,node0
292,8073,8073,8150,14480,18655,20031,22223,22271,15104,18975,20047,22447,22511,node0
293,7728,7728,7503,15448,19503,20031,22815,23311,15256,19455,20239,22575,23023,node0
294,7354,7354,7477,14944,18175,20463,22623,23119,15400,18559,20735,23103,23231,node0
295,7394,7394,7504,15056,19023,19951,23167,23679,15432,19199,20447,22319,23743,node0
296,8369,8369,8035,15120,19471,20623,22687,23151,14328,19279,20559,23103,23583,node0
297,8725,8725,8945,14480,18767,20079,23551,24015,14824,18847,20495,23567,24015,node0
298,8165,8165,7984,14816,18863,20111,23071,23583,14288,19087,19743,22639,24047,node0
299,7828,7828,7692,14328,18959,20351,22063,22575,14792,19407,20255,23247,23583,node0
300,7990,7990,8036,14720,18751,19855,23039,23087,14320,19039,20271,21647,23791,node0
301,7033,7033,7802,14776,19471,20415,21919,21967,14824,19183,20815,22143,22175,node0
302,8000,8000,7687,14384,18767,19983,22479,22911,14360,19231,20319,22591,22655,node0
303,8288,8288,8057,14800,19167,20271,22991,23487,14816,18687,20015,23103,23599,node0
304,7994,7994,8075,14744,18239,19919,21919,23935,14424,19151,19999,22159,22303,node0
305,7237,7237,7440,14264,19247,20431,23007,23055,14512,18287,19951,22799,23295,node0
306,8681,8681,7928,14744,18863,20255,22383,23487,14424,18847,20351,22895,23359,node0
307,7795,7795,8493,14648,18847,20239,23359,23423,14408,19103,20735,23647,23823,node0
