TimeElapsed (s),MessageSentCount,MessageSentThroughput (KB/s),MessageReceivedCount,PublishLatencyMinValue (ms),PublishLatencyValueAtPercentile50 (ms),PublishLatencyValueAtPercentile75 (ms),PublishLatencyValueAtPercentile95 (ms),PublishLatencyValueAtPercentile99 (ms),EndToEndLatencyMinValue (ms),EndToEndLatencyValueAtPercentile50 (ms),EndToEndLatencyValueAtPercentile75 (ms),EndToEndLatencyValueAtPercentile95 (ms),EndToEndLatencyValueAtPercentile99 (ms),masternode
114,9229,9229,8997,10720,13759,15575,17903,17919,11000,14271,16271,18015,18351,node2
115,8249,8249,9219,11080,14639,16495,17391,18367,10896,14695,16167,18303,18367,node2
116,7750,7750,7803,11600,13943,16607,17935,17935,11440,14207,16671,17855,18863,node2
117,9028,9028,8517,11664,14791,16623,17983,18095,11464,15055,16687,17951,18351,node2
118,11061,11061,9931,11256,14215,15719,17151,18447,11608,14855,16151,17119,17551,node2
119,8437,8437,8745,11568,14351,16223,17631,18159,11824,14695,16079,17695,18255,node2
120,9437,9437,9503,11696,14263,16271,17743,18623,11960,14743,16543,17823,18335,node2
121,8722,8722,8743,11408,14287,16303,18239,18751,11928,14847,16223,18159,18639,node2
122,8951,8951,9618,11896,14279,16231,18207,18671,11360,15111,16639,18751,19215,node2
123,9369,9369,8451,11288,13959,15791,17727,18671,11560,14199,16079,17855,18175,node2
124,9340,9340,9389,11424,13927,16047,18335,18911,11432,14351,16207,18415,18767,node2
125,8568,8568,9004,10376,13591,16607,18047,18559,10472,13447,16431,18815,19343,node2
126,8826,8826,9227,9752,14055,16359,18095,19055,9456,14495,16799,18271,18463,node2
127,9730,9730,9611,9504,13583,16751,18575,19039,9696,14031,17103,18415,18943,node2
128,10457,10457,9869,9480,13999,16671,18847,19327,9728,14031,17023,18799,19311,node2
129,9205,9205,9654,9584,14175,17151,18239,18655,9840,15023,16991,19087,19519,node2
130,8983,8983,8712,9968,14039,17343,18207,19135,10368,14615,17775,18431,19695,node2
131,8955,8955,9279,10160,14447,16039,18543,19007,10080,15799,17807,18399,19135,node2
132,9711,9711,9508,9960,14103,16623,18287,18767,10160,14095,16943,18895,19407,node2
133,9195,9195,8736,9552,12607,15967,18207,19295,9712,13239,16847,18767,18911,node2
134,9950,9950,9718,9336,13207,16831,18687,19263,9632,13407,16575,19087,19503,node2
135,8352,8352,9244,9352,14479,17455,19311,19759,9568,14343,17967,19343,19599,node2
136,8886,8886,9260,9664,15783,18079,19631,19663,9712,14799,17967,19407,19839,node2
137,9302,9302,8611,9632,14295,17247,19231,19695,9840,14527,17727,19951,20399,node2
138,8993,8993,9789,9864,16151,17807,19503,20127,9952,15887,17631,19183,19455,node2
139,9892,9892,9249,10224,14935,17103,18095,19967,10264,14967,17535,18511,18703,node2
140,9708,9708,9824,10800,14063,17087,18831,19295,10392,14391,17439,18543,19135,node2
141,9558,9558,9370,10216,14151,17263,18383,18831,10032,14199,17247,18879,19359,node2
142,8888,8888,9144,10040,14303,17023,18063,19295,10368,14639,16863,18527,19535,node2
143,9992,9992,9844,10600,13583,15967,18495,18927,10416,14311,16799,18735,18895,node2
144,8741,8741,8907,10504,14015,17391,17935,18415,10624,14463,17119,18271,18655,node2
145,9392,9392,9299,11096,14247,17023,17951,17983,11336,14871,17055,18335,18607,node2
146,9629,9629,9223,11328,14359,16559,18031,18879,11624,14991,16991,18639,19071,node2
147,9600,9600,9384,11072,14287,17087,17951,18431,11168,14191,16927,18431,18703,node2
148,9000,9000,9406,10880,15247,16655,17967,18015,10720,14631,16623,18399,18655,node2
149,8984,8984,9414,11304,14055,17023,18063,18431,11344,14239,16367,18383,18511,node2
150,9602,9602,9640,10840,13327,16303,18015,18479,10960,13967,16111,18367,18975,node2
151,9442,9442,9058,10640,13703,16167,17775,17935,10392,14471,16287,18223,18383,node2
152,9287,9287,9367,10168,13767,16223,17663,18319,10352,14519,16671,17743,18367,node2
153,9703,9703,9453,9616,13895,16527,17679,17807,9800,13983,16719,18271,18543,node2
154,9302,9302,9581,9504,14631,16511,17855,18287,9784,14895,16879,18863,19359,node2
155,9594,9594,9630,9248,14367,16511,17967,18783,9216,14623,16399,17871,18335,node2
156,8842,8842,8985,9224,14935,17071,18383,18447,9512,15431,16687,18207,18447,node2
157,9927,9927,10235,9744,15207,17039,18255,18671,9600,15391,17391,18655,19071,node2
158,9660,9660,9147,9920,14239,17103,18015,18063,10128,14639,16575,18415,18655,node2
159,8123,8123,8646,10000,15191,17503,18095,18479,9848,15935,17775,18431,18543,node2
160,10098,10098,9310,9768,14151,16575,18447,18943,9752,14199,16879,18799,19247,node2
161,8851,8851,9379,10048,14743,17023,18015,19375,10176,14695,16607,18239,18703,node2
162,9029,9029,9011,10392,14783,16575,17967,18447,10104,15207,17039,18191,18287,node2
163,9824,9824,9528,10408,15519,16943,18383,18863,10456,14719,17391,18495,18815,node2
164,9392,9392,9226,10936,13751,16879,18319,18335,10648,14583,16751,18943,19151,node2
165,9181,9181,9072,11312,14223,16575,18399,18847,11184,14735,17023,18159,18431,node2
166,8720,8720,9072,11064,14775,17023,18415,18863,11440,14639,17071,18463,18719,node2
167,9450,9450,9285,11584,13991,17055,18239,18655,11784,14167,16895,18783,19215,node2
168,9964,9964,9794,10968,14327,16927,18751,18799,11168,15023,17247,18703,19263,node2
169,9551,9551,9371,10928,14439,16847,17759,17983,10752,14359,16495,18543,18639,node2
170,8991,8991,9608,10800,14279,16607,18495,18575,11152,14791,16927,18447,18975,node2
171,9135,9135,9005,11120,15103,16975,18047,18383,11672,14455,16639,18223,18303,node2
172,9592,9592,10093,11264,14567,16399,17807,17983,11160,14751,15511,18143,18367,node2
173,9987,9987,8682,11120,14103,16111,17839,18255,11264,14375,16479,18175,18847,node2
174,9604,9604,9716,10856,14207,16119,17775,18303,10816,14783,16623,17999,18495,node2
175,9416,9416,9108,10416,13623,16655,18031,18767,10304,14327,16495,18511,18543,node2
176,8340,8340,9239,10608,13463,16343,18207,18575,10536,14087,16687,18159,19151,node2
177,9571,9571,9200,10176,14023,16879,18271,19103,10368,14135,16279,18783,19215,node2
178,8815,8815,9945,10096,14623,16511,18751,19215,9992,15375,17007,18943,19887,node2
179,10627,10627,9928,10256,14215,16463,18751,19231,10280,14783,16751,18799,19119,node2
180,8490,8490,9258,10208,14663,16527,18111,18127,9888,15047,16943,18623,18975,node2
181,8665,8665,7971,10280,14999,16943,18335,18703,10296,15391,17039,18463,18591,node2
182,9002,9002,9188,10192,14295,16463,18735,19247,10176,14359,16783,18687,18927,node2
183,8039,8039,8081,10008,15151,17407,18591,18783,10048,14311,16767,19071,19247,node2
184,10395,10395,10215,10288,15063,16495,18703,19231,10632,15271,16671,19135,19663,node2
185,8893,8893,9271,10888,14679,16879,18703,19151,10976,14855,17023,18575,19919,node2
186,9377,9377,8508,11352,14647,16799,19119,19535,11232,15167,17327,18975,19343,node2
187,9654,9654,10097,11576,14567,17215,18639,19119,11704,14895,17135,19199,19647,node2
188,9709,9709,9312,11616,14255,17231,18207,19567,11736,14551,16575,18255,18799,node2
189,9304,9304,9555,11816,14647,16335,18687,19183,11984,14495,17055,18751,19103,node2
190,8668,8668,9029,11944,14583,16511,18543,18831,11944,14727,16447,19087,19743,node2
191,9023,9023,9422,12232,14551,16447,19279,19295,12880,15079,16879,19007,19167,node2
192,8682,8682,8728,11832,14983,16879,18511,19167,12184,15423,17327,18863,19247,node2
193,9583,9583,9010,12208,14879,16575,18319,18687,12080,15039,16751,19183,19679,node2
194,7519,7519,7705,12344,14311,15631,18335,19295,12176,14903,16343,18495,18927,node2
195,8880,8880,8764,11864,14927,16623,18223,18687,11688,14823,16943,18767,19007,node2
196,10182,10182,9595,12280,14863,16751,18079,18463,12160,15023,16223,18751,18943,node2
197,9509,9509,9681,11888,14831,16703,18559,19055,12024,14903,16607,18719,18927,node2
198,9050,9050,9484,11832,14647,16735,18447,18863,11576,15167,17023,18655,19071,node2
199,9372,9372,9141,11712,14679,16591,18111,18559,11976,15119,16879,19007,19423,node2
200,9289,9289,9569,11984,14831,16927,19023,19055,12104,14871,17327,18463,18575,node2
201,9022,9022,9246,11840,14439,17087,18479,18927,12544,14759,16655,18959,19503,node2
202,9053,9053,8931,12344,14679,16735,18943,19375,12056,14943,17311,19199,19647,node2
203,8579,8579,8152,12592,14919,17167,18111,19423,12440,15055,17199,18287,18575,node2
204,10240,10240,9573,12456,14527,15775,18575,18591,12624,14679,15775,19023,19295,node2
205,8106,8106,9359,12296,14431,17231,18623,19039,12400,14927,17039,18943,19183,node2
206,9511,9511,9229,12224,14703,16735,18159,18223,12104,14711,16343,18399,18607,node2
207,9664,9664,9340,12480,14423,16279,18591,19055,12432,15031,17183,18735,18975,node2
208,10398,10398,10149,12368,14663,17151,18079,18543,12384,14895,17615,18655,19247,node2
209,8938,8938,9411,11936,14319,16735,18031,18527,12336,14735,16831,19071,19455,node2
210,9200,9200,9225,12152,14223,17135,18975,19439,12224,14975,17087,18367,19983,node2
211,9000,9000,9339,12232,14575,17071,19023,19055,12096,14679,17055,18863,19311,node2
212,9128,9128,8569,12104,14447,16911,18511,19487,12088,14559,16703,18767,19375,node2
213,10113,10113,9824,12416,14535,16719,17999,19327,12184,14711,16447,18159,18815,node2
214,8494,8494,9581,12424,14655,16991,18383,18399,12016,15143,16495,18207,18447,node2
215,8865,8865,8767,11888,15055,16751,18175,18623,11904,14711,16639,18575,19151,node2
216,10366,10366,9761,11968,14799,16159,18015,18479,12144,14999,16383,18223,18559,node2
217,9163,9163,8688,12000,14383,16199,18031,18943,11672,14903,16175,18351,18591,node2
218,8640,8640,9420,11952,15175,16703,18527,18559,11760,15023,16911,18415,18815,node2
219,8831,8831,8759,12208,14359,15303,17599,18495,12408,14951,16311,17439,19135,node2
220,9628,9628,9307,12160,15327,16623,17535,17983,11888,15207,16591,18159,18623,node2
221,9747,9747,9659,12520,14687,15271,17071,18447,12272,15183,16135,17231,18639,node2
222,9615,9615,9076,12456,15239,16543,17951,18399,12248,15279,16655,17711,18223,node2
223,8813,8813,9562,12488,14839,16183,17855,18335,12632,15367,16543,17903,18383,node2
224,9435,9435,9602,12312,14847,16191,17583,18751,12208,15431,16511,18015,18511,node2
225,9472,9472,9347,11904,15039,16719,18047,18527,12216,15271,16207,18799,19247,node2
226,10077,10077,9746,11304,14839,16303,18527,18959,11832,14903,16671,18159,18623,node2
227,8987,8987,9153,12040,15039,16655,17647,18975,11944,15327,17023,18303,18591,node2
228,9275,9275,9045,11752,14919,16639,18063,18463,11888,15247,16359,17391,19119,node2
229,8751,8751,9546,12160,14959,16255,17967,17999,12048,14583,16799,18143,18495,node2
230,9421,9421,9529,11696,14479,16671,17599,18447,11824,15039,16863,18207,18415,node2
231,9611,9611,8894,11624,14655,16815,18079,18207,11368,14799,17135,18223,18383,node2
232,9101,9101,9054,11352,14447,16799,17887,18415,11536,14671,16703,18383,18895,node2
233,8683,8683,9379,11280,14799,17039,18015,18399,11208,14831,17423,18447,18671,node2
234,9883,9883,9459,11040,14767,17007,18031,18463,11824,14967,16591,18239,18687,node2
235,9431,9431,9016,11648,14399,16215,18063,18463,11616,14863,16607,18127,18479,node2
236,8683,8683,9118,11768,14863,16559,17967,18863,11664,14999,17055,18239,18399,node2
237,9387,9387,9817,11792,14503,16575,18415,18415,12072,14647,17071,18015,18591,node2
238,8000,8000,8412,12000,14967,17023,18031,18495,12512,15759,17151,18751,19279,node2
239,10068,10068,9200,12088,14399,16335,18127,18943,12472,14639,16863,18367,18447,node2
240,9378,9378,8940,11544,14431,16847,18703,19215,11568,14631,16607,18559,18943,node2
241,8814,8814,9607,11256,15463,17247,18751,19199,10976,15431,17359,19167,19535,node2
242,9634,9634,9345,11384,14999,17199,18351,19615,11568,15135,16975,18527,19055,node2
243,8654,8654,8908,11904,15071,17151,18607,18623,11784,15375,17263,18431,18911,node2
244,9215,9215,9052,12208,14503,16719,18143,18175,12248,14703,16719,18831,18927,node2
245,10161,10161,9049,11848,14423,17007,18047,18767,12224,14895,17295,18239,18527,node2
246,8340,8340,9277,11776,15287,17231,18959,19007,11608,15599,17631,18703,19279,node2
247,8736,8736,8969,11728,15687,17215,18511,18527,11896,15407,17055,19343,19551,node2
248,9211,9211,9666,11712,15535,17167,19007,19471,12096,15071,16959,17855,19839,node2
249,9729,9729,9568,11512,14967,16911,18463,18911,11520,14823,17167,18895,19343,node2
250,9341,9341,8755,11472,15535,17407,18847,19343,11472,15647,17471,19151,19599,node2
251,8675,8675,9437,11664,15143,16959,18271,19279,11848,15551,17599,18479,18783,node2
252,9073,9073,8515,12352,15551,16975,18767,19199,12536,16015,17551,18959,19391,node2
253,8963,8963,8740,12656,15071,17391,18799,19647,12824,15183,17631,19039,19583,node2
254,8777,8777,9131,12584,15127,17407,19247,19711,12720,15127,17423,19311,19855,node2
255,8720,8720,8372,12080,15119,17183,19007,19503,12352,15215,17039,19887,20095,node2
256,8846,8846,9091,12136,15135,17615,19055,19455,12008,15135,17487,19311,19727,node2
257,9675,9675,9532,12344,15071,17551,18383,19887,12656,15463,17567,18591,19951,node2
258,9239,9239,9322,12584,15543,17215,19247,19263,12488,15535,17279,19055,19455,node2
259,8440,8440,9383,12696,15175,17263,18175,19711,12584,15967,17055,18943,18975,node2
260,9491,9491,8514,13184,15551,17231,18607,19055,13240,15607,17087,18335,19407,node2
261,9050,9050,9105,12944,15119,16799,18559,18991,13120,15407,17071,19167,19311,node2
262,10104,10104,9123,12864,15455,17119,19103,19247,12784,15543,17503,20159,20351,node2
263,9064,9064,9620,12448,15439,17087,18463,19727,12792,15903,17183,18207,18543,node2
264,8416,8416,8439,12832,15807,17215,19007,19455,12640,16151,17279,18543,19087,node2
265,9169,9169,8987,12504,15279,17135,18511,18959,12920,15751,17327,18975,19423,node2
266,9498,9498,9662,12360,14831,17119,18639,19407,12184,15687,17535,19039,19583,node2
267,9883,9883,9216,11832,14863,17327,18255,19151,11960,14487,17359,18335,19647,node2
268,9245,9245,10117,11744,14511,17199,18735,18799,12224,15263,17135,18959,19439,node2
269,9391,9391,9579,11368,15503,17007,18783,19247,11112,16023,17263,18927,19375,node2
270,9200,9200,9663,11136,16015,17343,18735,19615,10624,16479,17311,19535,19775,node2
271,9202,9202,8434,10912,14815,17295,19167,19615,10680,15959,17263,18591,20143,node2
272,9761,9761,9483,10856,15247,17135,18703,19151,10896,15535,16975,19103,19503,node2
273,9477,9477,9583,11136,15271,16623,18431,19551,11264,15799,17391,19327,19535,node2
274,9457,9457,9796,11312,14815,17055,18863,19343,11576,15559,17055,18255,19775,node2
275,9273,9273,9477,11160,15719,17039,18383,18879,11712,15783,17215,19119,19615,node2
276,9364,9364,9024,11456,15775,17071,19327,19391,11440,15599,17103,18543,19823,node2
277,9162,9162,8967,11232,15447,17087,18991,19039,11664,15311,17103,19023,19471,node2
278,9337,9337,9350,11408,14295,17167,18159,19503,11584,14479,16767,18975,19519,node2
279,9469,9469,8879,11264,14815,16895,18719,19231,11432,14887,16831,19535,20047,node2
280,8206,8206,8783,11352,14311,16575,19007,19791,11480,14911,16831,19183,19375,node2
281,8452,8452,9378,10968,15767,17119,19519,19999,11256,15895,17423,19679,19999,node2
282,9805,9805,8547,10664,15831,17599,19983,19999,10896,16231,17695,20159,20223,node2
283,9017,9017,9564,11280,15351,17199,19455,19903,11752,15447,17743,19327,19567,node2
284,8297,8297,9249,11264,16047,16559,19919,20399,11680,16303,17551,19567,20015,node2
285,9766,9766,8606,11456,15583,16959,19487,19935,11432,15847,17231,19919,20399,node2
286,8955,8955,9589,11488,15551,17599,19263,19951,11728,15599,17311,19999,20527,node2
287,9436,9436,9088,11472,15199,17375,19711,20191,11552,15767,17135,19439,20703,node2
288,9982,9982,10117,11416,15991,17151,19199,19599,11240,15895,17375,19503,19711,node2
289,9330,9330,9259,11560,15951,16959,19215,19647,11672,15879,17279,18847,20127,node2
290,8665,8665,9042,11536,15687,17391,19231,19679,11632,16255,17631,19359,19663,node2
291,9538,9538,9296,11824,15735,17471,18767,19679,12000,15399,17103,19311,19679,node2
292,9611,9611,9344,12256,15591,16991,18815,19231,12256,15975,16943,18607,18767,node2
293,9042,9042,9278,12576,15519,16895,18927,19215,12768,15839,16783,19455,19695,node2
294,9689,9689,9458,12760,15511,16927,19199,19663,12848,15663,17103,19375,19855,node2
295,8755,8755,9773,12800,15567,16799,19231,19247,12784,15887,16847,19119,19983,node2
296,9830,9830,9350,12464,15495,16655,19183,19647,12640,15743,16735,19391,19807,node2
297,10008,10008,9223,12456,15335,16415,18735,19599,12432,15447,16575,19231,19647,node2
298,8586,8586,9177,12664,15279,16815,18927,19359,12552,15511,16799,18495,18975,node2
299,8668,8668,8740,12728,14951,16655,18719,18815,12856,15487,17023,18943,19455,node2
300,9185,9185,9041,12688,15391,16327,18399,19183,13264,15623,16415,18335,18623,node2
301,9227,9227,9452,12656,15423,16303,18607,18943,12952,15535,16847,18607,18831,node2
302,9866,9866,9406,13040,15463,17151,18543,18559,12528,15727,16607,18703,18895,node2
303,9335,9335,9138,12624,14991,16319,18079,18127,12432,15287,16895,18383,18607,node2
304,8047,8047,8854,12624,15719,16751,18543,19039,12688,15743,16375,18719,18911,node2
305,9890,9890,9201,12504,15375,16359,18495,18623,12512,15727,16719,18863,19295,node2
306,8920,8920,9289,12328,15487,16847,18159,18943,12440,16047,16895,18399,18495,node2
307,9681,9681,9487,12480,15135,16463,18415,18895,12640,15423,17071,18879,19295,node2
