TimeElapsed (s),MessageSentCount,MessageSentThroughput (KB/s),MessageReceivedCount,PublishLatencyMinValue (ms),PublishLatencyValueAtPercentile50 (ms),PublishLatencyValueAtPercentile75 (ms),PublishLatencyValueAtPercentile95 (ms),PublishLatencyValueAtPercentile99 (ms),EndToEndLatencyMinValue (ms),EndToEndLatencyValueAtPercentile50 (ms),EndToEndLatencyValueAtPercentile75 (ms),EndToEndLatencyValueAtPercentile95 (ms),EndToEndLatencyValueAtPercentile99 (ms)
27,11532,11532,11833,4212,5643,7019,7571,7755,4082,6019,7647,8519,8719
28,12021,12021,11668,3870,5715,6863,7747,7791,4008,5947,7543,8107,8351
29,11753,11753,11972,3874,5875,6911,7775,7795,4176,6271,7563,8247,8487
30,11656,11656,11629,3876,5727,6875,7443,7615,3722,6111,7303,8359,8623
31,11870,11870,11877,3810,5723,6783,7611,7731,4076,6015,7243,8083,8215
32,10981,10981,10986,4026,5655,6943,7555,7675,4160,6131,7459,8375,8535
33,12171,12171,11779,4260,5767,6815,7615,7731,4228,5959,7403,8431,8599
34,11354,11354,11756,4216,5519,6739,7531,7599,4372,5691,7291,7955,8191
35,12242,12242,11748,4532,5475,6555,7487,7539,4636,5959,7379,8119,8335
36,11457,11457,11831,4524,5527,6691,7455,7511,4420,6059,7111,8199,8367
37,12020,12020,11948,4592,5427,6495,7291,7503,4716,5843,6955,7859,8039
38,12455,12455,11998,4272,5351,6459,7255,7443,4032,5927,6871,7887,8215
39,11489,11489,12316,4090,5387,6575,7367,7403,4180,6023,6955,8143,8431
40,11697,11697,11441,3926,5391,6531,7355,7435,4076,5827,7103,7855,8079
41,12194,12194,11671,3912,5407,6543,7263,7439,4108,5831,7255,7799,8039
42,11717,11717,12249,3968,5451,6555,7483,7667,3996,6079,7019,7999,8263
43,11283,11296,11501,3978,5455,6615,7495,7691,4144,6043,7023,8287,8535
44,11442,11429,11360,4172,5527,6583,7499,7555,4132,6007,7023,8287,8511
45,11340,11340,11664,4196,5563,6823,7579,7751,4108,5815,7367,7963,8099
46,12197,12197,11443,4076,5643,6859,7595,7639,4104,5979,7423,7995,8263
47,11313,11313,11806,4228,5747,6751,7779,7831,3992,6091,7451,8575,8799
48,11831,11831,11746,4034,5671,6931,7683,7831,3964,6051,7347,8099,8327
49,11953,11953,11528,3878,5731,6783,7663,7707,3898,6027,7423,8119,8343
50,11382,11382,11765,4046,5571,6951,7719,7867,4072,6007,7543,8407,8655
51,11268,11268,11267,3872,5587,6943,7743,7911,3876,5971,7499,8439,8679
52,12169,12169,11777,3898,5775,6927,7671,7935,4108,6059,7559,8075,8263
53,10891,10891,11649,4068,5615,6975,7659,7799,4204,6099,7451,8183,8383
54,12082,12082,11449,4232,5599,7119,7703,7863,4164,6047,7583,8455,8655
55,11225,11225,11499,4376,5531,7079,7851,7891,4476,5855,7595,8695,8863
56,12021,12021,11560,4196,5703,6919,7711,7859,4268,6183,7487,8207,8431
57,11599,11599,11779,4132,5687,6891,7667,7827,4224,5903,7463,8359,8559
58,11579,11579,11655,4080,5603,6927,7843,7895,4002,5887,7639,8551,8791
59,11017,11017,11120,3922,5611,7091,7871,7903,4172,5907,7503,8159,8367
60,11332,11332,11605,4136,5607,7199,7703,7935,4180,5879,7643,8335,8551
61,11460,11460,11488,4324,5455,7183,7771,7967,4312,5903,7619,8679,8879
62,12075,12075,12169,4180,5299,7039,7951,8119,4316,5607,7583,8311,8631
63,12116,12116,11478,4280,5411,7063,7975,8135,4264,5783,7655,8447,8655
64,11633,11633,11871,4164,5395,7147,7947,8083,4376,5891,7743,8695,8871
65,11813,11813,11849,4200,5515,7079,7863,7911,4320,5919,7595,8271,8479
66,12146,12146,11875,4372,5623,6879,7659,7847,4432,5735,7311,8415,8647
67,11395,11395,11830,4488,5671,6979,7739,7895,4560,6059,7539,8535,8879
68,11893,11893,11712,4300,5611,7091,7687,7719,4680,5951,7431,8087,8287
69,12120,12120,11989,4160,5667,6947,7719,7911,4292,5931,7483,8263,8479
70,11608,11608,11725,4452,5607,7019,7803,7839,4540,6007,7731,8511,8719
71,11913,11913,11835,4456,5543,6879,7623,7823,4664,5811,7511,8607,8855
72,11792,11792,11842,4468,5623,6871,7811,7859,4604,5931,7315,8199,8423
73,11406,11406,11709,4504,5639,6891,7495,7635,4404,6035,7479,8327,8535
74,12002,12002,11253,4544,5639,7155,7687,7855,4828,5927,7763,8527,8791
75,11808,11808,12073,4384,5659,7067,7675,7843,4656,5939,7527,8147,8407
76,11514,11514,11673,4408,5719,7015,7715,7895,4432,6107,7531,8279,8567
77,11634,11634,11885,4380,5751,7211,7635,7759,4596,6083,7651,8399,8583
78,12049,12049,11693,4368,5887,7243,7859,7979,4324,6223,7867,8503,8727
79,11505,11505,12049,4396,5711,7199,7859,7995,4292,5959,7699,8455,8663
80,12329,12329,11612,4208,5675,7083,7823,8015,4260,5771,7699,8383,8615
81,11590,11590,11827,4224,5767,7231,7991,8083,4224,6119,7703,8599,8807
82,11477,11477,11679,4256,5907,7251,7979,8031,4396,6387,7847,8735,8951
83,11751,11751,11742,4452,5735,7251,7927,8083,4372,6015,7791,8367,8527
84,9692,9692,9700,4256,5759,7307,7895,8179,4120,6115,7891,8543,8783
85,12238,12238,11856,4616,5911,7231,7987,8023,4632,6167,7815,8815,8983
86,11354,11354,11981,4752,5943,7399,7963,8139,4672,6107,7707,8343,9127
87,12510,12510,12129,4752,5863,7379,7983,8159,4776,6031,7859,8567,8839
88,12435,12435,12345,4684,5815,7367,7967,8123,4540,5747,7839,8615,8935
89,12039,12039,12206,4476,5979,7315,7911,8063,4544,6307,7979,8687,8903
90,11992,11992,11875,4400,5743,7263,7959,8183,4644,5971,7835,8543,8759
91,11131,11131,11561,4440,5547,7195,7979,8143,4580,6063,7599,8535,8751
92,11991,11991,11944,4440,5523,7059,7975,8155,4336,6003,7499,8155,8447
93,11567,11567,11074,4432,5715,7055,7791,7959,4796,6175,7611,8359,8543
94,11673,11673,12312,4808,5763,6983,7699,7907,4772,6055,7383,8439,8623
95,12080,12080,11796,4568,5791,7043,7711,7859,4740,6271,7463,7975,8223
96,11789,11789,11999,4720,5851,7083,7755,7899,4880,6171,7475,8171,8375
97,12705,12705,11876,4564,5843,7099,7871,7975,4636,5935,7743,8463,8711
98,11480,11480,12067,4320,5859,7131,7991,8039,4556,5863,7611,8607,8791
99,11824,11824,11967,4508,5819,7119,7803,7851,4692,5859,7595,8231,8407
100,11846,11846,11651,4380,5467,7223,7831,7855,4468,5711,7679,8367,8559
101,12176,12176,12467,4332,5483,7131,7847,8007,4248,5911,7743,8487,8799
102,12329,12329,12165,4340,5287,7143,7975,8115,4520,5839,7719,8727,8983
103,12315,12315,11771,4292,5459,7127,8003,8075,4268,5987,7675,8303,8543
104,11758,11758,12415,4304,5599,7099,7839,8015,4376,6055,7667,8391,8599
105,12016,12016,11973,4252,5407,7103,8011,8063,4148,5803,7675,8551,8751
106,12282,12282,11527,4312,5751,7143,8019,8079,4488,6163,7799,8711,8935
107,11802,11802,12244,4348,5787,6979,8051,8255,4232,5939,7423,8455,8695
108,11392,11392,11772,4352,5499,7151,7911,8059,4572,6067,7567,8463,8775
109,12027,12027,11871,4392,5527,7183,7927,8099,4500,6019,7839,8743,8967
110,12144,12144,11908,4532,5559,7203,7963,8123,4480,5971,7839,8903,9087
111,11267,11267,11421,4544,5919,7239,7967,8163,4600,6207,7835,8479,8703
112,11994,11994,12088,4532,6091,7175,8103,8271,4436,6275,7723,8623,8879
113,12104,12104,11624,4316,6075,7191,7943,8115,4360,6275,7787,8767,8951
114,11706,11706,11849,4324,6211,7371,7923,8095,4320,6259,7795,8431,8679
115,11370,11370,11631,4704,6227,7231,8091,8147,4640,6291,7947,8639,8839
116,12472,12472,11760,4580,6215,7303,8027,8159,4580,6775,8007,8711,8927
117,11204,11204,12067,4484,6311,7147,8031,8223,4600,6507,7703,8799,8991
118,12000,12000,11870,4464,6175,7227,7823,7983,4340,6279,7647,8367,8583
119,12676,12676,12170,4456,6151,7135,8007,8143,4664,6243,7723,8511,8751
120,11320,11320,12109,4464,6335,7247,8003,8171,4568,6407,7599,8791,9047
121,12315,12315,12183,4472,6111,7243,7823,7967,4324,6431,7687,8359,8583
122,12682,12682,11940,4364,6151,7055,7811,7975,4332,6243,7651,8439,8695
123,11243,11243,11797,4276,6327,7091,8039,8223,4392,6623,7731,8663,8879
124,10063,10063,9857,4504,6271,7075,8003,8199,4820,6635,7755,8887,9087
125,10163,10163,10163,4956,6267,7267,8107,8279,5200,6831,7931,8903,9087
126,10182,10182,10148,5188,6307,7303,8287,8319,5204,6803,7867,8847,9279
127,10000,10000,10163,5588,6355,7315,8303,8495,5732,6779,7915,8831,9055
128,10275,10275,10081,5716,6431,7595,8231,8367,5596,6823,8127,8847,9239
129,10183,10183,10177,5956,6563,7511,8327,8511,5992,7163,8083,8863,9047
130,10045,10045,10094,6164,6915,7511,8407,8543,6160,7531,8287,8839,9055
131,10460,10460,10358,5920,6879,7707,8207,8591,5920,7207,8263,8991,9239
132,10699,10699,10458,6100,6803,7823,8423,8495,6116,7115,8271,9207,9407
133,10260,10260,10366,6132,6719,7671,8599,8615,6272,7271,8247,8951,9167
134,10463,10463,10372,6228,6711,7691,8583,8639,6088,7251,8431,9151,9343
135,10177,10177,10473,6056,6823,7843,8471,8639,6252,7251,8599,9335,9535
136,9912,9912,9841,6268,6699,7811,8647,8687,6248,7287,8335,8943,9135
137,10146,10146,10323,6176,6747,7811,8599,8631,6256,7235,8407,9127,9335
138,10182,10182,10067,6292,6859,7819,8431,8631,6244,7259,8335,8895,9087
139,10127,10127,10361,6280,6843,7783,8399,8583,6368,7227,8311,8879,9103
140,10257,10257,10347,6284,6695,7719,8439,8607,5956,7215,8287,9247,9455
141,10358,10358,10109,6104,6715,7731,8503,8719,6124,7163,8295,9447,9671
142,9887,9887,10241,6176,6767,7739,8679,8727,6148,7175,8311,9063,9255
143,10356,10356,10072,5996,6747,7771,8727,8767,6220,7207,8343,9303,9511
144,9889,9889,9356,6216,6799,7791,8783,8959,6208,7259,8171,9703,9903
145,8611,8611,9525,6180,6983,8063,9135,9239,6372,7419,8871,9479,9735
146,11028,11028,10744,6140,6999,8175,8959,8983,5972,7383,8679,9647,9839
147,11912,11912,11106,5756,6959,7943,8847,8927,6164,7227,8471,9247,9439
148,10609,10609,11444,5640,6835,7995,8775,8855,5668,7075,8591,9351,9543
149,11049,11049,11007,5836,6767,7871,8591,8791,5572,7031,8695,9447,9663
150,10391,10391,10370,5460,6723,7867,8719,8759,5716,6799,8415,9055,9247
151,11612,11612,11033,5020,6659,7687,8535,8687,5356,6939,8295,9223,9407
152,10547,10547,10465,4876,6443,7607,8487,8679,4880,6751,8051,9391,9591
153,10408,10408,10473,5068,6683,7547,8583,8783,5096,7107,8223,9159,9367
154,10573,10573,11203,5104,6715,7459,8263,8423,5036,7131,8067,8719,8911
155,11376,11376,10734,5076,6723,7467,8319,8367,5172,7223,8059,8831,9023
156,10856,10856,11322,5520,6607,7459,8215,8383,5484,7067,8207,8903,9087
157,11745,11745,11384,5460,6599,7563,8319,8463,5716,7215,8143,8847,9103
158,10665,10665,11140,5508,6499,7499,8279,8431,5616,7011,7915,9127,9303
159,11495,11495,10738,5440,6403,7287,8199,8359,5548,6931,7951,8639,8815
160,10721,10721,11155,5460,6363,7235,8155,8359,5476,6707,7759,8575,8759
161,10505,10505,11150,5444,6355,7319,8071,8115,5756,6863,7867,8487,8679
162,11282,11282,10701,5536,6367,7323,8071,8271,5756,6787,8047,8815,9023
163,11067,11067,11383,5440,6279,7303,8107,8279,5500,6715,7751,8391,8575
164,10987,10987,10781,5584,6339,7227,8071,8107,5612,6779,7867,8511,8695
165,11559,11559,11147,5600,6327,7291,8119,8279,5492,6567,7955,8751,8935
166,11040,11040,11427,5516,6335,7435,8139,8311,5416,6835,8051,8703,8879
167,11491,11491,11140,5356,6283,7211,8099,8131,5512,6567,7823,8791,8975
168,10811,10811,11185,5320,6311,7367,8095,8271,5276,7007,7783,8903,9119
169,10927,10927,10816,5180,6279,7363,7939,8115,5192,6815,8003,8463,8647
170,11527,11527,11243,5512,6295,7371,8119,8279,5052,6699,7983,8615,8943
171,10654,10654,11345,4988,6287,7383,8131,8287,5212,6667,7919,8871,9063
172,12150,12150,11480,5008,6311,7499,7987,8247,4880,6767,7935,8439,8583
173,10712,10712,11214,4992,6467,7387,8075,8255,5208,7111,7911,8703,8887
174,10772,10772,10718,4836,6455,7423,8175,8327,5380,6983,8047,8831,9023
175,11722,11722,11543,5172,6447,7483,8163,8215,5032,6911,7811,8767,8967
176,10666,10666,10882,5020,6467,7499,8187,8335,5212,7047,8171,9055,9127
177,10954,10954,11175,5044,6447,7475,8047,8351,5172,6803,8015,8671,9263
178,11897,11897,11281,5072,6371,7403,8187,8351,5292,6911,7843,8767,8951
179,10853,10853,11329,4856,6391,7459,8207,8343,5224,6863,8131,8879,9071
180,11781,11781,11259,4804,6543,7471,8199,8383,4732,6971,8111,8839,9039
181,11243,11243,11048,4528,6415,7519,8391,8431,4724,6923,8231,8967,9215
182,10647,10647,11199,4864,6547,7639,8391,8471,4984,7051,8187,9143,9407
183,11433,11433,10928,4848,6531,7491,8199,8351,4924,6959,8123,8831,9015
184,11121,11121,11394,4860,6507,7495,8075,8271,5040,6907,8199,8791,8975
185,10523,10523,10226,4856,6443,7511,8215,8399,4848,6863,8207,8927,9159
186,11122,11122,11652,4952,6611,7539,8399,8447,5232,7063,7967,8903,9079
187,10640,10640,10637,4928,6587,7655,8415,8639,5168,7203,8115,8855,9047
188,11594,11594,11166,5136,6471,7567,8495,8655,5124,6959,8035,9007,9247
189,11060,11060,11550,5096,6563,7687,8295,8447,5236,7099,8071,9151,9335
190,11660,11660,11400,4912,6447,7479,8375,8447,5148,6927,8103,8775,8967
191,10806,10806,11162,4980,6547,7495,8287,8463,5216,7027,8095,8871,9071
192,11778,11778,11221,5176,6427,7459,8035,8179,5524,6683,8023,8791,8991
193,10840,10840,11305,5304,6379,7375,8223,8351,5640,6835,7887,9127,9319
194,11053,11053,10910,5284,6207,7391,8111,8311,5576,6783,8239,8823,9031
195,11360,11360,11603,5480,6195,7335,8015,8239,5664,6531,7755,8407,8735
196,10893,10893,10998,5324,6291,7515,8103,8255,5412,6683,7935,8695,8879
197,11027,11027,10932,5204,6307,7415,8095,8255,5536,6787,8023,8647,8839
198,11657,11657,11251,5092,6367,7411,8147,8319,5060,6755,7999,8791,8967
199,10613,10613,11007,4884,6519,7587,8159,8343,4972,7051,7943,8735,9159
200,11091,11091,10942,5052,6527,7651,8215,8367,5172,6983,8111,8847,9015
201,11282,11282,10998,5096,6559,7519,8183,8231,5128,7091,8011,8767,8959
202,10690,10690,10953,5256,6411,7603,8199,8247,5404,7019,8179,8887,9095
203,11101,11101,10689,5448,6519,7667,8247,8415,5376,7003,8311,9007,9271
204,11015,11015,11263,5424,6503,7659,8255,8415,5484,6911,8263,9183,9391
205,8912,8912,9218,5276,6587,7739,8263,8431,5252,7007,8207,8791,9063
206,11274,11274,10842,5600,6703,7711,8383,8439,5592,6987,8295,9015,9271
207,10828,10828,11312,5600,6631,7847,8407,8463,5480,7127,8447,9199,9407
208,10925,10925,11123,5420,6679,7671,8375,8423,5596,7227,8163,8863,9047
209,11858,11858,11170,5332,6675,7643,8391,8535,5468,7143,8255,8943,9207
210,10629,10629,11172,5360,6623,7815,8399,8551,5620,7283,8351,9103,9311
211,11270,11270,10629,5364,6659,7627,8383,8543,5360,7223,8303,9247,9447
212,11110,11110,11480,5380,6403,7607,8335,8479,5296,6915,8199,8767,8959
213,10732,10732,11124,5364,6463,7607,8503,8535,5424,6827,8167,9031,9135
214,11916,11916,11124,5180,6331,7583,8271,8463,5152,6771,8051,8783,9223
215,10740,10740,11326,5188,6423,7391,8131,8295,5440,6855,8083,8735,8927
216,11192,11192,11219,5224,6443,7607,8147,8311,5236,6787,8155,8871,9063
217,11808,11808,10971,5244,6487,7423,8147,8335,5184,6747,8111,8815,9215
218,10800,10800,11420,5372,6363,7599,8207,8367,5272,6883,7979,8759,9167
219,11485,11485,11015,5348,6367,7579,8207,8335,5556,6803,8155,8847,9031
220,11318,11318,11520,5028,6355,7607,8179,8351,4872,6715,8015,8775,8983
221,10802,10802,11196,4840,6531,7615,8335,8367,5212,7023,8083,8703,9151
222,10925,10925,10662,5020,6523,7635,8215,8359,5072,6963,8239,8807,9007
223,11198,11198,11523,5020,6615,7623,8351,8487,5096,7007,8215,8895,9071
224,11612,11612,11113,5004,6479,7575,8171,8383,5344,6811,7995,8479,8655
225,11241,11241,11237,5052,6483,7599,8191,8391,5060,6903,8183,8759,8959
226,10810,10810,11197,5184,6527,7611,8199,8359,5220,7047,8311,8887,9087
227,11152,11152,10934,5204,6531,7627,8335,8383,4928,6959,8271,9007,9111
228,11464,11464,11304,5040,6507,7583,8343,8375,5032,7059,7983,8943,9215
229,10654,10654,10975,4884,6563,7599,8343,8487,4976,7023,8351,9119,9311
230,10827,10827,10999,4872,6559,7615,8191,8319,4936,7011,8115,8871,9071
231,11643,11643,10974,4932,6427,7651,8183,8479,4896,6939,8107,8967,9311
232,11076,11076,11404,4912,6587,7683,8279,8439,5036,6919,7995,8935,9215
233,11542,11542,11137,5060,6595,7659,8215,8391,4940,6987,8139,8655,8839
234,10891,10891,10942,4936,6415,7671,8231,8271,5096,6791,8215,8823,9007
235,10964,10964,11196,5084,6579,7551,8247,8415,5076,6871,8207,8895,9167
236,10641,10641,11214,5088,6647,7723,8431,8471,5240,6979,8391,9135,9335
237,11382,11382,10670,5264,6607,7587,8447,8511,5412,6999,8319,9263,9479
238,11174,11174,11195,5464,6551,7691,8303,8479,5520,6659,7835,8775,8967
239,10843,10843,11593,5272,6703,7843,8263,8463,5432,6811,8303,9063,9151
240,11779,11779,11116,5216,6515,7679,8423,8559,5060,6947,8115,8951,9263
241,10762,10762,11324,4992,6467,7695,8247,8399,5228,7119,8159,8735,8927
242,10922,10922,11127,5216,6519,7683,8231,8279,5404,6755,8135,8863,9055
243,11913,11913,11194,5356,6331,7675,8231,8399,5536,6747,8263,8959,9215
244,10614,10614,11204,5364,6343,7655,8199,8351,5228,6859,8183,8871,9159
245,11802,11802,11130,5548,6323,7575,8175,8359,5520,6735,8131,8807,8983
246,11021,11021,11597,5532,6287,7571,8091,8263,5428,6695,8199,8911,9087
247,12204,12204,11362,5284,6275,7511,8043,8231,5356,6615,8015,8639,8815
248,10612,10612,11392,5296,6267,7531,8115,8263,5644,6531,7955,8735,8919
249,11448,11448,11127,5136,6243,7519,8103,8263,5204,6827,8035,8831,9015
250,11307,11307,11437,5112,6399,7463,8043,8223,5044,6899,7795,8415,8559
251,10890,10890,11164,4972,6427,7511,8031,8071,5204,6863,7867,8511,8711
252,11569,11569,10840,5008,6407,7503,8067,8247,4912,6963,8103,8791,8991
253,11113,11113,11360,5016,6435,7535,8087,8239,5040,6855,8199,8727,8927
254,10731,10731,11113,5012,6539,7543,8303,8351,5192,6871,8327,9079,9135
255,11601,11601,10930,4888,6555,7483,8279,8343,4932,6799,8083,8823,9263
256,10973,10973,11290,5040,6571,7495,8375,8407,5096,7159,8223,8751,8951
257,10699,10699,11194,5068,6619,7511,8223,8399,5236,7267,8143,8879,9087
258,11007,11007,10838,4960,6631,7695,8255,8319,5176,7235,8255,9007,9103
259,11520,11520,11228,4896,6575,7551,8287,8455,5132,7167,8011,9215,9415
260,10860,10860,11047,4852,6627,7543,8303,8447,5028,7071,8175,8887,9087
261,10744,10744,10806,5084,6567,7683,8415,8455,4948,6995,7911,8999,9103
262,11609,11609,11125,4900,6587,7663,8471,8511,5120,6947,8023,8807,9247
263,11115,11115,11496,5036,6563,7703,8191,8231,5252,7043,8159,8791,8911
264,11207,11207,11126,5036,6599,7659,8215,8255,4948,6991,8255,8847,9039
265,11499,11499,11221,4892,6535,7707,8091,8255,5072,6935,8255,8799,8975
266,8280,8280,8628,5128,6771,7835,8615,8655,5280,7119,8471,8959,9191
267,10988,10988,11227,5240,6807,7883,8447,8623,5432,7443,8351,8903,9079
268,11548,11548,10884,5120,6775,7923,8487,8647,5392,7431,8479,9007,9247
269,10898,10898,11607,5272,6747,7859,8439,8599,5624,7291,8239,9183,9351
270,11570,11570,10876,5432,6711,7839,8383,8519,5544,6999,8335,8871,9031
271,10844,10844,10959,5296,6723,7855,8223,8399,5072,7091,8271,8823,8991
272,10800,10800,11492,5036,6711,7879,8375,8447,5000,7043,8487,9079,9167
273,11614,11614,10827,5020,6539,7859,8383,8447,5140,6959,8327,8999,9279
274,10904,10904,11324,5396,6539,7659,8423,8615,5036,7051,8239,9383,9591
275,10772,10772,10910,5044,6667,7755,8359,8407,5188,6983,8359,9055,9143
276,11982,11982,11410,5160,6511,7583,8287,8335,5084,6939,8019,8783,9215
277,10900,10900,11344,4876,6487,7635,8279,8351,4864,6895,8183,8751,8951
278,10841,10841,11201,5008,6503,7631,8367,8399,4936,7011,8123,8871,9063
279,11812,11812,10896,5024,6519,7603,8199,8519,5064,6943,8023,8815,8999
280,10841,10841,11385,4848,6523,7671,8343,8431,4992,7055,8359,9071,9271
281,10455,10455,10486,4892,6535,7583,8183,8335,4760,7207,8023,8687,9263
282,11229,11229,10742,5048,6563,7687,8231,8359,5116,7159,8023,8767,8951
283,11068,11068,11513,5232,6535,7671,8183,8343,5408,7063,8163,8759,9087
284,10708,10708,10968,5408,6683,7831,8215,8399,5416,7027,8127,8687,9039
285,11814,11814,10950,5284,6507,7679,8247,8391,5520,6947,8231,8799,8983
286,10775,10775,11069,5272,6567,7643,8247,8415,5476,6911,8187,8751,8959
287,10326,10326,10967,5276,6619,7727,8239,8431,5412,7035,8167,8711,9143
288,11480,11480,10905,5088,6563,7703,8263,8423,5140,6959,8271,8807,8975
289,10816,10816,11106,5112,6579,7731,8303,8439,5272,7071,8223,8759,8951
290,11409,11409,11110,5196,6559,7647,8239,8431,5380,7271,8139,8863,9103
291,11066,11066,10905,5240,6523,7675,8271,8391,5312,6935,8255,8823,9215
292,10510,10510,10818,5392,6539,7627,8255,8463,5252,7139,7995,8735,8927
293,11014,11014,11201,5236,6551,7683,8231,8271,4964,7027,8171,8879,9079
294,11328,11328,10915,5080,6575,7683,8223,8391,5132,7171,8247,8823,9215
295,10958,10958,11416,5408,6539,7631,8231,8519,5272,7007,8199,9199,9511
296,10880,10880,10937,5240,6731,7635,8187,8239,5364,6955,8159,8847,9039
297,11406,11406,11242,5232,6567,7555,8163,8343,5296,6863,7803,8583,8767
298,11066,11066,10959,5368,6579,7607,8123,8287,5384,6967,8167,8679,8855
299,11140,11140,10844,5540,6491,7595,8139,8179,5692,6771,8223,8799,8983
300,11047,11047,11442,5320,6499,7567,8139,8319,5424,6891,8207,8919,9135
301,11257,11257,11121,5372,6499,7563,8123,8287,5588,6979,8079,8687,9271
302,11219,11219,10881,5380,6463,7519,8147,8311,5328,6771,7987,8783,8967
303,11071,11071,11218,5112,6495,7639,8187,8351,5100,6911,8207,8767,8967
304,10724,10724,11331,4916,6683,7675,8231,8375,5000,7047,8175,9055,9127
305,11603,11603,10803,4732,6623,7543,8271,8423,5068,6975,8115,8983,9255
306,11006,11006,11556,4664,6575,7687,8375,8423,4820,7071,8087,9167,9359
307,10670,10670,10843,4868,6583,7691,8295,8471,5168,7035,8131,8871,9055
308,11519,11519,11126,4868,6587,7719,8123,8327,4916,7187,8295,8839,9023
309,11346,11346,11036,4908,6579,7731,8287,8319,4908,7187,8011,8799,9239
310,10736,10736,11210,5064,6599,7719,8303,8335,5096,7067,8171,8751,8951
311,11014,11014,11159,5108,6599,7879,8271,8447,4964,7019,8319,8887,9071
312,11666,11666,11049,4952,6599,7699,8223,8407,5120,7079,8231,8823,8999
313,10657,10657,11387,5056,6623,7675,8247,8407,5240,7039,8327,8911,9303
314,11358,11358,10810,4844,6559,7703,8399,8455,4940,6979,8255,8855,9031
315,11478,11478,11038,5012,6555,7687,8063,8263,5044,6939,8223,8799,8983
316,10688,10688,11836,4884,6583,7707,8239,8279,5096,7099,8199,8767,9183
317,10770,10770,10619,5064,6587,7683,8191,8247,5212,7251,8123,8663,8863
318,11823,11823,11005,4744,6599,7651,8231,8407,4908,6971,8107,8831,9015
319,10810,10810,11568,5068,6767,7659,8059,8351,5096,6899,8183,8743,8799
320,10964,10964,10887,4892,6795,7831,8351,8439,5192,7271,8167,8863,9063
321,11315,11315,11131,5252,6607,7735,8303,8463,5332,7211,8115,8823,9023
322,11275,11275,11301,5128,6607,7739,8303,8479,5452,6863,8099,8759,9191
323,10660,10660,11109,5228,6555,7867,8423,8471,5212,6983,8295,8855,9063
324,11744,11744,11199,5220,6499,7647,8223,8415,5304,6891,8223,8775,8983
325,10961,10961,11387,5224,6527,7667,8207,8367,5280,7015,8327,8911,9143
326,10714,10714,10475,5048,6579,7619,8367,8559,5364,6971,8131,9255,9447
327,10099,10099,9580,5280,6663,7843,8207,8415,5256,7227,8171,8807,8991
328,11046,11046,11598,5636,6523,7847,8407,8559,5716,6823,8359,8943,9343
329,11320,11320,11451,5608,6515,7867,8423,8583,5620,6967,8375,9151,9487
