TimeElapsed (s),MessageSentCount,MessageSentThroughput (KB/s),MessageReceivedCount,PublishLatencyMinValue (ms),PublishLatencyValueAtPercentile50 (ms),PublishLatencyValueAtPercentile75 (ms),PublishLatencyValueAtPercentile95 (ms),PublishLatencyValueAtPercentile99 (ms),EndToEndLatencyMinValue (ms),EndToEndLatencyValueAtPercentile50 (ms),EndToEndLatencyValueAtPercentile75 (ms),EndToEndLatencyValueAtPercentile95 (ms),EndToEndLatencyValueAtPercentile99 (ms),masternode
64,9322,9322,9227,9864,15527,17903,19999,20287,10176,15503,18047,20287,20895,node2
65,8960,8960,9085,10216,16055,17759,19567,20015,10400,14735,17407,19759,20431,node2
66,9175,9175,8839,9992,15143,17135,19887,20431,10416,15231,16831,19935,20335,node2
67,8601,8601,8926,10288,14495,16863,18943,19007,10832,15295,17311,19407,19615,node2
68,8801,8801,8784,10288,15127,17791,19471,20159,10624,15615,17647,19871,20255,node2
69,9613,9613,9215,10472,15471,17279,19231,19279,11032,15247,17039,19903,20207,node2
70,9322,9322,9397,10376,14959,17071,18463,18543,10464,15247,16767,18783,19119,node2
71,8923,8923,9059,11048,14727,16687,18879,18927,10576,14711,16351,19375,19487,node2
72,9259,9259,9248,10752,15111,16431,18271,19183,10848,14935,16783,18655,19039,node2
73,9264,9264,9171,11048,14695,16135,18239,18687,11032,15175,16079,18191,19039,node2
74,9223,9223,9551,11944,15023,16607,18287,18399,11640,14903,16447,18559,18783,node2
75,9074,9074,8881,11512,14855,15863,17359,17503,11736,14815,16223,17919,18271,node2
76,9521,9521,9494,11320,14911,15895,17471,17727,11936,15015,15639,17135,17567,node2
77,9401,9401,9241,11336,14567,15479,16767,16911,11056,14647,16007,17039,17439,node2
78,9006,9006,9337,11688,14815,15583,17247,17679,11560,14919,16079,17055,17711,node2
79,10440,10440,9810,11776,14815,16039,17215,17231,11760,14783,16127,17007,17119,node2
80,8286,8286,8322,11944,14607,15255,16911,16959,12160,14471,15535,17423,17471,node2
81,8088,8088,9062,11672,14615,15823,17247,17887,12224,14535,15927,16863,18255,node2
82,9663,9663,9058,12152,15175,16263,16815,16911,12624,14479,16207,17503,17535,node2
83,9682,9682,10013,12104,14655,15351,17231,17695,12200,14695,15743,16463,17983,node2
84,9642,9642,9699,11968,14583,15255,16199,16623,11960,14879,15815,17135,17343,node2
85,9119,9119,8614,12072,14959,15559,16287,17023,12152,14783,15727,16367,16895,node2
86,8841,8841,8164,11424,15055,15583,16671,17199,11560,14855,15615,16959,17487,node2
87,8715,8715,9224,11232,14783,15703,16751,17711,11456,14959,15855,17039,17551,node2
88,8991,8991,9267,10800,14727,15735,17279,17871,11408,15463,15967,18047,18655,node2
89,9121,9121,8787,10856,15023,15679,17167,18415,11232,14831,15943,17295,17823,node2
90,9332,9332,8666,9920,15071,15927,16575,17743,10584,15055,16287,16959,18415,node2
91,9339,9339,9089,10168,15151,16431,17823,18271,10760,15311,16559,17471,17919,node2
92,9172,9172,9709,10096,14783,16543,16959,18303,9696,14703,16655,17567,18015,node2
93,8782,8782,9418,9712,14607,16199,17407,17615,10000,14839,16623,18079,18447,node2
94,8607,8607,8933,9880,15399,16767,18143,18671,9768,15807,16991,17743,18975,node2
95,8691,8691,8968,9440,15919,16911,17855,18319,10064,16367,17183,18063,18575,node2
96,9306,9306,9116,9808,15095,17071,17599,18847,10224,15471,17391,18255,18655,node2
97,9174,9174,8934,9464,16071,17263,18111,18639,9880,16015,17583,18415,19167,node2
98,8783,8783,9189,9744,15695,17583,18159,18239,9952,16431,17567,18607,18799,node2
99,9233,9233,9008,10024,16495,17103,18703,19151,10496,16399,17343,18575,19103,node2
100,9490,9490,9520,10224,16087,17471,18015,18479,10072,16671,17967,19007,19455,node2
101,9912,9912,9616,10160,16063,17023,18495,18895,10168,16191,17423,18639,19023,node2
102,9228,9228,9098,10520,16199,17599,18463,18575,10776,16263,17999,19071,19471,node2
103,8412,8412,9193,10776,15839,17663,18335,19071,10504,16575,17663,18591,18767,node2
104,9560,9560,8771,10200,15247,17039,18831,19391,10480,14991,17071,18719,19071,node2
105,9141,9141,9455,10208,14631,17599,18511,18687,10664,15415,17599,18783,19247,node2
106,8880,8880,8745,10400,15191,17055,19071,19647,10872,14775,16959,18383,19215,node2
107,9475,9475,8636,10328,14879,16991,18127,18719,10880,15199,17311,18447,18879,node2
108,8418,8418,8728,9928,15399,17103,18703,19263,9920,14943,17439,18927,19519,node2
109,8594,8594,8948,9816,15015,17215,18687,19263,10008,16279,17647,19247,19679,node2
110,8684,8684,8666,9960,15447,17279,19215,19311,10216,15591,17471,18767,19215,node2
111,9611,9611,9184,9440,15935,17391,18735,18927,10136,15687,17839,19327,19903,node2
112,8731,8731,8099,9648,15591,17391,19503,19535,10360,15815,17423,19567,20479,node2
113,8600,8600,9007,9616,15895,17487,19055,20063,10384,16375,17503,19167,19583,node2
114,9294,9294,9402,9592,16159,17487,19583,20111,9584,15951,17599,19727,20079,node2
115,8602,8602,9046,9624,15815,18015,19071,19087,10160,16543,18175,19311,19695,node2
116,9537,9537,9293,9592,16015,17599,18399,19615,9664,16575,17855,18783,18911,node2
117,9122,9122,8864,9648,16543,17903,18879,19311,9640,16799,18287,19487,19919,node2
118,8721,8721,8642,9712,16895,17855,19103,19855,9640,17247,18447,19007,19071,node2
119,8686,8686,9155,9624,16575,18207,18847,19103,9808,16895,18591,19599,19695,node2
120,9260,9260,9123,9640,17055,18479,19599,20111,9744,16975,18655,19743,20079,node2
121,9544,9544,9597,9864,16511,18143,19519,19679,9944,16943,18607,20239,20639,node2
122,8639,8639,8910,9600,16383,18623,20207,20239,9864,16575,18687,19871,20303,node2
123,9483,9483,9627,9248,16911,18607,19679,19727,9880,17039,18415,19903,20367,node2
124,9343,9343,9270,9536,16863,18607,20159,20239,10048,17151,18383,19919,20431,node2
125,9890,9890,9060,9520,16215,18431,19727,20255,9992,16751,18303,20463,21007,node2
126,9364,9364,9195,9512,16263,17919,20047,20111,10216,15863,17807,20047,20543,node2
127,8111,8111,8816,9496,16279,18399,19583,19599,10144,16399,18751,20095,20511,node2
128,9072,9072,8663,9488,16799,18447,20063,20159,9392,16879,17871,19743,20223,node2
129,8645,8645,9155,9720,16255,17935,19599,20143,9936,17023,18223,20287,20351,node2
130,9029,9029,8205,9512,16319,17935,19567,19663,9600,16223,18351,20463,20559,node2
131,8364,8364,8676,9512,16927,18527,19711,20239,9816,16863,18559,20159,20623,node2
132,8913,8913,9560,9552,16863,18079,19663,20191,9744,17103,18271,19663,20143,node2
133,9411,9411,9163,9720,16847,18479,19551,20047,9952,16479,18607,20207,20703,node2
134,8983,8983,9448,9536,16783,17967,19551,20175,9928,16943,18095,19823,20223,node2
135,8560,8560,9234,10024,16687,18351,19679,19983,10168,16943,18367,20223,20367,node2
136,9802,9802,9426,9800,16639,17791,19567,20063,10208,16543,18047,20351,20783,node2
137,9587,9587,9879,9888,16847,17999,19775,20063,10320,16943,17775,19647,20079,node2
138,9341,9341,9024,9976,16511,17647,19247,19743,10464,16975,17935,19743,20303,node2
139,9283,9283,9271,10224,15975,18479,19199,19663,9792,16415,17823,19375,20143,node2
140,9140,9140,8816,9992,16959,17583,19167,19647,9904,16639,17711,19279,19375,node2
141,8800,8801,8759,10328,15423,17583,19263,19743,10088,16815,17583,19951,20479,node2
142,10125,10124,9507,10352,15983,17647,19167,19215,10712,16247,17711,19503,19983,node2
143,9036,9036,8864,10032,16479,17615,19215,19695,10000,15807,17951,20031,20559,node2
144,8688,8688,9142,10280,15951,17583,19231,19727,10200,16319,17839,19647,19791,node2
145,9220,9220,8922,10088,15895,17599,19247,19743,10432,16479,18111,19759,20191,node2
146,8885,8885,8575,9808,16415,18159,19727,19791,10472,16767,18223,19951,20351,node2
147,8539,8539,9165,10400,16343,18063,19247,19823,11024,16247,18047,20447,20943,node2
148,9332,9332,8611,10104,15863,18015,19775,20335,10008,16247,17519,19983,20543,node2
149,8335,8335,8770,9696,16303,17487,19151,19231,10064,15903,17599,19695,20143,node2
150,9133,9133,8813,9992,16447,18015,19599,19663,10264,16479,17887,19759,20175,node2
151,8738,8738,9240,9824,15991,17615,19167,19567,10432,16575,17759,19311,19855,node2
152,9048,9048,9112,9944,16431,17663,19167,19695,10392,16799,17679,19391,19519,node2
153,9264,9264,8450,10032,16263,17855,19407,19711,10384,16239,17999,19935,20511,node2
154,7784,7784,8382,10368,17199,17855,19279,19807,10672,17295,17999,19759,20159,node2
155,9001,9001,8880,10128,16687,18511,19791,19935,10568,17551,18495,20319,20879,node2
156,8909,8909,9077,9840,17199,18223,19935,20079,10544,17327,18239,20367,20911,node2
157,9157,9157,8825,9976,17743,18335,20031,20447,10416,17231,18431,19999,20543,node2
158,8837,8837,8901,9872,16415,18879,20143,20383,10608,17311,18991,20559,20623,node2
159,8443,8443,8673,9768,17199,18895,20159,20287,10600,17615,19087,20703,21183,node2
160,9464,9464,9130,9624,17695,18271,19791,20543,9856,18031,18879,19823,21215,node2
161,8532,8532,9377,9888,17231,18799,19855,20367,10096,17551,19231,20287,20799,node2
162,9200,9200,9376,9976,17695,18751,19823,20303,10040,17535,18511,20319,20799,node2
163,9554,9554,8953,9968,17167,18767,19903,20383,9960,17647,18319,19999,20511,node2
164,9772,9772,9763,9824,16495,18607,19807,20367,10168,16703,18399,20463,20959,node2
165,9551,9551,8992,9872,16991,18591,19711,20303,10368,16831,18447,20015,20527,node2
166,8767,8767,8965,9504,16959,18607,19695,20207,10344,17391,18751,20527,20639,node2
167,8651,8651,8768,9832,17455,18655,20239,20799,10624,17423,18911,19839,21199,node2
168,8650,8650,8968,9864,17535,18655,20223,20287,9856,18143,19407,20799,20895,node2
169,8761,8761,8414,9872,17103,18735,20319,20367,9880,17711,18927,20575,21023,node2
170,8552,8552,8320,9976,17599,18687,20383,20431,10208,16943,18559,20607,21071,node2
171,8758,8758,9112,10016,17519,18719,19871,20383,10720,17407,19023,20191,20719,node2
172,9022,9022,8703,9752,17471,18639,19903,20431,9800,17007,19071,20735,21295,node2
173,8667,8667,9002,9968,17503,18623,20367,20399,10056,17311,18783,20527,20959,node2
174,9150,9150,8794,9776,17039,18671,19727,20415,10008,17167,18447,20463,20527,node2
175,9625,9625,9471,10096,17551,18575,20191,20319,10192,17887,18527,20559,21039,node2
176,8800,8800,9245,10160,16911,18543,19743,20223,10424,17295,18959,20559,21023,node2
177,8325,8325,8896,9920,17455,18511,20207,20303,10440,17343,18527,21103,21215,node2
178,8727,8727,8711,10176,17455,18607,19727,20287,10968,16991,18447,19439,20271,node2
179,9264,9264,9052,10160,17007,18559,19711,20207,10680,17567,18639,19919,20335,node2
180,9442,9442,9269,10096,17583,18671,19711,19759,11144,17679,18879,19631,20511,node2
181,9374,9374,8839,10304,17599,18671,19711,20223,10608,17375,18671,20527,20975,node2
182,8853,8853,9178,9952,17599,18687,19743,20207,9944,17519,18975,20111,20607,node2
183,8612,8612,8902,10000,17615,18703,19759,20271,9976,17967,18863,20191,20287,node2
184,9066,9066,8851,10232,17663,19199,19855,20399,10264,17791,19199,20175,20287,node2
185,8922,8922,9203,10216,17039,18735,19823,20319,10200,17743,19071,20367,20895,node2
186,9203,9203,9207,10216,17551,18655,20303,20367,10408,17599,18815,20447,20959,node2
187,9300,9300,8594,9912,17471,18687,20351,20399,10408,16911,18511,20047,20575,node2
188,8386,8386,8954,10128,16991,19215,19887,20367,10648,17359,19007,20031,20159,node2
189,8947,8947,8737,9896,18079,18639,19775,19839,10208,17743,19119,19871,20303,node2
190,8695,8695,8959,10192,17551,18735,20319,20351,10808,17167,18319,20351,20415,node2
191,9247,9247,8703,10272,16975,18719,20351,20895,10776,17279,18863,20959,21503,node2
192,8995,8995,8933,10000,17535,19151,20351,20847,10584,17983,18943,20623,21071,node2
193,8888,8888,9405,10192,17071,18703,20319,20383,10808,17423,18959,21071,21167,node2
194,8833,8833,8967,10400,17647,18815,20335,20367,10624,17535,19247,20207,20735,node2
195,8704,8704,9018,9992,17695,18927,19871,20879,10904,17375,19071,20287,20863,node2
196,8815,8815,8950,10384,18159,19247,20383,20879,10888,17711,19327,20575,21311,node2
197,9075,9075,8803,10304,17567,18751,19935,20191,10416,17791,19071,20495,20751,node2
198,8772,8772,9368,11072,17375,18927,20383,20687,10552,17647,19215,20879,21039,node2
199,9173,9173,9016,10824,17711,18511,19471,19839,10880,17615,18623,19743,20255,node2
200,8885,8885,9257,11328,17103,18047,19439,19967,11392,17487,18447,19679,20159,node2
201,9055,9055,9559,11472,17375,18831,19567,19615,11240,17343,18527,19295,19583,node2
202,8017,8017,7441,12032,16767,18383,19487,19647,11680,16735,18831,19823,19903,node2
203,9215,9215,9006,11760,16927,18239,19359,20191,12024,16959,17599,18799,20255,node2
204,9543,9543,9228,12016,16895,18015,19103,19615,12104,16815,17855,19119,19391,node2
205,8842,8842,9317,12152,16607,17583,18815,19631,12208,16671,18047,18575,18959,node2
206,9598,9598,9291,12344,16591,17679,18783,19263,12344,16375,17311,19231,19439,node2
207,9239,9239,7925,12120,15615,17183,18351,19999,12600,16295,17423,18463,19775,node2
208,9276,9276,9490,12016,15351,17103,18831,19359,12528,15943,17535,18975,19503,node2
209,9082,9082,9245,11840,15951,17615,18735,19871,12528,16375,17679,19039,19583,node2
210,8863,8863,8728,11504,15647,17087,19279,19823,11736,16039,17471,20127,20655,node2
211,8554,8554,9167,11368,15503,17039,18767,20351,11672,15655,17679,19727,19759,node2
212,9375,9375,9481,11336,16231,17039,19279,19839,10888,16143,17343,18303,20287,node2
213,9448,9448,8554,10488,15839,17583,18127,18703,10880,15831,17951,18687,18975,node2
214,8127,8127,8529,10752,15095,17055,19231,19263,11144,15703,17519,18559,18687,node2
215,8538,8538,8393,10520,16815,17551,18335,18911,11232,17007,18175,19167,19727,node2
216,8700,8700,8926,10336,16479,18015,19487,20047,11120,16751,18207,19007,20287,node2
217,8802,8802,8566,10272,17071,17983,19199,19231,10328,16799,18399,19423,19455,node2
218,8712,8712,8976,10344,16495,17999,19775,20303,10320,17311,18031,19999,20543,node2
219,9058,9058,9110,10344,17119,18223,19535,20831,10520,17583,18431,19119,19663,node2
220,9075,9075,8933,10408,17423,18623,20111,20623,10496,17231,18815,19823,20191,node2
221,8668,8668,9307,10328,17087,18575,20047,20063,10640,17647,18879,20271,20831,node2
222,9150,9150,9217,10632,17807,18783,19311,20591,10616,16255,18431,19407,19983,node2
223,9836,9836,9373,10432,17247,18799,19519,20015,10712,17327,18959,20319,20831,node2
224,9768,9768,9347,10272,18063,18639,20527,20543,10712,17215,18319,20431,20543,node2
225,8789,8789,8802,9912,17391,19071,19919,20399,10672,17535,19631,20623,20751,node2
226,8385,8385,8663,10176,17583,19135,20207,20751,10952,17663,19375,20191,21055,node2
227,8661,8661,9115,10136,17583,19183,20223,20255,10928,17599,19135,20703,20815,node2
228,9503,9503,9026,9928,17583,18735,20735,20799,9872,17743,18927,20879,20959,node2
229,9241,9241,9124,10136,18079,18751,20335,20815,11064,17839,19151,20911,21455,node2
230,9049,9049,8690,9904,17631,18767,20879,21439,10104,17871,19007,21039,21551,node2
231,8335,8335,9001,10120,17583,19279,20351,20399,10256,16463,19791,21215,21279,node2
232,9123,9123,8990,10144,17487,19263,20799,20879,10224,17119,19407,21087,21199,node2
233,9134,9134,9085,9840,16879,18591,20367,20847,10112,17615,18799,20863,21407,node2
234,9213,9213,9379,10144,17375,19023,20831,20879,10352,17551,19231,20863,21375,node2
235,9246,9246,9642,10184,17343,18895,20255,20287,10512,17327,18767,20767,21007,node2
236,9671,9671,9117,10424,16767,18335,20575,20687,10776,16751,18655,20559,20863,node2
237,8721,8721,8390,10488,17311,18895,20063,20639,10960,17247,19119,20591,20991,node2
238,8462,8462,8644,10448,17391,18479,20607,20719,10912,17471,18895,20735,20863,node2
239,8496,8496,9186,10560,17439,18479,20639,20671,11016,17551,18671,20319,20879,node2
240,9145,9145,8992,10208,17455,19039,20191,20687,10912,17087,18735,20463,20527,node2
241,9468,9468,8956,10552,17023,18559,20159,20671,11096,17407,18831,20447,20911,node2
242,9289,9289,9098,10504,17535,19119,20623,20703,11048,17791,18895,20703,21023,node2
243,7737,7737,8650,10560,17503,18655,20271,20335,11296,17615,18975,20623,20831,node2
244,8692,8692,8959,10632,17983,18639,20767,20815,11208,17615,19599,20687,20879,node2
245,9230,9230,9066,11296,17599,19247,20847,20895,10512,16927,18159,20271,20399,node2
246,9115,9115,9040,10728,17039,18511,20751,20847,10848,17519,18831,20735,20863,node2
247,9290,9290,9369,10424,17391,19199,20687,20735,10432,17599,18431,20415,20959,node2
248,9400,9400,8620,10632,17439,19199,20671,20799,10688,17727,18863,20655,20959,node2
249,8405,8405,8996,10336,16975,18495,20271,20703,10576,17359,18543,20751,20975,node2
250,9141,9141,9635,10568,17887,18463,20719,21199,10760,17951,19023,20719,21247,node2
251,9401,9401,9610,10672,17311,18895,20495,20751,10672,17103,18575,20287,20719,node2
252,9659,9659,9302,10328,16911,18879,20063,20575,10896,17375,18607,20751,21247,node2
253,9101,9101,8854,10600,17343,18863,20575,21039,10912,17663,18751,20431,21119,node2
254,9512,9512,9306,10480,17343,18959,20511,20527,10840,17247,18831,20799,20959,node2
255,9776,9776,9296,10256,17295,18431,20047,21023,9960,17167,19295,20527,21039,node2
256,8146,8146,9171,10144,17647,19983,20687,20735,10240,17471,18783,20463,21231,node2
257,8994,8994,8832,10864,17695,19039,20063,20527,10808,17743,19247,20367,20639,node2
258,9438,9438,9626,10776,17263,18655,20079,20607,11184,17151,18639,19951,20431,node2
259,9539,9539,8953,11040,17263,18895,19695,19727,11480,17311,18527,20031,20463,node2
260,9255,9255,9401,11280,16895,18271,19903,20127,11472,16399,18143,19471,20879,node2
261,9064,9064,9188,11176,16607,17823,19535,19759,10968,16895,17951,20159,20415,node2
262,8708,8708,9304,11808,16087,17519,18863,20287,11720,16511,18207,19455,20751,node2
263,8397,8397,8474,11688,16559,18191,19407,19599,11640,16799,18431,19679,20239,node2
264,9259,9260,8870,12240,16895,17999,19071,19231,12064,16991,17791,19727,19791,node2
265,8940,8939,8846,12552,16703,18159,19599,20111,12328,16799,18079,19215,20271,node2
266,8537,8537,8881,12928,16351,17327,18863,18895,12928,16479,17727,19311,19711,node2
267,9429,9429,8687,12912,16175,17135,18447,19343,12656,16415,17311,18495,19103,node2
268,9025,9025,8022,12768,15775,16911,18335,18975,12696,15951,17439,18975,19471,node2
269,8404,8404,8945,12864,15871,17375,19503,20079,13064,16247,17247,19999,20543,node2
270,8933,8933,8768,12328,15903,16991,19151,20623,12856,16351,17183,19231,19679,node2
271,8939,8939,9267,12208,16383,16975,19663,20207,12808,16343,17503,18847,20223,node2
272,8747,8747,8822,12456,15927,17567,19167,19199,13072,16183,17343,19279,19391,node2
273,8607,8607,8453,12080,16399,17135,19759,20335,12128,16847,17647,19855,20431,node2
274,8732,8732,9200,11480,16287,17599,18815,19263,12112,16879,17759,19151,19567,node2
275,9415,9415,9075,11304,16703,17823,19791,20335,11528,17007,17743,19647,20111,node2
276,9235,9235,9184,11144,16815,17583,19439,19935,11264,17231,17999,20223,20719,node2
277,9379,9379,9487,11056,17103,18031,20447,21007,11328,17183,17999,19823,21231,node2
278,9153,9153,8678,10496,16927,17631,19679,20207,11368,17295,18015,20335,20863,node2
279,9317,9317,9129,10552,17167,18111,19247,20735,11304,16815,18415,19375,19471,node2
280,8759,8759,8994,10496,17055,18591,19263,19775,10528,17343,18543,19951,20479,node2
281,8517,8517,9260,10448,17327,18383,19695,20319,10408,17439,18495,19535,19695,node2
282,8983,8983,8899,10272,17615,18047,20431,20447,10392,17695,18591,20623,20655,node2
283,9555,9555,8956,10368,17247,18751,20063,21519,10576,17807,18895,20735,21167,node2
284,9102,9102,9144,10432,17359,18495,20591,21151,10536,17711,19007,20479,21327,node2
285,8895,8895,8513,10440,17615,18735,20239,20287,10776,17855,19023,20991,21055,node2
286,7974,7974,8861,10536,17583,18847,20767,20783,10712,17599,19359,21551,21631,node2
287,9471,9471,9065,10200,18111,19567,20703,21839,10704,17695,19663,20799,22079,node2
288,8976,8976,8691,10496,18079,19231,21055,21615,10920,18127,18847,21231,21807,node2
289,8895,8895,8836,10568,17631,19263,21039,22175,10880,17807,19247,21167,21727,node2
290,7689,7689,8325,10600,18143,19359,20479,21023,11128,18431,19791,21151,21583,node2
291,9594,9594,9073,10520,17647,19887,21503,22047,11112,17951,20111,20927,22095,node2
292,9214,9214,9236,10576,17615,19247,21023,21535,11024,17567,19407,21295,21711,node2
293,8964,8964,9158,10672,18159,19263,20799,22063,11240,17983,19215,21039,21535,node2
294,9249,9249,9303,10544,17647,19231,20911,21391,11176,18207,19567,21343,21823,node2
295,9766,9766,9515,10728,18127,19199,20751,21887,11296,17439,19599,21151,21503,node2
296,8560,8560,8434,10472,18127,19215,20847,20911,10824,18111,19503,21055,21631,node2
297,7945,7945,8819,10808,18191,18879,20447,20911,11152,17839,19327,21727,21823,node2
298,9198,9198,8864,10544,18223,19343,21439,21487,10504,18191,19647,21327,22239,node2
299,8589,8589,9032,10768,18255,19407,20543,21023,10696,18175,19215,20991,21919,node2
300,8592,8592,7890,10656,17839,19487,21071,21599,10736,17855,19679,20943,21439,node2
301,8103,8103,9105,10736,17855,19455,21135,21615,10680,18207,19999,21199,21663,node2
302,9608,9608,9032,10672,17327,19967,21135,21647,10904,17551,19615,21231,21455,node2
303,9476,9476,8779,10840,17759,19951,21071,21151,11168,17663,20175,21343,21791,node2
304,8861,8861,8880,10640,18319,19503,21711,22287,11176,18207,19887,21695,22367,node2
305,8472,8472,8643,10712,17823,19455,21151,21183,11176,17903,19679,21615,22031,node2
306,8442,8442,8866,10472,18319,19487,21711,21743,11104,18431,19903,21679,21871,node2
307,9043,9043,8597,11096,17727,19519,21071,21183,11704,18367,19151,21727,21775,node2
