TimeElapsed (s),MessageSentCount,MessageSentThroughput (KB/s),MessageReceivedCount,PublishLatencyMinValue (ms),PublishLatencyValueAtPercentile50 (ms),PublishLatencyValueAtPercentile75 (ms),PublishLatencyValueAtPercentile95 (ms),PublishLatencyValueAtPercentile99 (ms),EndToEndLatencyMinValue (ms),EndToEndLatencyValueAtPercentile50 (ms),EndToEndLatencyValueAtPercentile75 (ms),EndToEndLatencyValueAtPercentile95 (ms),EndToEndLatencyValueAtPercentile99 (ms),masternode
59,6327,6327,6742,10136,13935,17279,19663,19695,10304,12359,15295,21439,21471,node2
60,7967,7967,7920,8968,13919,15063,20815,21311,8816,13823,15983,21487,21983,node2
61,8599,8599,8680,9008,13527,16735,20991,21327,8824,13975,17039,21167,21871,node2
62,8823,8823,8903,8424,13903,15151,21023,21087,8704,13999,16055,21279,21375,node2
63,8822,8822,8784,7764,13967,17103,20815,20991,8052,14047,16991,20991,21535,node2
64,9528,9528,10501,8136,14311,17263,21023,21391,8288,14383,17391,20927,21487,node2
65,10218,10218,10209,8592,14031,14095,20383,20463,8496,14671,17551,20735,20895,node2
66,4382,4382,4432,8616,14231,17935,20591,21087,8840,14375,18559,20703,21151,node2
67,10287,10287,9415,8816,14463,17967,20047,20479,8720,14303,16263,19727,20591,node2
68,11102,11102,10649,8816,13967,17119,19519,19951,8936,14799,16735,19695,19887,node2
69,7258,7258,7762,8912,14711,18639,20047,20047,9208,14263,17263,20335,20463,node2
70,7566,7566,7562,9080,14503,18031,19791,19935,9288,14895,18127,20111,20447,node2
71,10032,10032,10795,9344,13935,18015,19519,19951,9320,13935,17871,19695,20559,node2
72,10573,10573,9516,9544,13783,18447,19087,19087,9344,12583,18479,19519,19615,node2
73,7083,7083,6607,8864,13623,15671,19535,19631,9080,13247,16263,19647,19727,node2
74,7888,7888,9297,9056,14159,18399,19615,20127,9888,14015,18655,20223,20623,node2
75,9694,9694,9391,8952,14031,17631,19359,20015,8736,13687,17791,20095,20287,node2
76,7422,7422,7892,9056,13295,17423,19455,20063,8872,13903,17887,19727,20095,node2
77,11051,11051,11064,9760,14247,18047,18879,19999,9976,14151,17679,19055,19567,node2
78,11881,11881,11387,10080,13615,15111,17151,19407,9952,13799,15903,18863,19103,node2
79,3650,3650,3669,10016,13767,17775,17855,18511,10184,14503,18191,18671,18703,node2
80,8907,8907,8456,9664,14119,17279,18463,18767,9792,14223,17167,18831,19135,node2
81,8732,8732,8608,9864,14007,17663,18319,18799,9848,14055,18079,19375,19439,node2
82,8720,8720,8862,10208,13631,16799,18671,18847,10016,13815,17151,18783,18959,node2
83,9336,9336,9874,10400,13903,17727,18239,18287,10992,13879,17951,18527,19119,node2
84,9867,9867,9064,10776,13687,16495,18591,18639,10816,14039,16167,18671,18847,node2
85,8274,8274,8841,10288,13679,15007,18655,18831,10048,13847,15807,19007,19519,node2
86,9389,9389,9096,9768,14215,16151,18463,18511,10152,13463,16319,18495,19087,node2
87,9209,9209,8591,9600,13543,16719,18863,19375,9696,13943,15447,18895,19231,node2
88,9221,9221,9416,9136,13751,15087,18703,19311,9200,14071,15191,19407,20079,node2
89,10832,10832,10453,8584,13735,17615,18815,18863,8520,13479,15711,19599,19775,node2
90,6162,6162,6626,8608,14191,16191,19375,19439,8528,14359,15783,20111,20591,node2
91,9032,9032,9428,8392,14311,17103,19855,19935,8116,14359,15647,19567,20847,node2
92,9092,9092,9025,8256,14167,15271,19695,19791,8076,14255,15887,20127,20351,node2
93,9271,9271,9378,7840,14103,15559,19759,20191,8232,13839,15703,20031,20767,node2
94,9611,9611,9041,7684,13391,15631,19711,19743,7900,14455,15887,20303,20879,node2
95,9085,9085,9092,7608,14199,15183,19839,20271,7676,14471,15559,19711,20287,node2
96,8597,8597,8976,7588,14359,15671,20239,20271,7880,14295,16255,20383,20495,node2
97,8128,8128,8258,7844,14487,16007,20111,20735,8048,14559,16255,20815,21471,node2
98,8525,8525,8545,8104,14927,16447,20239,20623,8472,14791,17183,21135,21615,node2
99,9076,9076,9064,8280,14711,15631,20559,21071,8464,14807,16375,21087,21311,node2
100,9559,9559,8963,7876,14647,16767,20575,21071,7776,14655,16991,20863,21423,node2
101,8619,8619,8981,7828,14663,16895,20607,20655,7972,14599,16703,21375,21663,node2
102,8760,8760,8818,8076,14687,16351,21103,21135,7928,14975,17039,21231,21791,node2
103,8529,8529,8904,8744,14623,16831,20847,21231,8600,14631,17263,21503,21807,node2
104,8606,8606,7926,8328,14439,16703,21247,21967,8664,13887,15935,21919,22111,node2
105,9106,9106,9206,7992,14335,16279,21839,22399,7952,14543,16607,22799,23119,node2
106,9486,9486,8871,8012,10951,16911,21039,22463,8360,15327,17599,21711,23407,node2
107,5961,5961,6413,7524,15223,16479,22319,22431,7568,15007,16447,22879,23199,node2
108,11481,11481,11068,7296,15087,17055,23039,23135,7568,15511,17743,23855,24399,node2
109,7373,7373,8321,7308,15655,17311,23775,23823,7596,15775,17695,23679,24575,node2
110,6153,6153,5685,7324,16063,17855,23135,23247,7360,16199,18303,23615,23871,node2
111,9193,9193,9222,7092,15967,17711,23567,23631,7312,16023,17343,23311,24015,node2
112,8591,8591,9094,7240,15559,17199,22863,22959,7280,15799,17615,23327,23759,node2
113,9508,9508,9023,7272,16087,17839,23519,23535,7468,15447,17567,24159,24319,node2
114,8643,8643,8481,7364,16095,17743,23039,23199,7684,16215,18095,23215,23695,node2
115,8409,8409,8612,7908,16119,17599,23199,23663,8200,16335,17647,23471,24159,node2
116,8391,8391,8988,8360,15911,18063,22671,23263,8344,16191,18255,23423,23759,node2
117,8848,8848,8195,8720,15855,17119,23151,23663,8776,15711,17359,23647,24447,node2
118,8235,8235,8309,8872,15967,17471,22511,23039,9144,16103,17919,23167,23807,node2
119,9077,9077,8710,9440,15983,17471,22927,23343,9336,16127,17279,23743,24095,node2
120,9011,9011,9095,9216,15223,17391,22335,22863,9288,15607,17615,23071,23759,node2
121,8011,8011,8747,9088,15655,17535,22991,23247,9304,15167,18015,23519,24095,node2
122,8297,8297,8423,9264,15303,18623,22991,23023,9272,14967,17519,23599,23663,node2
123,9238,9238,8828,9240,14383,17103,22959,23535,9120,14783,17295,23503,23791,node2
124,8827,8827,8431,9312,14399,17023,22831,22943,9208,14487,16703,23567,23743,node2
125,8895,8895,9161,8824,14439,16479,22303,23311,9320,14407,17343,22559,23935,node2
126,9454,9454,9870,8824,14847,17391,22863,22895,8664,14703,16415,23103,23455,node2
127,9451,9451,8985,8952,14415,17071,22335,23279,9128,14895,16735,22575,23807,node2
128,9056,9056,9731,8704,14119,16271,22383,22783,8720,14127,16575,22927,23135,node2
129,10205,10205,9247,8648,13799,15599,21423,21711,8904,14135,16143,21487,21903,node2
130,8795,8795,9016,8880,14263,16111,20655,22095,9136,14263,16575,21631,22255,node2
131,8870,8870,9393,9016,14271,16655,21055,21087,9312,14343,16399,21439,21871,node2
132,9486,9486,9233,9040,14031,15647,20511,21519,9304,14103,16639,20943,21599,node2
133,8277,8277,8435,9128,14287,15791,21215,21247,9384,14087,16399,21423,21631,node2
134,8747,8747,8641,9200,14319,16311,20559,21727,9000,14295,16943,21519,21903,node2
135,8591,8591,8534,9448,14231,16343,21423,21455,9776,13927,16311,21983,22175,node2
136,8875,8875,8516,9048,13783,16031,20767,21199,8776,14015,16063,21359,21919,node2
137,7683,7683,7834,8904,13847,15495,21231,21743,9040,14239,16127,21647,22111,node2
138,9194,9194,9261,8832,15991,16847,21391,21391,9240,12359,17455,20447,22175,node2
139,8180,8180,7666,8128,14247,14911,21647,21759,8068,14295,15887,21855,22527,node2
140,8308,8308,8641,7940,14527,17071,21727,22271,7832,14559,16799,22063,22623,node2
141,8317,8317,8428,7788,14919,15207,22175,22191,7520,15231,17423,22543,22559,node2
142,7695,7695,8664,7524,15391,16735,22223,22783,7280,15431,17087,22783,23199,node2
143,9207,9207,8924,7548,15447,16879,22111,22175,7576,15615,17007,22319,22751,node2
144,7366,7366,7927,8336,15543,17103,22111,22559,8100,15559,17231,21711,22911,node2
145,9004,9004,8257,8656,15511,17087,21343,21407,8768,15751,17871,21951,22575,node2
146,8000,8000,8240,8960,15487,17215,21871,21919,8640,15727,16991,21807,22095,node2
147,8808,8808,8969,9400,15567,20863,21839,21839,10088,15279,17199,22255,22319,node2
148,9393,9393,8852,9432,15287,17471,21903,22991,9376,15527,17743,22191,23407,node2
149,10009,10009,9284,9328,15511,16135,21999,22591,9528,15295,17231,22559,22847,node2
150,9287,9287,9827,9512,15583,17279,23215,23263,9768,15655,17855,23359,23551,node2
151,6748,6748,6923,9136,15759,17855,22143,23807,9104,16207,18143,22463,22511,node2
152,7938,7938,7968,8592,15711,17375,23103,23647,8408,15847,17775,23023,23647,node2
153,9196,9196,8797,7716,15575,18047,22639,23215,7564,15847,18239,23375,23983,node2
154,8735,8735,8393,7816,15543,17295,22351,23231,8032,15127,17519,24399,24463,node2
155,8557,8557,9232,7464,15375,17855,23103,23903,7456,15687,17839,23439,24687,node2
156,8862,8862,8912,7800,15455,16895,23519,24031,7836,15439,17535,23999,24623,node2
157,8781,8781,8569,8344,15183,16799,22703,22767,9000,15351,17135,23231,23407,node2
158,9302,9302,9241,8224,15223,17375,23311,23935,8568,15431,17599,23807,24367,node2
159,8973,8973,9101,8456,15391,16591,22831,24479,8272,15191,16799,23295,23551,node2
160,9223,9223,8509,8336,15343,18335,23391,23407,8344,16087,17967,23919,24399,node2
161,8583,8583,9221,8128,15751,16751,22127,23951,8272,15751,17455,23295,24575,node2
162,8199,8199,8593,8168,15663,19151,22751,23263,8488,15879,19615,23119,23599,node2
163,8720,8720,8805,8648,16071,18095,22351,23759,8512,16279,18207,22639,23743,node2
164,9084,9084,8733,8480,15727,17119,22831,23343,8376,15607,17679,22575,23359,node2
165,8510,8510,8414,8560,15615,18399,22271,22319,8520,15519,19055,22319,22591,node2
166,7812,7812,8187,8792,15471,19391,22831,22879,8824,15503,19871,23071,23359,node2
167,9424,9424,9366,9096,15487,18111,22367,23279,9552,15687,18095,23279,23919,node2
168,8856,8856,8726,9488,15175,19151,23279,23311,9264,16039,17391,22335,24399,node2
169,9137,9137,9101,9528,15407,17295,22255,23711,9472,15039,17935,22991,23343,node2
170,8928,8928,8880,9912,14871,17055,22527,23247,10032,14695,17407,22783,23951,node2
171,9135,9135,9043,10264,14839,17583,22495,22895,9784,15199,16895,22831,23375,node2
172,9387,9387,9409,9840,14847,16911,22015,22063,9824,15183,17247,22271,22527,node2
173,8467,8467,8782,9800,15031,17423,22527,23039,10392,15319,17887,22783,23279,node2
174,8570,8570,8519,10184,14463,17183,21871,22703,10128,14823,16895,22495,22959,node2
175,9347,9347,8836,10448,13831,18223,22751,22783,11064,15183,16415,22095,23295,node2
176,9180,9180,9100,9968,14343,16039,21343,22031,10208,14119,16911,21871,22527,node2
177,7849,7849,7961,9792,14175,16255,22559,23279,10056,14471,16431,23151,23759,node2
178,8858,8858,8716,9296,12223,14695,21951,21967,10200,13271,17327,22447,22479,node2
179,8010,8010,8188,9216,14823,16927,22559,23135,9640,14703,16863,23087,23791,node2
180,8681,8681,8943,8664,14407,16991,21967,23711,8752,14495,17071,22111,24175,node2
181,8608,8608,8018,8816,15039,16055,21631,22047,9112,15111,16575,22399,22463,node2
182,8272,8272,8558,9144,15095,17087,22255,22735,9248,15463,18015,22655,23167,node2
183,8192,8192,8976,9552,15655,18015,22079,22111,9032,15399,17327,22207,22415,node2
184,9207,9207,8703,9152,15455,17343,22255,22927,9312,15647,17599,22719,23023,node2
185,9172,9172,9544,9408,15455,16527,20575,20575,10144,16151,17311,21183,23391,node2
186,8518,8518,8195,9552,15263,17039,21151,22751,9712,15527,17231,21135,21727,node2
187,8987,8987,8888,9688,15359,17855,20687,22271,10048,15399,16815,21631,22143,node2
188,9086,9086,9204,9744,15367,16399,21775,21839,9920,15391,17087,22175,22431,node2
189,8415,8415,8531,9888,15391,17263,20943,22351,10552,15831,17743,21743,22943,node2
190,8738,8738,8716,10576,15311,18143,21375,22191,10712,15543,18735,21871,22415,node2
191,9864,9864,9209,10776,15151,18047,21183,21631,11184,15447,18527,21407,21567,node2
192,9821,9821,9855,10912,14735,17391,21119,21983,10576,14591,16943,21471,22031,node2
193,8251,8251,9326,10696,14847,17839,21599,21631,10952,14431,17855,22063,22319,node2
194,8520,8520,7698,10720,14615,18319,20943,22127,11320,14671,17487,21503,22527,node2
195,9086,9086,8722,10880,14327,16959,21375,21407,10936,14871,15831,21871,22399,node2
196,8143,8143,8894,10072,14215,15191,21199,21951,10208,14343,15727,21487,21951,node2
197,8592,8592,8271,10144,14543,17679,21295,22495,10464,14855,16927,21007,22399,node2
198,8639,8639,8133,10232,14391,15047,20767,20783,11008,15095,16183,21375,21407,node2
199,8367,8367,9223,9520,14735,16527,21791,22399,9384,14711,17583,21903,22671,node2
200,8633,8633,8995,9456,14759,16735,21039,21055,9832,14631,17071,21007,21503,node2
201,8892,8892,8615,9536,14727,17215,21583,22143,9208,15023,18047,21791,22015,node2
202,8372,8372,8087,9920,15103,16719,20639,20703,9200,15135,17167,21007,21407,node2
203,9271,9271,9223,9280,14567,17183,21071,21535,9552,14607,16783,21455,22127,node2
204,9606,9606,9552,10104,14615,16655,20431,20991,10032,14911,17183,21215,21663,node2
205,8907,8907,9330,10240,14687,16351,20735,21327,10352,14687,16095,21311,21551,node2
206,9092,9092,8812,10384,14703,16815,20847,21727,10696,14991,16831,20991,22015,node2
207,12187,12187,11966,10560,14591,15463,21487,21519,10448,14799,17535,21455,21663,node2
208,6352,6352,6279,10808,14615,15575,19791,20303,11120,14935,17247,20463,20495,node2
209,9061,9061,9567,10808,14455,16415,20239,21007,10968,14679,15951,20975,21439,node2
210,10687,10687,9750,11088,13415,17855,19983,20047,11376,13727,16671,21711,21759,node2
211,5913,5913,6345,10488,14599,16927,20991,21599,10424,14663,17247,22287,22847,node2
212,8000,8000,8454,10304,14967,16527,20911,22239,10080,14519,16399,21455,21663,node2
213,8977,8977,9006,10320,14823,16447,21391,21823,10656,15039,17215,21935,22271,node2
214,8569,8569,8223,9864,14487,15447,20991,21583,9784,14735,15791,21327,21743,node2
215,7806,7806,8023,9776,14543,16543,22175,22223,9696,15183,17231,22063,22303,node2
216,8608,8608,8257,9488,14735,15583,20879,21791,9696,14831,16287,21279,21935,node2
217,8011,8011,7891,9472,14879,15535,22095,22751,9736,15039,16311,21935,22543,node2
218,8664,8664,8972,9232,15159,16415,20799,21503,9480,15335,16431,21471,21743,node2
219,9014,9014,9295,9264,15511,16863,21311,21711,9664,15815,17119,21935,22191,node2
220,9343,9343,8758,9520,15279,17071,21087,21519,9712,15759,16911,21647,22175,node2
221,8896,8896,9225,9952,15647,17567,21551,22031,10152,15863,17903,20927,22175,node2
222,9011,9011,9119,10064,15055,16319,20735,20815,10176,15543,18095,21391,21663,node2
223,9319,9319,9146,9928,15431,18607,21295,21695,9888,15895,17295,21279,21871,node2
224,9170,9170,9074,9848,15471,16511,21279,21775,9616,15695,16847,21871,22367,node2
225,8602,8602,8823,9936,16015,18111,20559,22303,9744,15223,17295,21359,22831,node2
226,8576,8576,8294,9680,14735,16607,21503,22191,9672,14599,17455,22031,22655,node2
227,8660,8660,8871,9600,14959,17295,21471,21503,9560,15023,17839,22271,22895,node2
228,8928,8928,8581,9280,15159,17151,22111,22175,9440,15079,16399,23471,23503,node2
229,8325,8325,8867,9008,15655,17503,22735,23311,9304,15639,17935,22543,23999,node2
230,8530,8530,8633,9120,15495,17599,22623,22751,9048,15711,18527,23359,23583,node2
231,9038,9038,8859,9672,15799,18031,22319,23231,9944,15775,18383,22607,22863,node2
232,8391,8391,8633,10104,14847,18527,22815,22847,10008,14999,18943,22991,23343,node2
233,8352,8352,8295,9936,14471,16719,21631,23759,9984,14839,17455,22159,23839,node2
234,8364,8364,8357,10416,15063,17615,22095,22143,10392,14839,17871,22351,22559,node2
235,9107,9107,9021,10304,14519,16799,22015,22175,10080,14639,16751,22383,22559,node2
236,8823,8823,8783,10560,14983,17423,22255,22703,10752,14735,17551,21983,23215,node2
237,8777,8777,8513,11024,14471,15455,21279,21327,11104,14375,16431,21407,22111,node2
238,8831,8831,8790,10768,14823,16719,21183,22463,10632,14895,16591,21935,23199,node2
239,9000,9000,8584,10800,15071,16943,21279,21839,11000,14791,16991,22415,23023,node2
240,8111,8111,8913,10640,15167,18991,22415,22479,11168,15215,16263,21439,23135,node2
241,9122,9122,8738,8936,15559,16751,22063,22655,9560,14927,17551,22127,22879,node2
242,8463,8463,7998,8888,15047,17583,21375,22751,9624,14711,17279,22031,22751,node2
243,8464,8464,8704,8568,15007,16943,21919,21967,9048,15231,17407,22367,22511,node2
244,8324,8324,8349,7924,15151,16975,22063,23167,8076,14959,17695,22799,23151,node2
245,7896,7896,8171,8156,15439,16927,22847,22943,8104,15543,17455,23391,23599,node2
246,8290,8290,8578,8180,15983,18079,23471,23519,7952,16271,18031,23935,24175,node2
247,8971,8971,8893,8296,15959,17359,22687,22751,8704,15879,17935,23039,23519,node2
248,8370,8370,9006,8664,16111,18511,23279,23855,8768,16127,18943,23743,24031,node2
249,8975,8975,8366,9144,16575,18463,22575,23007,9568,16767,18511,23279,23791,node2
250,8502,8502,8538,9536,15935,17359,21663,22079,9960,16415,18415,22319,22575,node2
251,9474,9474,8986,9816,16263,18831,22399,22879,9584,16687,18991,23023,23487,node2
252,9191,9191,9141,9848,16191,18271,21647,23343,9888,15919,17551,22175,22527,node2
253,8955,8955,9350,10648,16095,18735,22095,22495,10776,16231,19183,22927,23343,node2
254,8985,8985,9318,10896,15863,17727,21599,21647,10824,16007,18047,22111,22559,node2
255,8719,8719,8848,11016,15719,18623,22111,22511,11184,15695,17407,22639,22991,node2
256,9722,9722,9023,11176,14927,17183,21919,22479,11208,15391,17615,22015,22527,node2
257,8713,8713,9020,11336,14679,15967,21599,22015,11312,14863,16335,22303,22751,node2
258,8840,8840,8500,11160,14535,15951,22047,22671,11216,15031,18079,23167,23759,node2
259,8659,8659,8503,11472,14599,18591,21663,23135,11432,14943,16479,22191,23903,node2
260,8851,8851,9282,10464,14391,15631,22175,22815,9920,14711,16231,22927,23951,node2
261,8801,8801,8797,9624,14519,15071,21599,23327,10056,14607,15687,21583,21775,node2
262,8898,8898,8750,9448,14159,15495,22079,22143,9456,14439,15439,22079,22319,node2
263,8955,8955,9150,8656,14687,16799,21503,23167,8664,14855,17151,21999,23231,node2
264,8909,8909,8611,8616,14871,15655,21999,22047,8600,15079,16127,22319,22511,node2
265,9237,9237,9631,8728,15367,16767,21407,22655,8792,15631,17647,21791,22959,node2
266,9255,9255,9094,9120,14967,17695,21679,22111,9032,15431,16239,22175,22399,node2
267,9361,9361,9335,8840,15327,16311,20703,22527,8688,15431,17247,21599,22831,node2
268,9102,9102,9743,8872,15319,17679,21231,21743,8968,15543,17967,22031,22655,node2
269,9123,9123,8726,9488,15319,17775,20831,22111,9792,15479,17055,21215,21647,node2
270,9152,9152,8841,9480,15327,15863,20575,21343,9936,15167,16479,21087,22159,node2
271,9630,9630,9550,9712,15335,16135,21215,21247,10256,14487,16655,21455,21519,node2
272,7171,7171,7478,9448,14919,17007,21583,21903,9656,15255,17087,21951,22383,node2
273,8974,8974,8936,9552,15399,16543,21199,21663,9784,15871,17967,21711,21983,node2
274,9089,9089,9047,9712,15439,17535,21695,22191,9816,15351,18031,21855,22079,node2
275,9272,9272,9070,9760,15295,17951,21887,22367,9728,15655,17135,22143,22431,node2
276,9606,9606,9640,9392,15495,17199,21439,21983,9376,15375,17535,21951,22239,node2
277,10176,10176,10670,9640,15023,18383,22031,22095,10368,15575,16639,22527,22719,node2
278,7641,7641,7364,9856,14911,16383,21471,22543,9832,15175,17423,21263,21631,node2
279,9282,9282,9201,10240,14959,17215,21903,22287,10416,15479,16375,21791,22255,node2
280,9464,9464,9522,9912,14543,16991,21055,21135,9824,14911,16271,21215,21471,node2
281,9629,9629,9522,10024,14519,16151,21023,21503,10592,14855,16607,21391,21791,node2
282,7831,7831,8754,10784,14999,15639,20927,20991,10784,15007,16623,21151,21215,node2
283,9219,9219,8357,10920,14943,15983,20671,21391,11104,14927,15679,20479,20703,node2
284,10015,10015,9385,11064,14999,15583,20431,20847,11336,15407,16167,20767,21167,node2
285,8076,8076,9058,11200,15071,16479,20191,21375,11152,15383,16343,20079,20383,node2
286,8988,8988,8776,11504,14463,16295,20239,21103,11464,14871,16543,20559,20927,node2
287,9893,9893,9463,11464,14415,15959,20175,20719,11184,14791,15871,21071,21599,node2
288,8754,8754,9543,11656,14375,16383,20191,21135,11736,14871,17023,20191,21807,node2
289,9030,9030,8743,11872,14591,15559,20255,20671,11664,14471,15887,19855,20959,node2
290,8612,8612,8621,11856,14303,16015,20191,20239,11176,15143,16911,20191,20495,node2
291,8968,8968,8981,11536,14631,16031,19823,20623,11528,14615,15927,20319,20831,node2
292,8561,8561,8243,12352,14455,15959,20159,20255,12016,15175,16351,20287,20415,node2
293,8801,8801,8982,12488,14575,16199,19407,20591,12576,15039,16527,19423,20687,node2
294,8421,8421,8792,12296,14743,16103,19535,19967,12168,14775,16655,19855,20223,node2
295,8850,8850,8497,12400,14719,16559,19455,19919,12200,14959,16607,20335,20591,node2
296,8006,8006,8874,12784,15351,16511,20047,20543,12704,15263,16847,20847,20991,node2
297,8359,8359,7915,12736,14687,16655,19903,20431,12208,15271,16719,20255,20543,node2
298,8154,8154,7356,12600,15039,17167,20447,20511,12440,15247,16959,20575,20687,node2
299,7898,7898,7613,12784,15191,16343,20207,20863,12664,15735,17199,21295,21535,node2
300,7684,7684,8207,11888,15247,16263,20703,21407,12488,15783,17103,21295,21919,node2
301,8461,8461,8577,11688,15695,18143,20927,21311,12144,16047,17087,21279,21439,node2
302,8731,8731,8743,10960,15119,16783,20975,21503,11192,15583,16831,21551,21823,node2
303,8370,8370,8391,10792,15567,17391,21151,21631,11072,16199,18847,21647,21791,node2
304,9094,9094,8916,10848,15495,17791,21279,22047,11016,15967,17903,21551,21919,node2
305,8860,8860,8999,10584,15719,17151,21727,21775,10376,15743,17167,22063,22351,node2
306,8652,8652,8063,10360,15935,17615,21279,22335,10528,15943,17823,21567,21919,node2
307,8412,8412,8553,9896,15543,17903,21759,21823,10072,15999,16271,22047,22143,node2
